runname,seed,steps,tokens,acc,acc_norm,acc_norm_token,acc_norm_pmi
1p46G-gemma-commoncrawl-th-29BT,4,1500,3.145728,0.528,0.528,0.504,0.517
1p46G-gemma-commoncrawl-th-29BT,4,2000,4.194304,0.51,0.51,0.503,0.485
1p46G-gemma-commoncrawl-th-29BT,4,2500,5.24288,0.518,0.518,0.501,0.493
1p46G-gemma-commoncrawl-th-29BT,4,3000,6.291456,0.51,0.51,0.502,0.48
1p46G-gemma-commoncrawl-th-29BT,4,3500,7.340032,0.511,0.511,0.503,0.492
1p46G-gemma-commoncrawl-th-29BT,4,4000,8.388608,0.534,0.534,0.5,0.504
1p46G-gemma-commoncrawl-th-29BT,4,4500,9.437184,0.519,0.519,0.502,0.502
1p46G-gemma-commoncrawl-th-29BT,4,500,1.048576,0.513,0.513,0.501,0.521
1p46G-gemma-commoncrawl-th-29BT,4,5000,10.48576,0.525,0.525,0.505,0.47200000000000003
1p46G-gemma-commoncrawl-th-29BT,4,5500,11.534336,0.527,0.527,0.504,0.487
1p46G-gemma-commoncrawl-th-29BT,4,6000,12.582912,0.524,0.524,0.506,0.481
1p46G-gemma-commoncrawl-th-29BT,4,6500,13.631488,0.51,0.51,0.504,0.487
1p46G-gemma-commoncrawl-th-29BT,4,7000,14.680064,0.515,0.515,0.502,0.483
1p46G-gemma-commoncrawl-th-29BT,4,7500,15.72864,0.51,0.51,0.502,0.497
1p46G-gemma-commoncrawl-th-29BT,4,8000,16.777216,0.521,0.521,0.504,0.461
1p46G-gemma-commoncrawl-th-29BT,4,8500,17.825792,0.519,0.519,0.504,0.47800000000000004
1p46G-gemma-commoncrawl-th-29BT,4,9000,18.874368,0.525,0.525,0.502,0.464
1p46G-gemma-commoncrawl-th-29BT,4,9500,19.922944,0.524,0.524,0.503,0.482
1p46G-gemma-lynx-th-29BT,6,0,0.0,0.498,0.498,0.47200000000000003,0.48
1p46G-gemma-lynx-th-29BT,6,1000,2.097152,0.506,0.506,0.503,0.489
1p46G-gemma-lynx-th-29BT,6,10000,20.97152,0.5,0.5,0.502,0.483
1p46G-gemma-lynx-th-29BT,6,10500,22.020096,0.511,0.511,0.503,0.495
1p46G-gemma-lynx-th-29BT,6,11000,23.068672,0.508,0.508,0.497,0.47300000000000003
1p46G-gemma-lynx-th-29BT,6,11500,24.117248,0.516,0.516,0.503,0.509
1p46G-gemma-lynx-th-29BT,6,12000,25.165824,0.514,0.514,0.503,0.49
1p46G-gemma-lynx-th-29BT,6,12500,26.2144,0.519,0.519,0.502,0.505
1p46G-gemma-lynx-th-29BT,6,13000,27.262976,0.515,0.515,0.503,0.501
1p46G-gemma-lynx-th-29BT,6,13500,28.311552,0.517,0.517,0.503,0.495
1p46G-gemma-lynx-th-29BT,6,14000,29.360128,0.504,0.504,0.501,0.492
1p46G-gemma-lynx-th-29BT,6,1500,3.145728,0.515,0.515,0.504,0.5
1p46G-gemma-lynx-th-29BT,6,2000,4.194304,0.503,0.503,0.504,0.518
1p46G-gemma-lynx-th-29BT,6,2500,5.24288,0.508,0.508,0.502,0.502
1p46G-gemma-lynx-th-29BT,6,3000,6.291456,0.53,0.53,0.502,0.525
1p46G-gemma-lynx-th-29BT,6,3500,7.340032,0.525,0.525,0.505,0.502
1p46G-gemma-lynx-th-29BT,6,4000,8.388608,0.517,0.517,0.506,0.499
1p46G-gemma-lynx-th-29BT,6,4500,9.437184,0.514,0.514,0.508,0.522
1p46G-gemma-lynx-th-29BT,6,500,1.048576,0.507,0.507,0.496,0.508
1p46G-gemma-lynx-th-29BT,6,5000,10.48576,0.533,0.533,0.502,0.494
1p46G-gemma-lynx-th-29BT,6,5500,11.534336,0.525,0.525,0.506,0.513
1p46G-gemma-lynx-th-29BT,6,6000,12.582912,0.507,0.507,0.501,0.516
1p46G-gemma-lynx-th-29BT,6,6500,13.631488,0.51,0.51,0.505,0.504
1p46G-gemma-lynx-th-29BT,6,7000,14.680064,0.517,0.517,0.504,0.501
1p46G-gemma-lynx-th-29BT,6,7500,15.72864,0.533,0.533,0.504,0.503
1p46G-gemma-lynx-th-29BT,6,8000,16.777216,0.508,0.508,0.502,0.514
1p46G-gemma-lynx-th-29BT,6,8500,17.825792,0.518,0.518,0.504,0.501
1p46G-gemma-lynx-th-29BT,6,9000,18.874368,0.52,0.52,0.502,0.499
1p46G-gemma-lynx-th-29BT,6,9500,19.922944,0.512,0.512,0.501,0.506
1p46G-gemma-orion-th-29BT,6,0,0.0,0.498,0.498,0.47100000000000003,0.48
1p46G-gemma-orion-th-29BT,6,1000,2.097152,0.528,0.528,0.504,0.512
1p46G-gemma-orion-th-29BT,6,10000,20.97152,0.5690000000000001,0.5690000000000001,0.51,0.524
1p46G-gemma-orion-th-29BT,6,10500,22.020096,0.547,0.547,0.502,0.51
1p46G-gemma-orion-th-29BT,6,11000,23.068672,0.542,0.542,0.501,0.509
1p46G-gemma-orion-th-29BT,6,11500,24.117248,0.54,0.54,0.501,0.527
1p46G-gemma-orion-th-29BT,6,12000,25.165824,0.557,0.557,0.505,0.511
1p46G-gemma-orion-th-29BT,6,12500,26.2144,0.5730000000000001,0.5730000000000001,0.51,0.509
1p46G-gemma-orion-th-29BT,6,13000,27.262976,0.561,0.561,0.502,0.524
1p46G-gemma-orion-th-29BT,6,13500,28.311552,0.554,0.554,0.504,0.514
1p46G-gemma-orion-th-29BT,6,14000,29.360128,0.559,0.559,0.499,0.533
1p46G-gemma-orion-th-29BT,6,1500,3.145728,0.521,0.521,0.505,0.495
1p46G-gemma-orion-th-29BT,6,2000,4.194304,0.507,0.507,0.503,0.501
1p46G-gemma-orion-th-29BT,6,2500,5.24288,0.507,0.507,0.503,0.514
1p46G-gemma-orion-th-29BT,6,3000,6.291456,0.504,0.504,0.502,0.507
1p46G-gemma-orion-th-29BT,6,3500,7.340032,0.525,0.525,0.502,0.502
1p46G-gemma-orion-th-29BT,6,4000,8.388608,0.513,0.513,0.502,0.519
1p46G-gemma-orion-th-29BT,6,4500,9.437184,0.53,0.53,0.507,0.504
1p46G-gemma-orion-th-29BT,6,500,1.048576,0.517,0.517,0.503,0.52
1p46G-gemma-orion-th-29BT,6,5000,10.48576,0.543,0.543,0.5,0.509
1p46G-gemma-orion-th-29BT,6,5500,11.534336,0.537,0.537,0.5,0.511
1p46G-gemma-orion-th-29BT,6,6000,12.582912,0.55,0.55,0.499,0.521
1p46G-gemma-orion-th-29BT,6,6500,13.631488,0.553,0.553,0.499,0.5
1p46G-gemma-orion-th-29BT,6,7000,14.680064,0.536,0.536,0.502,0.529
1p46G-gemma-orion-th-29BT,6,7500,15.72864,0.537,0.537,0.503,0.534
1p46G-gemma-orion-th-29BT,6,8000,16.777216,0.55,0.55,0.502,0.518
1p46G-gemma-orion-th-29BT,6,8500,17.825792,0.554,0.554,0.497,0.499
1p46G-gemma-orion-th-29BT,6,9000,18.874368,0.538,0.538,0.513,0.512
1p46G-gemma-orion-th-29BT,6,9500,19.922944,0.543,0.543,0.509,0.518
1p46G-gemma-commoncrawl-th-29BT,6,0,0.0,0.498,0.498,0.47200000000000003,0.48
1p46G-gemma-commoncrawl-th-29BT,6,1000,2.097152,0.516,0.516,0.503,0.503
1p46G-gemma-commoncrawl-th-29BT,6,10000,20.97152,0.524,0.524,0.503,0.491
1p46G-gemma-commoncrawl-th-29BT,6,10500,22.020096,0.52,0.52,0.502,0.505
1p46G-gemma-commoncrawl-th-29BT,6,11000,23.068672,0.546,0.546,0.503,0.496
1p46G-gemma-commoncrawl-th-29BT,6,11500,24.117248,0.54,0.54,0.508,0.486
1p46G-gemma-commoncrawl-th-29BT,6,12000,25.165824,0.533,0.533,0.507,0.507
1p46G-gemma-commoncrawl-th-29BT,6,12500,26.2144,0.541,0.541,0.506,0.493
1p46G-gemma-commoncrawl-th-29BT,6,13000,27.262976,0.542,0.542,0.506,0.492
1p46G-gemma-commoncrawl-th-29BT,6,13500,28.311552,0.548,0.548,0.506,0.496
1p46G-gemma-commoncrawl-th-29BT,6,14000,29.360128,0.543,0.543,0.505,0.508
1p46G-gemma-commoncrawl-th-29BT,6,1500,3.145728,0.51,0.51,0.503,0.507
1p46G-gemma-commoncrawl-th-29BT,6,2000,4.194304,0.51,0.51,0.502,0.494
1p46G-gemma-commoncrawl-th-29BT,6,2500,5.24288,0.504,0.504,0.502,0.508
1p46G-gemma-commoncrawl-th-29BT,6,3000,6.291456,0.503,0.503,0.502,0.489
1p46G-gemma-commoncrawl-th-29BT,6,3500,7.340032,0.513,0.513,0.501,0.506
1p46G-gemma-commoncrawl-th-29BT,6,4000,8.388608,0.521,0.521,0.504,0.498
1p46G-gemma-commoncrawl-th-29BT,6,4500,9.437184,0.524,0.524,0.501,0.509
1p46G-gemma-commoncrawl-th-29BT,6,500,1.048576,0.509,0.509,0.502,0.47900000000000004
1p46G-gemma-commoncrawl-th-29BT,6,5000,10.48576,0.518,0.518,0.504,0.505
1p46G-gemma-commoncrawl-th-29BT,6,5500,11.534336,0.531,0.531,0.504,0.505
1p46G-gemma-commoncrawl-th-29BT,6,6000,12.582912,0.513,0.513,0.501,0.502
1p46G-gemma-commoncrawl-th-29BT,6,6500,13.631488,0.525,0.525,0.503,0.504
1p46G-gemma-commoncrawl-th-29BT,6,7000,14.680064,0.529,0.529,0.504,0.504
1p46G-gemma-commoncrawl-th-29BT,6,7500,15.72864,0.524,0.524,0.5,0.495
1p46G-gemma-commoncrawl-th-29BT,6,8000,16.777216,0.53,0.53,0.502,0.498
1p46G-gemma-commoncrawl-th-29BT,6,8500,17.825792,0.52,0.52,0.501,0.504
1p46G-gemma-commoncrawl-th-29BT,6,9000,18.874368,0.532,0.532,0.501,0.523
1p46G-gemma-commoncrawl-th-29BT,6,9500,19.922944,0.53,0.53,0.504,0.482
1p46G-gemma-commoncrawl-th-29BT,5,0,0.0,0.498,0.498,0.496,0.464
1p46G-gemma-commoncrawl-th-29BT,5,1000,2.097152,0.486,0.486,0.502,0.508
1p46G-gemma-commoncrawl-th-29BT,5,10000,20.97152,0.549,0.549,0.5,0.51
1p46G-gemma-commoncrawl-th-29BT,5,10500,22.020096,0.5750000000000001,0.5750000000000001,0.502,0.503
1p46G-gemma-commoncrawl-th-29BT,5,11000,23.068672,0.588,0.588,0.502,0.509
1p46G-gemma-commoncrawl-th-29BT,5,11500,24.117248,0.59,0.59,0.507,0.507
1p46G-gemma-commoncrawl-th-29BT,5,12000,25.165824,0.5690000000000001,0.5690000000000001,0.509,0.505
1p46G-gemma-commoncrawl-th-29BT,5,12500,26.2144,0.5660000000000001,0.5660000000000001,0.505,0.497
1p46G-gemma-commoncrawl-th-29BT,5,13000,27.262976,0.554,0.554,0.502,0.506
1p46G-gemma-commoncrawl-th-29BT,5,13500,28.311552,0.547,0.547,0.502,0.504
1p46G-gemma-commoncrawl-th-29BT,5,14000,29.360128,0.5730000000000001,0.5730000000000001,0.503,0.496
1p46G-gemma-commoncrawl-th-29BT,5,1500,3.145728,0.503,0.503,0.502,0.509
1p46G-gemma-commoncrawl-th-29BT,5,2000,4.194304,0.512,0.512,0.502,0.509
1p46G-gemma-commoncrawl-th-29BT,5,2500,5.24288,0.502,0.502,0.502,0.509
1p46G-gemma-commoncrawl-th-29BT,5,3000,6.291456,0.511,0.511,0.505,0.512
1p46G-gemma-commoncrawl-th-29BT,5,3500,7.340032,0.509,0.509,0.506,0.499
1p46G-gemma-commoncrawl-th-29BT,5,4000,8.388608,0.531,0.531,0.504,0.497
1p46G-gemma-commoncrawl-th-29BT,5,4500,9.437184,0.547,0.547,0.509,0.491
1p46G-gemma-commoncrawl-th-29BT,5,500,1.048576,0.504,0.504,0.502,0.524
1p46G-gemma-commoncrawl-th-29BT,5,5000,10.48576,0.517,0.517,0.503,0.49
1p46G-gemma-commoncrawl-th-29BT,5,5500,11.534336,0.545,0.545,0.506,0.519
1p46G-gemma-commoncrawl-th-29BT,5,6000,12.582912,0.56,0.56,0.503,0.527
1p46G-gemma-commoncrawl-th-29BT,5,6500,13.631488,0.545,0.545,0.504,0.5
1p46G-gemma-commoncrawl-th-29BT,5,7000,14.680064,0.55,0.55,0.502,0.486
1p46G-gemma-commoncrawl-th-29BT,5,7500,15.72864,0.525,0.525,0.502,0.52
1p46G-gemma-commoncrawl-th-29BT,5,8000,16.777216,0.558,0.558,0.499,0.495
1p46G-gemma-commoncrawl-th-29BT,5,8500,17.825792,0.597,0.597,0.505,0.513
1p46G-gemma-commoncrawl-th-29BT,5,9000,18.874368,0.558,0.558,0.504,0.493
1p46G-gemma-commoncrawl-th-29BT,5,9500,19.922944,0.546,0.546,0.499,0.504
1p46G-gemma-aquila-th-29BT,6,0,0.0,0.498,0.498,0.47200000000000003,0.48
1p46G-gemma-aquila-th-29BT,6,1000,2.097152,0.534,0.534,0.514,0.525
1p46G-gemma-aquila-th-29BT,6,10000,20.97152,0.518,0.518,0.506,0.517
1p46G-gemma-aquila-th-29BT,6,10500,22.020096,0.547,0.547,0.509,0.502
1p46G-gemma-aquila-th-29BT,6,11000,23.068672,0.557,0.557,0.507,0.503
1p46G-gemma-aquila-th-29BT,6,11500,24.117248,0.5630000000000001,0.5630000000000001,0.508,0.506
1p46G-gemma-aquila-th-29BT,6,12000,25.165824,0.557,0.557,0.51,0.505
1p46G-gemma-aquila-th-29BT,6,12500,26.2144,0.5670000000000001,0.5670000000000001,0.51,0.5
1p46G-gemma-aquila-th-29BT,6,13000,27.262976,0.554,0.554,0.508,0.505
1p46G-gemma-aquila-th-29BT,6,13500,28.311552,0.5730000000000001,0.5730000000000001,0.519,0.498
1p46G-gemma-aquila-th-29BT,6,14000,29.360128,0.553,0.553,0.518,0.502
1p46G-gemma-aquila-th-29BT,6,1500,3.145728,0.515,0.515,0.503,0.486
1p46G-gemma-aquila-th-29BT,6,2000,4.194304,0.527,0.527,0.501,0.507
1p46G-gemma-aquila-th-29BT,6,2500,5.24288,0.516,0.516,0.503,0.502
1p46G-gemma-aquila-th-29BT,6,3000,6.291456,0.517,0.517,0.503,0.509
1p46G-gemma-aquila-th-29BT,6,3500,7.340032,0.509,0.509,0.501,0.488
1p46G-gemma-aquila-th-29BT,6,4000,8.388608,0.521,0.521,0.504,0.496
1p46G-gemma-aquila-th-29BT,6,4500,9.437184,0.536,0.536,0.5,0.49
1p46G-gemma-aquila-th-29BT,6,500,1.048576,0.499,0.499,0.515,0.519
1p46G-gemma-aquila-th-29BT,6,5000,10.48576,0.527,0.527,0.501,0.507
1p46G-gemma-aquila-th-29BT,6,5500,11.534336,0.513,0.513,0.5,0.508
1p46G-gemma-aquila-th-29BT,6,6000,12.582912,0.533,0.533,0.502,0.516
1p46G-gemma-aquila-th-29BT,6,6500,13.631488,0.534,0.534,0.503,0.492
1p46G-gemma-aquila-th-29BT,6,7000,14.680064,0.532,0.532,0.501,0.489
1p46G-gemma-aquila-th-29BT,6,7500,15.72864,0.535,0.535,0.5,0.513
1p46G-gemma-aquila-th-29BT,6,8000,16.777216,0.539,0.539,0.505,0.508
1p46G-gemma-aquila-th-29BT,6,8500,17.825792,0.535,0.535,0.505,0.502
1p46G-gemma-aquila-th-29BT,6,9000,18.874368,0.543,0.543,0.501,0.51
1p46G-gemma-aquila-th-29BT,6,9500,19.922944,0.54,0.54,0.509,0.513
1p46G-gemma-helios-th-29BT,6,0,0.0,0.498,0.498,0.47200000000000003,0.48
1p46G-gemma-helios-th-29BT,6,1000,2.097152,0.502,0.502,0.502,0.499
1p46G-gemma-helios-th-29BT,6,10000,20.97152,0.554,0.554,0.506,0.55
1p46G-gemma-helios-th-29BT,6,10500,22.020096,0.544,0.544,0.508,0.542
1p46G-gemma-helios-th-29BT,6,11000,23.068672,0.561,0.561,0.505,0.538
1p46G-gemma-helios-th-29BT,6,11500,24.117248,0.56,0.56,0.507,0.551
1p46G-gemma-helios-th-29BT,6,12000,25.165824,0.577,0.577,0.51,0.553
1p46G-gemma-helios-th-29BT,6,12500,26.2144,0.5690000000000001,0.5690000000000001,0.511,0.548
1p46G-gemma-helios-th-29BT,6,13000,27.262976,0.5630000000000001,0.5630000000000001,0.504,0.542
1p46G-gemma-helios-th-29BT,6,13500,28.311552,0.561,0.561,0.503,0.541
1p46G-gemma-helios-th-29BT,6,14000,29.360128,0.5720000000000001,0.5720000000000001,0.509,0.545
1p46G-gemma-helios-th-29BT,6,1500,3.145728,0.504,0.504,0.502,0.508
1p46G-gemma-helios-th-29BT,6,2000,4.194304,0.509,0.509,0.502,0.518
1p46G-gemma-helios-th-29BT,6,2500,5.24288,0.516,0.516,0.503,0.505
1p46G-gemma-helios-th-29BT,6,3000,6.291456,0.557,0.557,0.504,0.51
1p46G-gemma-helios-th-29BT,6,3500,7.340032,0.543,0.543,0.503,0.503
1p46G-gemma-helios-th-29BT,6,4000,8.388608,0.532,0.532,0.501,0.487
1p46G-gemma-helios-th-29BT,6,4500,9.437184,0.509,0.509,0.508,0.504
1p46G-gemma-helios-th-29BT,6,500,1.048576,0.51,0.51,0.502,0.47500000000000003
1p46G-gemma-helios-th-29BT,6,5000,10.48576,0.544,0.544,0.504,0.489
1p46G-gemma-helios-th-29BT,6,5500,11.534336,0.519,0.519,0.502,0.539
1p46G-gemma-helios-th-29BT,6,6000,12.582912,0.544,0.544,0.506,0.519
1p46G-gemma-helios-th-29BT,6,6500,13.631488,0.523,0.523,0.503,0.547
1p46G-gemma-helios-th-29BT,6,7000,14.680064,0.525,0.525,0.502,0.551
1p46G-gemma-helios-th-29BT,6,7500,15.72864,0.541,0.541,0.502,0.541
1p46G-gemma-helios-th-29BT,6,8000,16.777216,0.533,0.533,0.503,0.548
1p46G-gemma-helios-th-29BT,6,8500,17.825792,0.533,0.533,0.502,0.5680000000000001
1p46G-gemma-helios-th-29BT,6,9000,18.874368,0.532,0.532,0.506,0.556
1p46G-gemma-helios-th-29BT,6,9500,19.922944,0.553,0.553,0.509,0.531
