runname,seed,steps,tokens,acc_norm_token,acc_norm,acc_norm_pmi,acc
1p46G-gemma-commoncrawl-te-29BT,8,1000,2.097152,0.21777777780000002,0.2288888889,0.2611111111,0.0
1p46G-gemma-commoncrawl-te-29BT,8,10000,20.97152,0.2577777778,0.2433333333,0.27222222220000003,0.0
1p46G-gemma-commoncrawl-te-29BT,8,10500,22.020096,0.2544444444,0.2411111111,0.2633333333,0.0
1p46G-gemma-commoncrawl-te-29BT,8,11000,23.068672,0.2588888889,0.2455555556,0.2677777778,0.0
1p46G-gemma-commoncrawl-te-29BT,8,11500,24.117248,0.2544444444,0.2455555556,0.2622222222,0.0
1p46G-gemma-commoncrawl-te-29BT,8,12000,25.165824,0.2544444444,0.24,0.2577777778,0.0
1p46G-gemma-commoncrawl-te-29BT,8,12500,26.2144,0.2511111111,0.24,0.26444444440000003,0.0
1p46G-gemma-commoncrawl-te-29BT,8,13000,27.262976,0.2511111111,0.25,0.2611111111,0.0
1p46G-gemma-commoncrawl-te-29BT,8,13500,28.311552,0.24888888890000002,0.2433333333,0.2544444444,0.0
1p46G-gemma-commoncrawl-te-29BT,8,14000,29.360128,0.2455555556,0.25,0.2577777778,0.0
1p46G-gemma-commoncrawl-te-29BT,8,1500,3.145728,0.2388888889,0.24,0.2755555556,0.0
1p46G-gemma-commoncrawl-te-29BT,8,2000,4.194304,0.2388888889,0.2422222222,0.2688888889,0.0
1p46G-gemma-commoncrawl-te-29BT,8,2500,5.24288,0.2511111111,0.2433333333,0.24888888890000002,0.0
1p46G-gemma-commoncrawl-te-29BT,8,3000,6.291456,0.24888888890000002,0.24444444440000002,0.2533333333,0.0
1p46G-gemma-commoncrawl-te-29BT,8,3500,7.340032,0.2433333333,0.25,0.26,0.0
1p46G-gemma-commoncrawl-te-29BT,8,4000,8.388608,0.25,0.2544444444,0.2533333333,0.0
1p46G-gemma-commoncrawl-te-29BT,8,4500,9.437184,0.2366666667,0.2344444444,0.26,0.0
1p46G-gemma-commoncrawl-te-29BT,8,500,1.048576,0.2088888889,0.2033333333,0.2533333333,0.0
1p46G-gemma-commoncrawl-te-29BT,8,5000,10.48576,0.2377777778,0.2377777778,0.2633333333,0.0
1p46G-gemma-commoncrawl-te-29BT,8,5500,11.534336,0.2377777778,0.2433333333,0.26,0.0
1p46G-gemma-commoncrawl-te-29BT,8,6000,12.582912,0.2344444444,0.24444444440000002,0.2544444444,0.0
1p46G-gemma-commoncrawl-te-29BT,8,6500,13.631488,0.23555555560000002,0.2388888889,0.2677777778,0.0
1p46G-gemma-commoncrawl-te-29BT,8,7000,14.680064,0.24444444440000002,0.2433333333,0.2688888889,0.0
1p46G-gemma-commoncrawl-te-29BT,8,7500,15.72864,0.2511111111,0.2422222222,0.2466666667,0.0
1p46G-gemma-commoncrawl-te-29BT,8,8000,16.777216,0.2555555556,0.2344444444,0.2533333333,0.0
1p46G-gemma-commoncrawl-te-29BT,8,8500,17.825792,0.2388888889,0.2522222222,0.2533333333,0.0
1p46G-gemma-commoncrawl-te-29BT,8,9000,18.874368,0.24444444440000002,0.2411111111,0.2588888889,0.0
1p46G-gemma-commoncrawl-te-29BT,8,9500,19.922944,0.2455555556,0.2377777778,0.2611111111,0.0
1p46G-gemma-commoncrawl-te-29BT,6,0,0.0,0.2533333333,0.2422222222,0.2588888889,0.0
1p46G-gemma-commoncrawl-te-29BT,6,1000,2.097152,0.2577777778,0.2366666667,0.27222222220000003,0.0
1p46G-gemma-commoncrawl-te-29BT,6,10000,20.97152,0.2622222222,0.2566666667,0.2666666667,0.0
1p46G-gemma-commoncrawl-te-29BT,6,10500,22.020096,0.2588888889,0.2611111111,0.27333333330000004,0.0
1p46G-gemma-commoncrawl-te-29BT,6,11000,23.068672,0.2566666667,0.2611111111,0.2633333333,0.0
1p46G-gemma-commoncrawl-te-29BT,6,11500,24.117248,0.2666666667,0.2611111111,0.26444444440000003,0.0
1p46G-gemma-commoncrawl-te-29BT,6,12000,25.165824,0.26444444440000003,0.2577777778,0.2655555556,0.0
1p46G-gemma-commoncrawl-te-29BT,6,12500,26.2144,0.2577777778,0.2633333333,0.27333333330000004,0.0
1p46G-gemma-commoncrawl-te-29BT,6,13000,27.262976,0.2611111111,0.2622222222,0.2677777778,0.0
1p46G-gemma-commoncrawl-te-29BT,6,13500,28.311552,0.27333333330000004,0.27,0.2588888889,0.0
1p46G-gemma-commoncrawl-te-29BT,6,14000,29.360128,0.27,0.2688888889,0.2711111111,0.0
1p46G-gemma-commoncrawl-te-29BT,6,1500,3.145728,0.2511111111,0.23555555560000002,0.2611111111,0.0
1p46G-gemma-commoncrawl-te-29BT,6,2000,4.194304,0.2544444444,0.2522222222,0.27,0.0
1p46G-gemma-commoncrawl-te-29BT,6,2500,5.24288,0.24,0.24777777780000002,0.2522222222,0.0
1p46G-gemma-commoncrawl-te-29BT,6,3000,6.291456,0.2566666667,0.2455555556,0.2744444444,0.0
1p46G-gemma-commoncrawl-te-29BT,6,3500,7.340032,0.24,0.2455555556,0.2666666667,0.0
1p46G-gemma-commoncrawl-te-29BT,6,4000,8.388608,0.25,0.2455555556,0.2555555556,0.0
1p46G-gemma-commoncrawl-te-29BT,6,4500,9.437184,0.2455555556,0.2422222222,0.2522222222,0.0
1p46G-gemma-commoncrawl-te-29BT,6,500,1.048576,0.2166666667,0.2088888889,0.25,0.0
1p46G-gemma-commoncrawl-te-29BT,6,5000,10.48576,0.2522222222,0.2433333333,0.2611111111,0.0
1p46G-gemma-commoncrawl-te-29BT,6,5500,11.534336,0.2433333333,0.2455555556,0.27,0.0
1p46G-gemma-commoncrawl-te-29BT,6,6000,12.582912,0.25,0.24444444440000002,0.26444444440000003,0.0
1p46G-gemma-commoncrawl-te-29BT,6,6500,13.631488,0.2566666667,0.2622222222,0.2588888889,0.0
1p46G-gemma-commoncrawl-te-29BT,6,7000,14.680064,0.2655555556,0.2622222222,0.2611111111,0.0
1p46G-gemma-commoncrawl-te-29BT,6,7500,15.72864,0.2555555556,0.2533333333,0.2611111111,0.0
1p46G-gemma-commoncrawl-te-29BT,6,8000,16.777216,0.2544444444,0.2522222222,0.2788888889,0.0
1p46G-gemma-commoncrawl-te-29BT,6,8500,17.825792,0.2633333333,0.2688888889,0.2844444444,0.0
1p46G-gemma-commoncrawl-te-29BT,6,9000,18.874368,0.2588888889,0.2555555556,0.2844444444,0.0
1p46G-gemma-commoncrawl-te-29BT,6,9500,19.922944,0.2633333333,0.2588888889,0.2777777778,0.0
