runname,seed,steps,tokens,acc_norm_token,acc_norm,acc_norm_pmi,acc
1p46G-gemma-aquila-fr-29BT,6,8000,16.777216,0.30000000000000004,0.3144444444,0.2844444444,0.0
1p46G-gemma-aquila-fr-29BT,6,8500,17.825792,0.30000000000000004,0.3188888889,0.2877777778,0.0
1p46G-gemma-aquila-fr-29BT,6,9000,18.874368,0.2944444444,0.3188888889,0.29,0.0
1p46G-gemma-aquila-fr-29BT,6,9500,19.922944,0.3044444444,0.3233333333,0.29,0.0
baseline-fr-,42,0,0.0,0.25,0.25,0.25,0.25
1p46G-gemma-commoncrawl-fr-29BT,4,0,0.0,0.2533333333,0.2344444444,0.2422222222,0.0
1p46G-gemma-commoncrawl-fr-29BT,4,1000,2.097152,0.2711111111,0.2955555556,0.2777777778,0.0
1p46G-gemma-commoncrawl-fr-29BT,4,10000,20.97152,0.3122222222,0.3233333333,0.2922222222,0.0
1p46G-gemma-commoncrawl-fr-29BT,4,10500,22.020096,0.3133333333,0.3222222222,0.2955555556,0.0
1p46G-gemma-commoncrawl-fr-29BT,4,11000,23.068672,0.3122222222,0.3277777778,0.2911111111,0.0
1p46G-gemma-commoncrawl-fr-29BT,4,11500,24.117248,0.3122222222,0.32444444440000003,0.2933333333,0.0
1p46G-gemma-commoncrawl-fr-29BT,4,12000,25.165824,0.3177777778,0.3277777778,0.2944444444,0.0
1p46G-gemma-commoncrawl-fr-29BT,4,12500,26.2144,0.3211111111,0.3255555556,0.2944444444,0.0
1p46G-gemma-commoncrawl-fr-29BT,4,13000,27.262976,0.3188888889,0.3188888889,0.3011111111,0.0
1p46G-gemma-commoncrawl-fr-29BT,4,13500,28.311552,0.3177777778,0.3277777778,0.2966666667,0.0
1p46G-gemma-commoncrawl-fr-29BT,4,14000,29.360128,0.3188888889,0.3222222222,0.2944444444,0.0
1p46G-gemma-commoncrawl-fr-29BT,4,1500,3.145728,0.28111111110000003,0.28,0.2788888889,0.0
1p46G-gemma-commoncrawl-fr-29BT,4,2000,4.194304,0.2944444444,0.3022222222,0.2744444444,0.0
1p46G-gemma-commoncrawl-fr-29BT,4,2500,5.24288,0.29777777780000003,0.29888888890000004,0.27222222220000003,0.0
1p46G-gemma-commoncrawl-fr-29BT,4,3000,6.291456,0.2955555556,0.3044444444,0.29,0.0
1p46G-gemma-commoncrawl-fr-29BT,4,3500,7.340032,0.2922222222,0.31555555560000004,0.28111111110000003,0.0
1p46G-gemma-commoncrawl-fr-29BT,4,4000,8.388608,0.3022222222,0.2966666667,0.2822222222,0.0
1p46G-gemma-commoncrawl-fr-29BT,4,4500,9.437184,0.29888888890000004,0.29888888890000004,0.2877777778,0.0
1p46G-gemma-commoncrawl-fr-29BT,4,500,1.048576,0.2322222222,0.2455555556,0.2622222222,0.0
1p46G-gemma-commoncrawl-fr-29BT,4,5000,10.48576,0.3022222222,0.3077777778,0.2855555556,0.0
1p46G-gemma-commoncrawl-fr-29BT,4,5500,11.534336,0.30000000000000004,0.3133333333,0.2855555556,0.0
1p46G-gemma-commoncrawl-fr-29BT,4,6000,12.582912,0.3022222222,0.3044444444,0.29,0.0
1p46G-gemma-commoncrawl-fr-29BT,4,6500,13.631488,0.3133333333,0.3177777778,0.3077777778,0.0
1p46G-gemma-commoncrawl-fr-29BT,4,7000,14.680064,0.31,0.32444444440000003,0.2966666667,0.0
1p46G-gemma-commoncrawl-fr-29BT,4,7500,15.72864,0.30666666670000003,0.3255555556,0.29888888890000004,0.0
1p46G-gemma-commoncrawl-fr-29BT,4,8000,16.777216,0.31,0.3211111111,0.2922222222,0.0
1p46G-gemma-commoncrawl-fr-29BT,4,8500,17.825792,0.3111111111,0.3177777778,0.3033333333,0.0
1p46G-gemma-commoncrawl-fr-29BT,4,9000,18.874368,0.3077777778,0.33,0.2966666667,0.0
1p46G-gemma-commoncrawl-fr-29BT,4,9500,19.922944,0.3077777778,0.32444444440000003,0.30000000000000004,0.0
1p46G-gemma-commoncrawl-fr-29BT,3,0,0.0,0.2333333333,0.24,0.24444444440000002,0.0
1p46G-gemma-commoncrawl-fr-29BT,3,1000,2.097152,0.2833333333,0.2777777778,0.2711111111,0.0
1p46G-gemma-commoncrawl-fr-29BT,3,10000,20.97152,0.2966666667,0.30555555560000003,0.2944444444,0.0
1p46G-gemma-commoncrawl-fr-29BT,3,10500,22.020096,0.2966666667,0.2966666667,0.2855555556,0.0
1p46G-gemma-commoncrawl-fr-29BT,3,11000,23.068672,0.2922222222,0.3033333333,0.3022222222,0.0
1p46G-gemma-commoncrawl-fr-29BT,3,11500,24.117248,0.29777777780000003,0.30666666670000003,0.29777777780000003,0.0
1p46G-gemma-commoncrawl-fr-29BT,3,12000,25.165824,0.28888888890000003,0.2966666667,0.2944444444,0.0
1p46G-gemma-commoncrawl-fr-29BT,3,12500,26.2144,0.3044444444,0.3077777778,0.3044444444,0.0
1p46G-gemma-commoncrawl-fr-29BT,3,13000,27.262976,0.2955555556,0.3077777778,0.3022222222,0.0
1p46G-gemma-commoncrawl-fr-29BT,3,13500,28.311552,0.3022222222,0.30666666670000003,0.3033333333,0.0
1p46G-gemma-commoncrawl-fr-29BT,3,14000,29.360128,0.3044444444,0.3033333333,0.29888888890000004,0.0
1p46G-gemma-commoncrawl-fr-29BT,3,1500,3.145728,0.27,0.2755555556,0.2788888889,0.0
1p46G-gemma-commoncrawl-fr-29BT,3,2000,4.194304,0.2688888889,0.2777777778,0.2666666667,0.0
1p46G-gemma-commoncrawl-fr-29BT,3,2500,5.24288,0.2766666667,0.2833333333,0.2744444444,0.0
1p46G-gemma-commoncrawl-fr-29BT,3,3000,6.291456,0.2777777778,0.2966666667,0.2766666667,0.0
1p46G-gemma-commoncrawl-fr-29BT,3,3500,7.340032,0.27333333330000004,0.2933333333,0.2911111111,0.0
1p46G-gemma-commoncrawl-fr-29BT,3,4000,8.388608,0.2788888889,0.2844444444,0.2744444444,0.0
1p46G-gemma-commoncrawl-fr-29BT,3,4500,9.437184,0.2822222222,0.3022222222,0.2833333333,0.0
1p46G-gemma-commoncrawl-fr-29BT,3,500,1.048576,0.24444444440000002,0.2466666667,0.2533333333,0.0
1p46G-gemma-commoncrawl-fr-29BT,3,5000,10.48576,0.2877777778,0.30555555560000003,0.2922222222,0.0
1p46G-gemma-commoncrawl-fr-29BT,3,5500,11.534336,0.2777777778,0.2955555556,0.2855555556,0.0
1p46G-gemma-commoncrawl-fr-29BT,3,6000,12.582912,0.2833333333,0.30000000000000004,0.2711111111,0.0
1p46G-gemma-commoncrawl-fr-29BT,3,6500,13.631488,0.2855555556,0.2933333333,0.28888888890000003,0.0
1p46G-gemma-commoncrawl-fr-29BT,3,7000,14.680064,0.29888888890000004,0.31,0.2833333333,0.0
1p46G-gemma-commoncrawl-fr-29BT,3,7500,15.72864,0.30000000000000004,0.30666666670000003,0.3011111111,0.0
1p46G-gemma-commoncrawl-fr-29BT,3,8000,16.777216,0.30000000000000004,0.3177777778,0.2955555556,0.0
1p46G-gemma-commoncrawl-fr-29BT,3,8500,17.825792,0.28888888890000003,0.3111111111,0.2933333333,0.0
1p46G-gemma-commoncrawl-fr-29BT,3,9000,18.874368,0.29888888890000004,0.2955555556,0.2933333333,0.0
1p46G-gemma-commoncrawl-fr-29BT,3,9500,19.922944,0.30000000000000004,0.30000000000000004,0.2944444444,0.0
1p46G-gemma-commoncrawl-fr-29BT,6,0,0.0,0.2522222222,0.2433333333,0.26,0.0
1p46G-gemma-commoncrawl-fr-29BT,6,1000,2.097152,0.2744444444,0.2744444444,0.2744444444,0.0
1p46G-gemma-commoncrawl-fr-29BT,6,10000,20.97152,0.30000000000000004,0.3166666667,0.2877777778,0.0
1p46G-gemma-commoncrawl-fr-29BT,6,10500,22.020096,0.2922222222,0.3044444444,0.2822222222,0.0
1p46G-gemma-commoncrawl-fr-29BT,6,11000,23.068672,0.3011111111,0.32,0.2933333333,0.0
1p46G-gemma-commoncrawl-fr-29BT,6,11500,24.117248,0.2944444444,0.3122222222,0.2766666667,0.0
1p46G-gemma-commoncrawl-fr-29BT,6,12000,25.165824,0.29777777780000003,0.3111111111,0.27333333330000004,0.0
1p46G-gemma-commoncrawl-fr-29BT,6,12500,26.2144,0.3044444444,0.3111111111,0.2866666667,0.0
1p46G-gemma-commoncrawl-fr-29BT,6,13000,27.262976,0.3011111111,0.3166666667,0.2788888889,0.0
1p46G-gemma-commoncrawl-fr-29BT,6,13500,28.311552,0.3033333333,0.32,0.2788888889,0.0
1p46G-gemma-commoncrawl-fr-29BT,6,14000,29.360128,0.30000000000000004,0.3188888889,0.28111111110000003,0.0
1p46G-gemma-commoncrawl-fr-29BT,6,1500,3.145728,0.2822222222,0.2855555556,0.28,0.0
1p46G-gemma-commoncrawl-fr-29BT,6,2000,4.194304,0.2866666667,0.2788888889,0.2711111111,0.0
1p46G-gemma-commoncrawl-fr-29BT,6,2500,5.24288,0.2788888889,0.28,0.2766666667,0.0
1p46G-gemma-commoncrawl-fr-29BT,6,3000,6.291456,0.28111111110000003,0.28888888890000003,0.27,0.0
1p46G-gemma-commoncrawl-fr-29BT,6,3500,7.340032,0.2944444444,0.2966666667,0.2955555556,0.0
1p46G-gemma-commoncrawl-fr-29BT,6,4000,8.388608,0.2855555556,0.2922222222,0.28,0.0
1p46G-gemma-commoncrawl-fr-29BT,6,4500,9.437184,0.2944444444,0.2944444444,0.27,0.0
1p46G-gemma-commoncrawl-fr-29BT,6,500,1.048576,0.2655555556,0.2588888889,0.24888888890000002,0.0
1p46G-gemma-commoncrawl-fr-29BT,6,5000,10.48576,0.2844444444,0.29,0.2777777778,0.0
1p46G-gemma-commoncrawl-fr-29BT,6,5500,11.534336,0.2911111111,0.30555555560000003,0.28111111110000003,0.0
1p46G-gemma-commoncrawl-fr-29BT,6,6000,12.582912,0.2844444444,0.3033333333,0.2855555556,0.0
1p46G-gemma-commoncrawl-fr-29BT,6,6500,13.631488,0.2822222222,0.31,0.2688888889,0.0
1p46G-gemma-commoncrawl-fr-29BT,6,7000,14.680064,0.28888888890000003,0.3088888889,0.2955555556,0.0
1p46G-gemma-commoncrawl-fr-29BT,6,7500,15.72864,0.2955555556,0.30666666670000003,0.2866666667,0.0
1p46G-gemma-commoncrawl-fr-29BT,6,8000,16.777216,0.30555555560000003,0.3122222222,0.2855555556,0.0
1p46G-gemma-commoncrawl-fr-29BT,6,8500,17.825792,0.30666666670000003,0.3133333333,0.2833333333,0.0
1p46G-gemma-commoncrawl-fr-29BT,6,9000,18.874368,0.2966666667,0.3088888889,0.2911111111,0.0
1p46G-gemma-commoncrawl-fr-29BT,6,9500,19.922944,0.2877777778,0.31,0.2844444444,0.0
1p46G-gemma-commoncrawl-fr-29BT,5,0,0.0,0.23555555560000002,0.2366666667,0.25,0.0
1p46G-gemma-commoncrawl-fr-29BT,5,1000,2.097152,0.28,0.2677777778,0.27222222220000003,0.0
1p46G-gemma-commoncrawl-fr-29BT,5,10000,20.97152,0.3177777778,0.3122222222,0.2955555556,0.0
1p46G-gemma-commoncrawl-fr-29BT,5,10500,22.020096,0.30666666670000003,0.3044444444,0.3111111111,0.0
1p46G-gemma-commoncrawl-fr-29BT,5,11000,23.068672,0.3088888889,0.3188888889,0.3077777778,0.0
1p46G-gemma-commoncrawl-fr-29BT,5,11500,24.117248,0.3177777778,0.30555555560000003,0.3177777778,0.0
1p46G-gemma-commoncrawl-fr-29BT,5,12000,25.165824,0.3233333333,0.3144444444,0.3111111111,0.0
1p46G-gemma-commoncrawl-fr-29BT,5,12500,26.2144,0.3177777778,0.3166666667,0.3122222222,0.0
1p46G-gemma-commoncrawl-fr-29BT,5,13000,27.262976,0.3133333333,0.3077777778,0.30666666670000003,0.0
1p46G-gemma-commoncrawl-fr-29BT,5,13500,28.311552,0.3144444444,0.31555555560000004,0.3188888889,0.0
1p46G-gemma-commoncrawl-fr-29BT,5,14000,29.360128,0.3211111111,0.3222222222,0.3088888889,0.0
1p46G-gemma-commoncrawl-fr-29BT,5,1500,3.145728,0.2677777778,0.28,0.2688888889,0.0
1p46G-gemma-commoncrawl-fr-29BT,5,2000,4.194304,0.2766666667,0.2777777778,0.2777777778,0.0
1p46G-gemma-commoncrawl-fr-29BT,5,2500,5.24288,0.2777777778,0.27222222220000003,0.2755555556,0.0
1p46G-gemma-commoncrawl-fr-29BT,5,3000,6.291456,0.2844444444,0.2855555556,0.2855555556,0.0
1p46G-gemma-commoncrawl-fr-29BT,5,3500,7.340032,0.2766666667,0.2766666667,0.2788888889,0.0
1p46G-gemma-commoncrawl-fr-29BT,5,4000,8.388608,0.2855555556,0.2822222222,0.2966666667,0.0
1p46G-gemma-commoncrawl-fr-29BT,5,4500,9.437184,0.2855555556,0.28111111110000003,0.29777777780000003,0.0
1p46G-gemma-commoncrawl-fr-29BT,5,500,1.048576,0.2433333333,0.2544444444,0.2633333333,0.0
1p46G-gemma-commoncrawl-fr-29BT,5,5000,10.48576,0.30666666670000003,0.2955555556,0.2911111111,0.0
1p46G-gemma-commoncrawl-fr-29BT,5,5500,11.534336,0.28111111110000003,0.29,0.3111111111,0.0
1p46G-gemma-commoncrawl-fr-29BT,5,6000,12.582912,0.30000000000000004,0.3033333333,0.28888888890000003,0.0
1p46G-gemma-commoncrawl-fr-29BT,5,6500,13.631488,0.2955555556,0.30666666670000003,0.28888888890000003,0.0
1p46G-gemma-commoncrawl-fr-29BT,5,7000,14.680064,0.2911111111,0.3022222222,0.3033333333,0.0
1p46G-gemma-commoncrawl-fr-29BT,5,7500,15.72864,0.3022222222,0.31555555560000004,0.3033333333,0.0
1p46G-gemma-commoncrawl-fr-29BT,5,8000,16.777216,0.31,0.2955555556,0.30000000000000004,0.0
1p46G-gemma-commoncrawl-fr-29BT,5,8500,17.825792,0.3088888889,0.3011111111,0.3088888889,0.0
1p46G-gemma-commoncrawl-fr-29BT,5,9000,18.874368,0.3088888889,0.2966666667,0.2966666667,0.0
1p46G-gemma-commoncrawl-fr-29BT,5,9500,19.922944,0.30666666670000003,0.3177777778,0.3022222222,0.0
1p46G-gemma-lynx-fr-29BT,6,0,0.0,0.2522222222,0.2433333333,0.2588888889,0.0
1p46G-gemma-lynx-fr-29BT,6,1000,2.097152,0.26,0.2633333333,0.2566666667,0.0
1p46G-gemma-lynx-fr-29BT,6,10000,20.97152,0.29,0.3011111111,0.2911111111,0.0
1p46G-gemma-lynx-fr-29BT,6,10500,22.020096,0.2855555556,0.3033333333,0.28888888890000003,0.0
1p46G-gemma-lynx-fr-29BT,6,11000,23.068672,0.2922222222,0.2922222222,0.29777777780000003,0.0
1p46G-gemma-lynx-fr-29BT,6,11500,24.117248,0.2955555556,0.3011111111,0.2911111111,0.0
1p46G-gemma-lynx-fr-29BT,6,12000,25.165824,0.2966666667,0.30000000000000004,0.2855555556,0.0
1p46G-gemma-lynx-fr-29BT,6,12500,26.2144,0.30555555560000003,0.3022222222,0.3011111111,0.0
1p46G-gemma-lynx-fr-29BT,6,13000,27.262976,0.29777777780000003,0.3077777778,0.29777777780000003,0.0
1p46G-gemma-lynx-fr-29BT,6,13500,28.311552,0.3111111111,0.3088888889,0.2944444444,0.0
1p46G-gemma-lynx-fr-29BT,6,14000,29.360128,0.3033333333,0.3077777778,0.2922222222,0.0
1p46G-gemma-lynx-fr-29BT,6,1500,3.145728,0.2655555556,0.2611111111,0.27222222220000003,0.0
1p46G-gemma-lynx-fr-29BT,6,2000,4.194304,0.2877777778,0.2788888889,0.2866666667,0.0
1p46G-gemma-lynx-fr-29BT,6,2500,5.24288,0.2822222222,0.2755555556,0.2677777778,0.0
1p46G-gemma-lynx-fr-29BT,6,3000,6.291456,0.2788888889,0.2777777778,0.2744444444,0.0
1p46G-gemma-lynx-fr-29BT,6,3500,7.340032,0.27222222220000003,0.27222222220000003,0.2633333333,0.0
1p46G-gemma-lynx-fr-29BT,6,4000,8.388608,0.2711111111,0.2822222222,0.2766666667,0.0
1p46G-gemma-lynx-fr-29BT,6,4500,9.437184,0.27222222220000003,0.2866666667,0.2766666667,0.0
1p46G-gemma-lynx-fr-29BT,6,500,1.048576,0.2555555556,0.2411111111,0.2666666667,0.0
1p46G-gemma-lynx-fr-29BT,6,5000,10.48576,0.28,0.2922222222,0.2777777778,0.0
1p46G-gemma-lynx-fr-29BT,6,5500,11.534336,0.28,0.2966666667,0.2944444444,0.0
1p46G-gemma-lynx-fr-29BT,6,6000,12.582912,0.28888888890000003,0.3077777778,0.2877777778,0.0
1p46G-gemma-lynx-fr-29BT,6,6500,13.631488,0.2855555556,0.3011111111,0.2933333333,0.0
1p46G-gemma-lynx-fr-29BT,6,7000,14.680064,0.2911111111,0.2877777778,0.2822222222,0.0
1p46G-gemma-lynx-fr-29BT,6,7500,15.72864,0.2911111111,0.30000000000000004,0.29,0.0
1p46G-gemma-lynx-fr-29BT,6,8000,16.777216,0.2833333333,0.2933333333,0.2833333333,0.0
1p46G-gemma-lynx-fr-29BT,6,8500,17.825792,0.2822222222,0.2955555556,0.29,0.0
1p46G-gemma-lynx-fr-29BT,6,9000,18.874368,0.2911111111,0.29888888890000004,0.2933333333,0.0
1p46G-gemma-lynx-fr-29BT,6,9500,19.922944,0.29,0.3033333333,0.2955555556,0.0
1p46G-gemma-helios-fr-29BT,6,0,0.0,0.2533333333,0.2433333333,0.26,0.0
1p46G-gemma-helios-fr-29BT,6,1000,2.097152,0.2844444444,0.2766666667,0.2766666667,0.0
1p46G-gemma-helios-fr-29BT,6,10000,20.97152,0.30666666670000003,0.3088888889,0.2922222222,0.0
1p46G-gemma-helios-fr-29BT,6,10500,22.020096,0.3077777778,0.30555555560000003,0.28111111110000003,0.0
1p46G-gemma-helios-fr-29BT,6,11000,23.068672,0.30666666670000003,0.29777777780000003,0.29,0.0
1p46G-gemma-helios-fr-29BT,6,11500,24.117248,0.3111111111,0.3211111111,0.2933333333,0.0
1p46G-gemma-helios-fr-29BT,6,12000,25.165824,0.3111111111,0.3133333333,0.29888888890000004,0.0
1p46G-gemma-helios-fr-29BT,6,12500,26.2144,0.30666666670000003,0.30666666670000003,0.27333333330000004,0.0
1p46G-gemma-helios-fr-29BT,6,13000,27.262976,0.3011111111,0.3077777778,0.2822222222,0.0
1p46G-gemma-helios-fr-29BT,6,13500,28.311552,0.3022222222,0.3133333333,0.2866666667,0.0
1p46G-gemma-helios-fr-29BT,6,14000,29.360128,0.30555555560000003,0.3177777778,0.2866666667,0.0
1p46G-gemma-helios-fr-29BT,6,1500,3.145728,0.29,0.2922222222,0.2755555556,0.0
1p46G-gemma-helios-fr-29BT,6,2000,4.194304,0.2844444444,0.30555555560000003,0.2844444444,0.0
1p46G-gemma-helios-fr-29BT,6,2500,5.24288,0.2877777778,0.3033333333,0.27,0.0
1p46G-gemma-helios-fr-29BT,6,3000,6.291456,0.29,0.3033333333,0.2944444444,0.0
1p46G-gemma-helios-fr-29BT,6,3500,7.340032,0.2933333333,0.3033333333,0.2955555556,0.0
1p46G-gemma-helios-fr-29BT,6,4000,8.388608,0.2866666667,0.2944444444,0.29777777780000003,0.0
1p46G-gemma-helios-fr-29BT,6,4500,9.437184,0.28888888890000003,0.30000000000000004,0.29,0.0
1p46G-gemma-helios-fr-29BT,6,500,1.048576,0.2377777778,0.23111111110000002,0.24888888890000002,0.0
1p46G-gemma-helios-fr-29BT,6,5000,10.48576,0.2944444444,0.2966666667,0.29,0.0
1p46G-gemma-helios-fr-29BT,6,5500,11.534336,0.2922222222,0.29888888890000004,0.30000000000000004,0.0
1p46G-gemma-helios-fr-29BT,6,6000,12.582912,0.29888888890000004,0.31555555560000004,0.3011111111,0.0
1p46G-gemma-helios-fr-29BT,6,6500,13.631488,0.2911111111,0.3011111111,0.3011111111,0.0
1p46G-gemma-helios-fr-29BT,6,7000,14.680064,0.2855555556,0.3255555556,0.2944444444,0.0
1p46G-gemma-helios-fr-29BT,6,7500,15.72864,0.2955555556,0.3044444444,0.2911111111,0.0
1p46G-gemma-helios-fr-29BT,6,8000,16.777216,0.2922222222,0.3033333333,0.27,0.0
1p46G-gemma-helios-fr-29BT,6,8500,17.825792,0.30666666670000003,0.3111111111,0.2877777778,0.0
1p46G-gemma-helios-fr-29BT,6,9000,18.874368,0.2944444444,0.3088888889,0.2922222222,0.0
1p46G-gemma-helios-fr-29BT,6,9500,19.922944,0.3022222222,0.3077777778,0.2777777778,0.0
