runname,seed,steps,tokens,acc,acc_norm,acc_norm_token,acc_norm_pmi,prefix_match
1p46G-gemma-commoncrawl-fr-29BT,4,6500,13.631488,0.4606741573,0.4606741573,0.4606741573,0.5112359551,0.41011235960000003
1p46G-gemma-commoncrawl-fr-29BT,4,7000,14.680064,0.4550561798,0.4550561798,0.4550561798,0.5112359551,0.393258427
1p46G-gemma-commoncrawl-fr-29BT,4,7500,15.72864,0.4943820225,0.4943820225,0.4943820225,0.4887640449,0.40449438200000004
1p46G-gemma-commoncrawl-fr-29BT,4,8000,16.777216,0.46629213480000004,0.46629213480000004,0.46629213480000004,0.5,0.4494382022
1p46G-gemma-commoncrawl-fr-29BT,4,8500,17.825792,0.4887640449,0.4887640449,0.4887640449,0.4943820225,0.4382022472
1p46G-gemma-commoncrawl-fr-29BT,4,9000,18.874368,0.4831460674,0.4831460674,0.4831460674,0.4887640449,0.3146067416
1p46G-gemma-commoncrawl-fr-29BT,4,9500,19.922944,0.46629213480000004,0.46629213480000004,0.46629213480000004,0.4606741573,0.393258427
1p46G-gemma-commoncrawl-fr-29BT,3,0,0.0,0.4213483146,0.4213483146,0.4213483146,0.5,0.0
1p46G-gemma-commoncrawl-fr-29BT,3,1000,2.097152,0.5,0.5,0.5,0.4325842697,0.0
1p46G-gemma-commoncrawl-fr-29BT,3,10000,20.97152,0.5337078652,0.5337078652,0.5337078652,0.5,0.3820224719
1p46G-gemma-commoncrawl-fr-29BT,3,10500,22.020096,0.5112359551,0.5112359551,0.5112359551,0.5112359551,0.4606741573
1p46G-gemma-commoncrawl-fr-29BT,3,11000,23.068672,0.5112359551,0.5112359551,0.5112359551,0.5112359551,0.3988764045
1p46G-gemma-commoncrawl-fr-29BT,3,11500,24.117248,0.5,0.5,0.5,0.5337078652,0.4157303371
1p46G-gemma-commoncrawl-fr-29BT,3,12000,25.165824,0.5056179775,0.5056179775,0.5056179775,0.5168539326,0.4157303371
1p46G-gemma-commoncrawl-fr-29BT,3,12500,26.2144,0.5056179775,0.5056179775,0.5056179775,0.5056179775,0.4157303371
1p46G-gemma-commoncrawl-fr-29BT,3,13000,27.262976,0.5056179775,0.5056179775,0.5056179775,0.5168539326,0.4213483146
1p46G-gemma-commoncrawl-fr-29BT,3,13500,28.311552,0.5056179775,0.5056179775,0.5056179775,0.5337078652,0.4382022472
1p46G-gemma-commoncrawl-fr-29BT,3,14000,29.360128,0.5056179775,0.5056179775,0.5056179775,0.5056179775,0.393258427
1p46G-gemma-commoncrawl-fr-29BT,3,1500,3.145728,0.5,0.5,0.5,0.5,0.3202247191
1p46G-gemma-commoncrawl-fr-29BT,3,2000,4.194304,0.4943820225,0.4943820225,0.4943820225,0.4494382022,0.3370786517
1p46G-gemma-commoncrawl-fr-29BT,3,2500,5.24288,0.4887640449,0.4887640449,0.4887640449,0.5056179775,0.2359550562
1p46G-gemma-commoncrawl-fr-29BT,3,3000,6.291456,0.4775280899,0.4775280899,0.4775280899,0.5,0.2808988764
1p46G-gemma-commoncrawl-fr-29BT,3,3500,7.340032,0.4606741573,0.4606741573,0.4606741573,0.5,0.2303370787
1p46G-gemma-commoncrawl-fr-29BT,3,4000,8.388608,0.46629213480000004,0.46629213480000004,0.46629213480000004,0.4887640449,0.4325842697
1p46G-gemma-commoncrawl-fr-29BT,3,4500,9.437184,0.4606741573,0.4606741573,0.4606741573,0.4943820225,0.3988764045
1p46G-gemma-commoncrawl-fr-29BT,3,500,1.048576,0.42696629210000003,0.42696629210000003,0.42696629210000003,0.44382022470000004,0.0
1p46G-gemma-commoncrawl-fr-29BT,3,5000,10.48576,0.5168539326,0.5168539326,0.5168539326,0.5280898876,0.2528089888
1p46G-gemma-commoncrawl-fr-29BT,3,5500,11.534336,0.4943820225,0.4943820225,0.4943820225,0.5112359551,0.4325842697
1p46G-gemma-commoncrawl-fr-29BT,3,6000,12.582912,0.5393258427000001,0.5393258427000001,0.5393258427000001,0.5505617978,0.3595505618
1p46G-gemma-commoncrawl-fr-29BT,3,6500,13.631488,0.5112359551,0.5112359551,0.5112359551,0.4831460674,0.36516853930000004
1p46G-gemma-commoncrawl-fr-29BT,3,7000,14.680064,0.4775280899,0.4775280899,0.4775280899,0.5056179775,0.40449438200000004
1p46G-gemma-commoncrawl-fr-29BT,3,7500,15.72864,0.5056179775,0.5056179775,0.5056179775,0.5056179775,0.34831460670000003
1p46G-gemma-commoncrawl-fr-29BT,3,8000,16.777216,0.5337078652,0.5337078652,0.5337078652,0.5112359551,0.297752809
1p46G-gemma-commoncrawl-fr-29BT,3,8500,17.825792,0.5112359551,0.5112359551,0.5112359551,0.5056179775,0.2528089888
1p46G-gemma-commoncrawl-fr-29BT,3,9000,18.874368,0.5056179775,0.5056179775,0.5056179775,0.5,0.4325842697
1p46G-gemma-commoncrawl-fr-29BT,3,9500,19.922944,0.5224719101,0.5224719101,0.5224719101,0.5112359551,0.4325842697
1p46G-gemma-commoncrawl-fr-29BT,6,0,0.0,0.4943820225,0.4943820225,0.4943820225,0.5056179775,0.0
1p46G-gemma-commoncrawl-fr-29BT,6,1000,2.097152,0.5,0.5,0.5,0.5,0.0
1p46G-gemma-commoncrawl-fr-29BT,6,10000,20.97152,0.4550561798,0.4550561798,0.4550561798,0.4719101124,0.1235955056
1p46G-gemma-commoncrawl-fr-29BT,6,10500,22.020096,0.4550561798,0.4550561798,0.4550561798,0.5,0.1685393258
1p46G-gemma-commoncrawl-fr-29BT,6,11000,23.068672,0.4606741573,0.4606741573,0.4606741573,0.4494382022,0.1685393258
1p46G-gemma-commoncrawl-fr-29BT,6,11500,24.117248,0.46629213480000004,0.46629213480000004,0.46629213480000004,0.4887640449,0.16292134830000002
1p46G-gemma-commoncrawl-fr-29BT,6,12000,25.165824,0.4606741573,0.4606741573,0.4606741573,0.5280898876,0.1460674157
1p46G-gemma-commoncrawl-fr-29BT,6,12500,26.2144,0.4606741573,0.4606741573,0.4606741573,0.5112359551,0.1685393258
1p46G-gemma-commoncrawl-fr-29BT,6,13000,27.262976,0.44382022470000004,0.44382022470000004,0.44382022470000004,0.4943820225,0.1516853933
1p46G-gemma-commoncrawl-fr-29BT,6,13500,28.311552,0.46629213480000004,0.46629213480000004,0.46629213480000004,0.5337078652,0.1292134831
1p46G-gemma-commoncrawl-fr-29BT,6,14000,29.360128,0.5,0.5,0.5,0.5,0.17415730340000002
1p46G-gemma-commoncrawl-fr-29BT,6,1500,3.145728,0.5112359551,0.5112359551,0.5112359551,0.5112359551,0.0168539326
1p46G-gemma-commoncrawl-fr-29BT,6,2000,4.194304,0.46629213480000004,0.46629213480000004,0.46629213480000004,0.5,0.07303370790000001
1p46G-gemma-commoncrawl-fr-29BT,6,2500,5.24288,0.46629213480000004,0.46629213480000004,0.46629213480000004,0.4943820225,0.2303370787
1p46G-gemma-commoncrawl-fr-29BT,6,3000,6.291456,0.46629213480000004,0.46629213480000004,0.46629213480000004,0.4775280899,0.1966292135
1p46G-gemma-commoncrawl-fr-29BT,6,3500,7.340032,0.4887640449,0.4887640449,0.4887640449,0.46629213480000004,0.106741573
1p46G-gemma-commoncrawl-fr-29BT,6,4000,8.388608,0.4887640449,0.4887640449,0.4887640449,0.4213483146,0.2808988764
1p46G-gemma-commoncrawl-fr-29BT,6,4500,9.437184,0.4943820225,0.4943820225,0.4943820225,0.4943820225,0.297752809
1p46G-gemma-commoncrawl-fr-29BT,6,500,1.048576,0.4943820225,0.4943820225,0.4943820225,0.44382022470000004,0.0
1p46G-gemma-commoncrawl-fr-29BT,6,5000,10.48576,0.4606741573,0.4606741573,0.4606741573,0.42696629210000003,0.2359550562
1p46G-gemma-commoncrawl-fr-29BT,6,5500,11.534336,0.4494382022,0.4494382022,0.4494382022,0.4719101124,0.2528089888
1p46G-gemma-commoncrawl-fr-29BT,6,6000,12.582912,0.4550561798,0.4550561798,0.4550561798,0.4550561798,0.2247191011
1p46G-gemma-commoncrawl-fr-29BT,6,6500,13.631488,0.4382022472,0.4382022472,0.4382022472,0.44382022470000004,0.191011236
1p46G-gemma-commoncrawl-fr-29BT,6,7000,14.680064,0.46629213480000004,0.46629213480000004,0.46629213480000004,0.4550561798,0.11235955060000001
1p46G-gemma-commoncrawl-fr-29BT,6,7500,15.72864,0.4606741573,0.4606741573,0.4606741573,0.4606741573,0.191011236
1p46G-gemma-commoncrawl-fr-29BT,6,8000,16.777216,0.4494382022,0.4494382022,0.4494382022,0.5224719101,0.1404494382
1p46G-gemma-commoncrawl-fr-29BT,6,8500,17.825792,0.4550561798,0.4550561798,0.4550561798,0.4943820225,0.1460674157
1p46G-gemma-commoncrawl-fr-29BT,6,9000,18.874368,0.4382022472,0.4382022472,0.4382022472,0.5,0.2078651685
1p46G-gemma-commoncrawl-fr-29BT,6,9500,19.922944,0.4213483146,0.4213483146,0.4213483146,0.4887640449,0.1460674157
1p46G-gemma-commoncrawl-fr-29BT,5,0,0.0,0.5449438202,0.5449438202,0.5449438202,0.4887640449,0.0
1p46G-gemma-commoncrawl-fr-29BT,5,1000,2.097152,0.5,0.5,0.5,0.5449438202,0.0
1p46G-gemma-commoncrawl-fr-29BT,5,10000,20.97152,0.4831460674,0.4831460674,0.4831460674,0.4943820225,0.297752809
1p46G-gemma-commoncrawl-fr-29BT,5,10500,22.020096,0.4887640449,0.4887640449,0.4887640449,0.4719101124,0.191011236
1p46G-gemma-commoncrawl-fr-29BT,5,11000,23.068672,0.4775280899,0.4775280899,0.4775280899,0.4606741573,0.1573033708
1p46G-gemma-commoncrawl-fr-29BT,5,11500,24.117248,0.4831460674,0.4831460674,0.4831460674,0.4831460674,0.3426966292
1p46G-gemma-commoncrawl-fr-29BT,5,12000,25.165824,0.4943820225,0.4943820225,0.4943820225,0.4943820225,0.2528089888
1p46G-gemma-commoncrawl-fr-29BT,5,12500,26.2144,0.4887640449,0.4887640449,0.4887640449,0.4494382022,0.2584269663
1p46G-gemma-commoncrawl-fr-29BT,5,13000,27.262976,0.4606741573,0.4606741573,0.4606741573,0.4382022472,0.16292134830000002
1p46G-gemma-commoncrawl-fr-29BT,5,13500,28.311552,0.4382022472,0.4382022472,0.4382022472,0.4943820225,0.2078651685
1p46G-gemma-commoncrawl-fr-29BT,5,14000,29.360128,0.4382022472,0.4382022472,0.4382022472,0.4719101124,0.1853932584
1p46G-gemma-commoncrawl-fr-29BT,5,1500,3.145728,0.5337078652,0.5337078652,0.5337078652,0.5,0.0112359551
1p46G-gemma-commoncrawl-fr-29BT,5,2000,4.194304,0.4943820225,0.4943820225,0.4943820225,0.5,0.07303370790000001
1p46G-gemma-commoncrawl-fr-29BT,5,2500,5.24288,0.5112359551,0.5112359551,0.5112359551,0.5056179775,0.13483146070000002
1p46G-gemma-commoncrawl-fr-29BT,5,3000,6.291456,0.5,0.5,0.5,0.4887640449,0.2921348315
1p46G-gemma-commoncrawl-fr-29BT,5,3500,7.340032,0.4550561798,0.4550561798,0.4550561798,0.5,0.106741573
1p46G-gemma-commoncrawl-fr-29BT,5,4000,8.388608,0.5337078652,0.5337078652,0.5337078652,0.5,0.191011236
1p46G-gemma-commoncrawl-fr-29BT,5,4500,9.437184,0.4719101124,0.4719101124,0.4719101124,0.5056179775,0.2640449438
1p46G-gemma-commoncrawl-fr-29BT,5,500,1.048576,0.5056179775,0.5056179775,0.5056179775,0.5112359551,0.0
1p46G-gemma-commoncrawl-fr-29BT,5,5000,10.48576,0.46629213480000004,0.46629213480000004,0.46629213480000004,0.4494382022,0.3539325843
1p46G-gemma-commoncrawl-fr-29BT,5,5500,11.534336,0.4550561798,0.4550561798,0.4550561798,0.4887640449,0.2471910112
1p46G-gemma-commoncrawl-fr-29BT,5,6000,12.582912,0.4831460674,0.4831460674,0.4831460674,0.4943820225,0.308988764
1p46G-gemma-commoncrawl-fr-29BT,5,6500,13.631488,0.44382022470000004,0.44382022470000004,0.44382022470000004,0.4943820225,0.1685393258
1p46G-gemma-commoncrawl-fr-29BT,5,7000,14.680064,0.4382022472,0.4382022472,0.4382022472,0.4382022472,0.13483146070000002
1p46G-gemma-commoncrawl-fr-29BT,5,7500,15.72864,0.4775280899,0.4775280899,0.4775280899,0.4775280899,0.2696629213
1p46G-gemma-commoncrawl-fr-29BT,5,8000,16.777216,0.44382022470000004,0.44382022470000004,0.44382022470000004,0.4887640449,0.2528089888
1p46G-gemma-commoncrawl-fr-29BT,5,8500,17.825792,0.4831460674,0.4831460674,0.4831460674,0.5,0.2303370787
1p46G-gemma-commoncrawl-fr-29BT,5,9000,18.874368,0.4719101124,0.4719101124,0.4719101124,0.44382022470000004,0.1797752809
1p46G-gemma-commoncrawl-fr-29BT,5,9500,19.922944,0.4775280899,0.4775280899,0.4775280899,0.4775280899,0.32584269660000004
1p46G-gemma-lynx-fr-29BT,6,0,0.0,0.4943820225,0.4943820225,0.4943820225,0.5,0.0
1p46G-gemma-lynx-fr-29BT,6,1000,2.097152,0.5,0.5,0.5,0.5,0.0
1p46G-gemma-lynx-fr-29BT,6,10000,20.97152,0.4887640449,0.4887640449,0.4887640449,0.4943820225,0.28651685390000003
1p46G-gemma-lynx-fr-29BT,6,10500,22.020096,0.4775280899,0.4775280899,0.4775280899,0.4719101124,0.1966292135
1p46G-gemma-lynx-fr-29BT,6,11000,23.068672,0.4943820225,0.4943820225,0.4943820225,0.5112359551,0.1853932584
1p46G-gemma-lynx-fr-29BT,6,11500,24.117248,0.5337078652,0.5337078652,0.5337078652,0.5224719101,0.20224719100000002
1p46G-gemma-lynx-fr-29BT,6,12000,25.165824,0.4887640449,0.4887640449,0.4887640449,0.4831460674,0.2303370787
1p46G-gemma-lynx-fr-29BT,6,12500,26.2144,0.4719101124,0.4719101124,0.4719101124,0.46629213480000004,0.2191011236
1p46G-gemma-lynx-fr-29BT,6,13000,27.262976,0.5056179775,0.5056179775,0.5056179775,0.4887640449,0.191011236
1p46G-gemma-lynx-fr-29BT,6,13500,28.311552,0.4943820225,0.4943820225,0.4943820225,0.4887640449,0.2191011236
1p46G-gemma-lynx-fr-29BT,6,14000,29.360128,0.4719101124,0.4719101124,0.4719101124,0.4887640449,0.1460674157
1p46G-gemma-lynx-fr-29BT,6,1500,3.145728,0.4606741573,0.4606741573,0.4606741573,0.42696629210000003,0.0
1p46G-gemma-lynx-fr-29BT,6,2000,4.194304,0.5112359551,0.5112359551,0.5112359551,0.5,0.1853932584
1p46G-gemma-lynx-fr-29BT,6,2500,5.24288,0.4887640449,0.4887640449,0.4887640449,0.4775280899,0.0674157303
1p46G-gemma-lynx-fr-29BT,6,3000,6.291456,0.5056179775,0.5056179775,0.5056179775,0.5168539326,0.17415730340000002
1p46G-gemma-lynx-fr-29BT,6,3500,7.340032,0.4606741573,0.4606741573,0.4606741573,0.5224719101,0.1179775281
1p46G-gemma-lynx-fr-29BT,6,4000,8.388608,0.4943820225,0.4943820225,0.4943820225,0.5,0.3539325843
1p46G-gemma-lynx-fr-29BT,6,4500,9.437184,0.5168539326,0.5168539326,0.5168539326,0.46629213480000004,0.17415730340000002
1p46G-gemma-lynx-fr-29BT,6,500,1.048576,0.5056179775,0.5056179775,0.5056179775,0.5168539326,0.0
1p46G-gemma-lynx-fr-29BT,6,5000,10.48576,0.4550561798,0.4550561798,0.4550561798,0.5112359551,0.1797752809
1p46G-gemma-lynx-fr-29BT,6,5500,11.534336,0.4719101124,0.4719101124,0.4719101124,0.5280898876,0.2415730337
1p46G-gemma-lynx-fr-29BT,6,6000,12.582912,0.4550561798,0.4550561798,0.4550561798,0.4494382022,0.2303370787
1p46G-gemma-lynx-fr-29BT,6,6500,13.631488,0.4719101124,0.4719101124,0.4719101124,0.4887640449,0.1966292135
1p46G-gemma-lynx-fr-29BT,6,7000,14.680064,0.4606741573,0.4606741573,0.4606741573,0.4494382022,0.308988764
1p46G-gemma-lynx-fr-29BT,6,7500,15.72864,0.4887640449,0.4887640449,0.4887640449,0.4775280899,0.2191011236
1p46G-gemma-lynx-fr-29BT,6,8000,16.777216,0.46629213480000004,0.46629213480000004,0.46629213480000004,0.5168539326,0.2584269663
1p46G-gemma-lynx-fr-29BT,6,8500,17.825792,0.46629213480000004,0.46629213480000004,0.46629213480000004,0.4719101124,0.2359550562
1p46G-gemma-lynx-fr-29BT,6,9000,18.874368,0.4887640449,0.4887640449,0.4887640449,0.4887640449,0.2528089888
1p46G-gemma-lynx-fr-29BT,6,9500,19.922944,0.4719101124,0.4719101124,0.4719101124,0.5674157303,0.2640449438
1p46G-gemma-helios-fr-29BT,6,0,0.0,0.4943820225,0.4943820225,0.4943820225,0.5056179775,0.0
1p46G-gemma-helios-fr-29BT,6,1000,2.097152,0.4887640449,0.4887640449,0.4887640449,0.5056179775,0.022471910100000003
1p46G-gemma-helios-fr-29BT,6,10000,20.97152,0.5280898876,0.5280898876,0.5280898876,0.44382022470000004,0.2640449438
1p46G-gemma-helios-fr-29BT,6,10500,22.020096,0.5,0.5,0.5,0.4887640449,0.2303370787
1p46G-gemma-helios-fr-29BT,6,11000,23.068672,0.4887640449,0.4887640449,0.4887640449,0.4775280899,0.21348314610000002
1p46G-gemma-helios-fr-29BT,6,11500,24.117248,0.4550561798,0.4550561798,0.4550561798,0.4606741573,0.2303370787
1p46G-gemma-helios-fr-29BT,6,12000,25.165824,0.4943820225,0.4943820225,0.4943820225,0.4775280899,0.2471910112
