runname,seed,steps,tokens,acc_norm,acc,acc_norm_token,acc_norm_pmi
1p46G-gemma-orion-zh-29BT,6,0,0.0,0.24082232010000001,0.2364170338,0.2452276065,0.2364170338
1p46G-gemma-orion-zh-29BT,6,1000,2.097152,0.2790014684,0.2760646109,0.2628487518,0.2716593245
1p46G-gemma-orion-zh-29BT,6,10000,20.97152,0.3245227606,0.3083700441,0.3069016153,0.328928047
1p46G-gemma-orion-zh-29BT,6,10500,22.020096,0.3186490455,0.3098384728,0.3010279001,0.3186490455
1p46G-gemma-orion-zh-29BT,6,11000,23.068672,0.3186490455,0.3054331865,0.2966226138,0.3127753304
1p46G-gemma-orion-zh-29BT,6,11500,24.117248,0.3215859031,0.3098384728,0.31424375920000003,0.31424375920000003
1p46G-gemma-orion-zh-29BT,6,12000,25.165824,0.3054331865,0.295154185,0.2995594714,0.3069016153
1p46G-gemma-orion-zh-29BT,6,12500,26.2144,0.31424375920000003,0.3083700441,0.3010279001,0.3113069016
1p46G-gemma-orion-zh-29BT,6,13000,27.262976,0.3098384728,0.3024963289,0.3054331865,0.3113069016
1p46G-gemma-orion-zh-29BT,6,13500,28.311552,0.3069016153,0.3010279001,0.3069016153,0.3230543319
1p46G-gemma-orion-zh-29BT,6,14000,29.360128,0.31424375920000003,0.3069016153,0.3083700441,0.3083700441
1p46G-gemma-orion-zh-29BT,6,1500,3.145728,0.29368575620000004,0.2980910426,0.2804698972,0.2540381791
1p46G-gemma-orion-zh-29BT,6,2000,4.194304,0.2863436123,0.2892804699,0.2731277533,0.2834067548
1p46G-gemma-orion-zh-29BT,6,2500,5.24288,0.295154185,0.3024963289,0.2922173275,0.268722467
1p46G-gemma-orion-zh-29BT,6,3000,6.291456,0.2995594714,0.295154185,0.29074889870000004,0.2731277533
1p46G-gemma-orion-zh-29BT,6,3500,7.340032,0.3010279001,0.3069016153,0.29074889870000004,0.27459618210000003
1p46G-gemma-orion-zh-29BT,6,4000,8.388608,0.31424375920000003,0.3127753304,0.3024963289,0.2995594714
1p46G-gemma-orion-zh-29BT,6,4500,9.437184,0.3024963289,0.3054331865,0.2922173275,0.2804698972
1p46G-gemma-orion-zh-29BT,6,500,1.048576,0.3069016153,0.3083700441,0.27459618210000003,0.27753303960000003
1p46G-gemma-orion-zh-29BT,6,5000,10.48576,0.30396475770000003,0.3024963289,0.29368575620000004,0.2716593245
1p46G-gemma-orion-zh-29BT,6,5500,11.534336,0.29074889870000004,0.3054331865,0.281938326,0.295154185
1p46G-gemma-orion-zh-29BT,6,6000,12.582912,0.3069016153,0.3113069016,0.29074889870000004,0.2878120411
1p46G-gemma-orion-zh-29BT,6,6500,13.631488,0.3010279001,0.3069016153,0.2834067548,0.2892804699
1p46G-gemma-orion-zh-29BT,6,7000,14.680064,0.3069016153,0.3098384728,0.3069016153,0.2995594714
1p46G-gemma-orion-zh-29BT,6,7500,15.72864,0.3098384728,0.3054331865,0.2995594714,0.2892804699
1p46G-gemma-orion-zh-29BT,6,8000,16.777216,0.32011747430000004,0.31424375920000003,0.3069016153,0.2995594714
1p46G-gemma-orion-zh-29BT,6,8500,17.825792,0.31718061670000003,0.3024963289,0.295154185,0.2848751836
1p46G-gemma-orion-zh-29BT,6,9000,18.874368,0.3245227606,0.3113069016,0.3054331865,0.3054331865
1p46G-gemma-orion-zh-29BT,6,9500,19.922944,0.3113069016,0.3054331865,0.3024963289,0.29074889870000004
baseline-zh-,42,0,0.0,0.2593000489,0.2593000489,0.2593000489,0.2593000489
1p46G-gemma-lynx-zh-29BT,6,0,0.0,0.24082232010000001,0.2364170338,0.2452276065,0.2364170338
1p46G-gemma-lynx-zh-29BT,6,1000,2.097152,0.2834067548,0.2804698972,0.2848751836,0.26431718060000003
1p46G-gemma-lynx-zh-29BT,6,10000,20.97152,0.3069016153,0.3024963289,0.3010279001,0.2672540382
1p46G-gemma-lynx-zh-29BT,6,10500,22.020096,0.29368575620000004,0.29074889870000004,0.2834067548,0.268722467
1p46G-gemma-lynx-zh-29BT,6,11000,23.068672,0.3010279001,0.2922173275,0.2878120411,0.27753303960000003
1p46G-gemma-lynx-zh-29BT,6,11500,24.117248,0.3024963289,0.2922173275,0.2834067548,0.2760646109
1p46G-gemma-lynx-zh-29BT,6,12000,25.165824,0.3054331865,0.2995594714,0.2922173275,0.2848751836
1p46G-gemma-lynx-zh-29BT,6,12500,26.2144,0.3010279001,0.29368575620000004,0.2863436123,0.281938326
1p46G-gemma-lynx-zh-29BT,6,13000,27.262976,0.3083700441,0.2995594714,0.29074889870000004,0.2804698972
1p46G-gemma-lynx-zh-29BT,6,13500,28.311552,0.3054331865,0.2966226138,0.2848751836,0.2701908957
1p46G-gemma-lynx-zh-29BT,6,14000,29.360128,0.2966226138,0.2892804699,0.2863436123,0.2790014684
1p46G-gemma-lynx-zh-29BT,6,1500,3.145728,0.3010279001,0.3069016153,0.29074889870000004,0.2701908957
1p46G-gemma-lynx-zh-29BT,6,2000,4.194304,0.30396475770000003,0.29074889870000004,0.2892804699,0.2760646109
1p46G-gemma-lynx-zh-29BT,6,2500,5.24288,0.29074889870000004,0.2716593245,0.2790014684,0.2555066079
1p46G-gemma-lynx-zh-29BT,6,3000,6.291456,0.3127753304,0.3127753304,0.2922173275,0.2760646109
1p46G-gemma-lynx-zh-29BT,6,3500,7.340032,0.3010279001,0.3069016153,0.2878120411,0.2731277533
1p46G-gemma-lynx-zh-29BT,6,4000,8.388608,0.3098384728,0.2922173275,0.2790014684,0.2628487518
1p46G-gemma-lynx-zh-29BT,6,4500,9.437184,0.3069016153,0.30396475770000003,0.2922173275,0.2672540382
1p46G-gemma-lynx-zh-29BT,6,500,1.048576,0.2834067548,0.2804698972,0.2804698972,0.2980910426
1p46G-gemma-lynx-zh-29BT,6,5000,10.48576,0.3259911894,0.3098384728,0.3069016153,0.2878120411
1p46G-gemma-lynx-zh-29BT,6,5500,11.534336,0.3054331865,0.3113069016,0.3010279001,0.2672540382
1p46G-gemma-lynx-zh-29BT,6,6000,12.582912,0.3215859031,0.3069016153,0.29368575620000004,0.3024963289
1p46G-gemma-lynx-zh-29BT,6,6500,13.631488,0.3054331865,0.2980910426,0.2966226138,0.2790014684
1p46G-gemma-lynx-zh-29BT,6,7000,14.680064,0.3127753304,0.29074889870000004,0.3010279001,0.3024963289
1p46G-gemma-lynx-zh-29BT,6,7500,15.72864,0.2980910426,0.2863436123,0.2804698972,0.30396475770000003
1p46G-gemma-lynx-zh-29BT,6,8000,16.777216,0.2995594714,0.2966226138,0.29074889870000004,0.2878120411
1p46G-gemma-lynx-zh-29BT,6,8500,17.825792,0.2878120411,0.2848751836,0.2980910426,0.2804698972
1p46G-gemma-lynx-zh-29BT,6,9000,18.874368,0.2980910426,0.2878120411,0.2966226138,0.268722467
1p46G-gemma-lynx-zh-29BT,6,9500,19.922944,0.2966226138,0.2922173275,0.295154185,0.2834067548
1p46G-gemma-commoncrawl-zh-29BT,5,0,0.0,0.2731277533,0.2584434655,0.2599118943,0.24229074890000002
1p46G-gemma-commoncrawl-zh-29BT,5,1000,2.097152,0.295154185,0.281938326,0.2790014684,0.2834067548
1p46G-gemma-commoncrawl-zh-29BT,5,10000,20.97152,0.3069016153,0.3098384728,0.3010279001,0.2525697504
1p46G-gemma-commoncrawl-zh-29BT,5,10500,22.020096,0.3098384728,0.31424375920000003,0.3010279001,0.2628487518
1p46G-gemma-commoncrawl-zh-29BT,5,11000,23.068672,0.2995594714,0.30396475770000003,0.3054331865,0.2555066079
1p46G-gemma-commoncrawl-zh-29BT,5,11500,24.117248,0.3010279001,0.3069016153,0.3083700441,0.2716593245
1p46G-gemma-commoncrawl-zh-29BT,5,12000,25.165824,0.3054331865,0.3054331865,0.3069016153,0.2599118943
1p46G-gemma-commoncrawl-zh-29BT,5,12500,26.2144,0.2995594714,0.2995594714,0.30396475770000003,0.26138032310000003
1p46G-gemma-commoncrawl-zh-29BT,5,13000,27.262976,0.295154185,0.2995594714,0.2980910426,0.2525697504
1p46G-gemma-commoncrawl-zh-29BT,5,13500,28.311552,0.30396475770000003,0.3098384728,0.3098384728,0.268722467
1p46G-gemma-commoncrawl-zh-29BT,5,14000,29.360128,0.3098384728,0.3083700441,0.3083700441,0.2540381791
1p46G-gemma-commoncrawl-zh-29BT,5,1500,3.145728,0.3113069016,0.29368575620000004,0.2922173275,0.281938326
1p46G-gemma-commoncrawl-zh-29BT,5,2000,4.194304,0.31718061670000003,0.3083700441,0.3098384728,0.281938326
1p46G-gemma-commoncrawl-zh-29BT,5,2500,5.24288,0.3083700441,0.29368575620000004,0.3010279001,0.2584434655
1p46G-gemma-commoncrawl-zh-29BT,5,3000,6.291456,0.3054331865,0.295154185,0.2980910426,0.268722467
1p46G-gemma-commoncrawl-zh-29BT,5,3500,7.340032,0.3127753304,0.2995594714,0.2892804699,0.2863436123
1p46G-gemma-commoncrawl-zh-29BT,5,4000,8.388608,0.315712188,0.3069016153,0.29074889870000004,0.2995594714
1p46G-gemma-commoncrawl-zh-29BT,5,4500,9.437184,0.315712188,0.3186490455,0.3098384728,0.26431718060000003
1p46G-gemma-commoncrawl-zh-29BT,5,500,1.048576,0.2716593245,0.268722467,0.268722467,0.2848751836
1p46G-gemma-commoncrawl-zh-29BT,5,5000,10.48576,0.30396475770000003,0.2995594714,0.2922173275,0.2599118943
1p46G-gemma-commoncrawl-zh-29BT,5,5500,11.534336,0.295154185,0.2995594714,0.2892804699,0.2569750367
1p46G-gemma-commoncrawl-zh-29BT,5,6000,12.582912,0.3069016153,0.3010279001,0.29074889870000004,0.2790014684
1p46G-gemma-commoncrawl-zh-29BT,5,6500,13.631488,0.3127753304,0.3054331865,0.295154185,0.2584434655
1p46G-gemma-commoncrawl-zh-29BT,5,7000,14.680064,0.3098384728,0.2980910426,0.2892804699,0.26431718060000003
1p46G-gemma-commoncrawl-zh-29BT,5,7500,15.72864,0.30396475770000003,0.2995594714,0.29368575620000004,0.2701908957
1p46G-gemma-commoncrawl-zh-29BT,5,8000,16.777216,0.3113069016,0.3083700441,0.29368575620000004,0.2657856094
1p46G-gemma-commoncrawl-zh-29BT,5,8500,17.825792,0.2892804699,0.3024963289,0.3010279001,0.2540381791
1p46G-gemma-commoncrawl-zh-29BT,5,9000,18.874368,0.3098384728,0.3010279001,0.3024963289,0.2555066079
1p46G-gemma-commoncrawl-zh-29BT,5,9500,19.922944,0.31424375920000003,0.3024963289,0.3069016153,0.2760646109
1p46G-gemma-commoncrawl-zh-29BT,3,0,0.0,0.2525697504,0.2584434655,0.2584434655,0.2466960352
1p46G-gemma-commoncrawl-zh-29BT,3,1000,2.097152,0.3054331865,0.2863436123,0.2848751836,0.29368575620000004
1p46G-gemma-commoncrawl-zh-29BT,3,10000,20.97152,0.33039647580000003,0.3348017621,0.3259911894,0.281938326
1p46G-gemma-commoncrawl-zh-29BT,3,10500,22.020096,0.3259911894,0.3245227606,0.33039647580000003,0.2804698972
1p46G-gemma-commoncrawl-zh-29BT,3,11000,23.068672,0.3215859031,0.3318649046,0.32011747430000004,0.29074889870000004
1p46G-gemma-commoncrawl-zh-29BT,3,11500,24.117248,0.32011747430000004,0.3259911894,0.31424375920000003,0.2834067548
1p46G-gemma-commoncrawl-zh-29BT,3,12000,25.165824,0.3245227606,0.3348017621,0.3318649046,0.2878120411
1p46G-gemma-commoncrawl-zh-29BT,3,12500,26.2144,0.3245227606,0.3362701909,0.3259911894,0.2848751836
1p46G-gemma-commoncrawl-zh-29BT,3,13000,27.262976,0.3230543319,0.34361233480000003,0.31718061670000003,0.3098384728
1p46G-gemma-commoncrawl-zh-29BT,3,13500,28.311552,0.3215859031,0.328928047,0.3186490455,0.2995594714
1p46G-gemma-commoncrawl-zh-29BT,3,14000,29.360128,0.31718061670000003,0.33039647580000003,0.3259911894,0.2922173275
1p46G-gemma-commoncrawl-zh-29BT,3,1500,3.145728,0.2980910426,0.29074889870000004,0.2922173275,0.2790014684
1p46G-gemma-commoncrawl-zh-29BT,3,2000,4.194304,0.3054331865,0.3083700441,0.3054331865,0.2863436123
1p46G-gemma-commoncrawl-zh-29BT,3,2500,5.24288,0.33333333330000003,0.315712188,0.3113069016,0.3054331865
1p46G-gemma-commoncrawl-zh-29BT,3,3000,6.291456,0.33039647580000003,0.3186490455,0.3069016153,0.29074889870000004
1p46G-gemma-commoncrawl-zh-29BT,3,3500,7.340032,0.3274596182,0.33039647580000003,0.3215859031,0.2834067548
1p46G-gemma-commoncrawl-zh-29BT,3,4000,8.388608,0.33333333330000003,0.342143906,0.3127753304,0.2731277533
1p46G-gemma-commoncrawl-zh-29BT,3,4500,9.437184,0.315712188,0.3230543319,0.3024963289,0.2878120411
1p46G-gemma-commoncrawl-zh-29BT,3,500,1.048576,0.29074889870000004,0.2863436123,0.2731277533,0.26431718060000003
1p46G-gemma-commoncrawl-zh-29BT,3,5000,10.48576,0.32011747430000004,0.3215859031,0.30396475770000003,0.2892804699
1p46G-gemma-commoncrawl-zh-29BT,3,5500,11.534336,0.328928047,0.3318649046,0.31424375920000003,0.2892804699
1p46G-gemma-commoncrawl-zh-29BT,3,6000,12.582912,0.31424375920000003,0.3186490455,0.2995594714,0.2966226138
1p46G-gemma-commoncrawl-zh-29BT,3,6500,13.631488,0.31718061670000003,0.33333333330000003,0.31424375920000003,0.2892804699
1p46G-gemma-commoncrawl-zh-29BT,3,7000,14.680064,0.3259911894,0.328928047,0.31718061670000003,0.281938326
1p46G-gemma-commoncrawl-zh-29BT,3,7500,15.72864,0.3230543319,0.3274596182,0.31718061670000003,0.27459618210000003
1p46G-gemma-commoncrawl-zh-29BT,3,8000,16.777216,0.31718061670000003,0.32011747430000004,0.31718061670000003,0.27459618210000003
1p46G-gemma-commoncrawl-zh-29BT,3,8500,17.825792,0.3113069016,0.315712188,0.3230543319,0.2701908957
1p46G-gemma-commoncrawl-zh-29BT,3,9000,18.874368,0.3127753304,0.33039647580000003,0.31718061670000003,0.2878120411
1p46G-gemma-commoncrawl-zh-29BT,3,9500,19.922944,0.3186490455,0.33039647580000003,0.3215859031,0.2834067548
1p46G-gemma-commoncrawl-zh-29BT,4,0,0.0,0.2555066079,0.2672540382,0.27753303960000003,0.268722467
1p46G-gemma-commoncrawl-zh-29BT,4,1000,2.097152,0.29074889870000004,0.27459618210000003,0.2716593245,0.2716593245
1p46G-gemma-commoncrawl-zh-29BT,4,10000,20.97152,0.3083700441,0.30396475770000003,0.3069016153,0.29368575620000004
1p46G-gemma-commoncrawl-zh-29BT,4,10500,22.020096,0.31718061670000003,0.3113069016,0.315712188,0.2804698972
1p46G-gemma-commoncrawl-zh-29BT,4,11000,23.068672,0.3024963289,0.3010279001,0.295154185,0.2834067548
1p46G-gemma-commoncrawl-zh-29BT,4,11500,24.117248,0.31718061670000003,0.3054331865,0.315712188,0.3024963289
1p46G-gemma-commoncrawl-zh-29BT,4,12000,25.165824,0.3186490455,0.3083700441,0.32011747430000004,0.3054331865
1p46G-gemma-commoncrawl-zh-29BT,4,12500,26.2144,0.3127753304,0.30396475770000003,0.3113069016,0.2878120411
1p46G-gemma-commoncrawl-zh-29BT,4,13000,27.262976,0.31718061670000003,0.3098384728,0.3098384728,0.30396475770000003
1p46G-gemma-commoncrawl-zh-29BT,4,13500,28.311552,0.3186490455,0.3127753304,0.3113069016,0.3069016153
1p46G-gemma-commoncrawl-zh-29BT,4,14000,29.360128,0.3024963289,0.3010279001,0.3098384728,0.295154185
1p46G-gemma-commoncrawl-zh-29BT,4,1500,3.145728,0.3069016153,0.29074889870000004,0.2966226138,0.27753303960000003
1p46G-gemma-commoncrawl-zh-29BT,4,2000,4.194304,0.315712188,0.3010279001,0.2966226138,0.2731277533
1p46G-gemma-commoncrawl-zh-29BT,4,2500,5.24288,0.2980910426,0.2966226138,0.295154185,0.2863436123
1p46G-gemma-commoncrawl-zh-29BT,4,3000,6.291456,0.32011747430000004,0.3186490455,0.2892804699,0.2790014684
1p46G-gemma-commoncrawl-zh-29BT,4,3500,7.340032,0.3113069016,0.2995594714,0.2922173275,0.2731277533
1p46G-gemma-commoncrawl-zh-29BT,4,4000,8.388608,0.3186490455,0.2980910426,0.3010279001,0.281938326
1p46G-gemma-commoncrawl-zh-29BT,4,4500,9.437184,0.315712188,0.3024963289,0.2922173275,0.27459618210000003
1p46G-gemma-commoncrawl-zh-29BT,4,500,1.048576,0.2834067548,0.2863436123,0.26431718060000003,0.2672540382
1p46G-gemma-commoncrawl-zh-29BT,4,5000,10.48576,0.3127753304,0.3024963289,0.3010279001,0.27459618210000003
1p46G-gemma-commoncrawl-zh-29BT,4,5500,11.534336,0.3113069016,0.2995594714,0.295154185,0.27753303960000003
1p46G-gemma-commoncrawl-zh-29BT,4,6000,12.582912,0.3113069016,0.3010279001,0.30396475770000003,0.2834067548
1p46G-gemma-commoncrawl-zh-29BT,4,6500,13.631488,0.30396475770000003,0.295154185,0.2980910426,0.2760646109
1p46G-gemma-commoncrawl-zh-29BT,4,7000,14.680064,0.3069016153,0.3054331865,0.3010279001,0.2848751836
1p46G-gemma-commoncrawl-zh-29BT,4,7500,15.72864,0.3069016153,0.3010279001,0.2966226138,0.3098384728
1p46G-gemma-commoncrawl-zh-29BT,4,8000,16.777216,0.3215859031,0.3069016153,0.31424375920000003,0.31424375920000003
1p46G-gemma-commoncrawl-zh-29BT,4,8500,17.825792,0.3215859031,0.2966226138,0.3113069016,0.2848751836
1p46G-gemma-commoncrawl-zh-29BT,4,9000,18.874368,0.315712188,0.3054331865,0.3127753304,0.3024963289
1p46G-gemma-commoncrawl-zh-29BT,4,9500,19.922944,0.3186490455,0.3010279001,0.3083700441,0.3069016153
1p46G-gemma-commoncrawl-zh-29BT,6,0,0.0,0.24082232010000001,0.2364170338,0.2452276065,0.2364170338
1p46G-gemma-commoncrawl-zh-29BT,6,1000,2.097152,0.3098384728,0.2980910426,0.281938326,0.29074889870000004
1p46G-gemma-commoncrawl-zh-29BT,6,10000,20.97152,0.3318649046,0.3245227606,0.3083700441,0.2878120411
1p46G-gemma-commoncrawl-zh-29BT,6,10500,22.020096,0.3054331865,0.30396475770000003,0.29074889870000004,0.295154185
1p46G-gemma-commoncrawl-zh-29BT,6,11000,23.068672,0.315712188,0.3113069016,0.3010279001,0.2790014684
1p46G-gemma-commoncrawl-zh-29BT,6,11500,24.117248,0.3069016153,0.3127753304,0.2966226138,0.3069016153
1p46G-gemma-commoncrawl-zh-29BT,6,12000,25.165824,0.3083700441,0.3186490455,0.3010279001,0.2878120411
1p46G-gemma-commoncrawl-zh-29BT,6,12500,26.2144,0.3113069016,0.32011747430000004,0.3113069016,0.29074889870000004
1p46G-gemma-commoncrawl-zh-29BT,6,13000,27.262976,0.315712188,0.3215859031,0.3098384728,0.3010279001
1p46G-gemma-commoncrawl-zh-29BT,6,13500,28.311552,0.3215859031,0.3230543319,0.3069016153,0.3098384728
1p46G-gemma-commoncrawl-zh-29BT,6,14000,29.360128,0.315712188,0.3245227606,0.3069016153,0.3054331865
1p46G-gemma-commoncrawl-zh-29BT,6,1500,3.145728,0.29074889870000004,0.2804698972,0.2922173275,0.27753303960000003
1p46G-gemma-commoncrawl-zh-29BT,6,2000,4.194304,0.3010279001,0.2834067548,0.2790014684,0.2848751836
1p46G-gemma-commoncrawl-zh-29BT,6,2500,5.24288,0.30396475770000003,0.2804698972,0.27459618210000003,0.2790014684
1p46G-gemma-commoncrawl-zh-29BT,6,3000,6.291456,0.3083700441,0.29074889870000004,0.2848751836,0.27753303960000003
1p46G-gemma-commoncrawl-zh-29BT,6,3500,7.340032,0.2966226138,0.2892804699,0.2878120411,0.3083700441
1p46G-gemma-commoncrawl-zh-29BT,6,4000,8.388608,0.3083700441,0.3083700441,0.281938326,0.2848751836
1p46G-gemma-commoncrawl-zh-29BT,6,4500,9.437184,0.3024963289,0.3098384728,0.2922173275,0.2804698972
1p46G-gemma-commoncrawl-zh-29BT,6,500,1.048576,0.2878120411,0.2863436123,0.2701908957,0.268722467
1p46G-gemma-commoncrawl-zh-29BT,6,5000,10.48576,0.3024963289,0.3098384728,0.29074889870000004,0.2878120411
1p46G-gemma-commoncrawl-zh-29BT,6,5500,11.534336,0.3083700441,0.2966226138,0.2995594714,0.2863436123
1p46G-gemma-commoncrawl-zh-29BT,6,6000,12.582912,0.2966226138,0.3083700441,0.2878120411,0.2848751836
1p46G-gemma-commoncrawl-zh-29BT,6,6500,13.631488,0.3024963289,0.2995594714,0.2834067548,0.2790014684
1p46G-gemma-commoncrawl-zh-29BT,6,7000,14.680064,0.3127753304,0.29368575620000004,0.295154185,0.2922173275
1p46G-gemma-commoncrawl-zh-29BT,6,7500,15.72864,0.3083700441,0.2966226138,0.2922173275,0.27459618210000003
1p46G-gemma-commoncrawl-zh-29BT,6,8000,16.777216,0.30396475770000003,0.29368575620000004,0.2878120411,0.281938326
1p46G-gemma-commoncrawl-zh-29BT,6,8500,17.825792,0.3098384728,0.3127753304,0.295154185,0.2863436123
1p46G-gemma-commoncrawl-zh-29BT,6,9000,18.874368,0.3069016153,0.3024963289,0.3024963289,0.281938326
1p46G-gemma-commoncrawl-zh-29BT,6,9500,19.922944,0.3010279001,0.30396475770000003,0.29368575620000004,0.2760646109
1p46G-gemma-helios-zh-29BT,6,0,0.0,0.24082232010000001,0.2364170338,0.2452276065,0.2364170338
1p46G-gemma-helios-zh-29BT,6,1000,2.097152,0.30396475770000003,0.2980910426,0.2834067548,0.27459618210000003
1p46G-gemma-helios-zh-29BT,6,10000,20.97152,0.3348017621,0.33333333330000003,0.3406754772,0.3010279001
1p46G-gemma-helios-zh-29BT,6,10500,22.020096,0.34948604990000004,0.34654919240000004,0.33333333330000003,0.3083700441
1p46G-gemma-helios-zh-29BT,6,11000,23.068672,0.3392070485,0.33333333330000003,0.328928047,0.3215859031
1p46G-gemma-helios-zh-29BT,6,11500,24.117248,0.3509544787,0.3377386197,0.3377386197,0.315712188
1p46G-gemma-helios-zh-29BT,6,12000,25.165824,0.35976505140000004,0.3480176211,0.34654919240000004,0.32011747430000004
1p46G-gemma-helios-zh-29BT,6,12500,26.2144,0.3538913363,0.3450807636,0.3450807636,0.3274596182
1p46G-gemma-helios-zh-29BT,6,13000,27.262976,0.3524229075,0.3480176211,0.3406754772,0.31424375920000003
1p46G-gemma-helios-zh-29BT,6,13500,28.311552,0.3538913363,0.34361233480000003,0.3377386197,0.32011747430000004
1p46G-gemma-helios-zh-29BT,6,14000,29.360128,0.34654919240000004,0.3348017621,0.3377386197,0.31718061670000003
1p46G-gemma-helios-zh-29BT,6,1500,3.145728,0.3230543319,0.3113069016,0.3010279001,0.295154185
1p46G-gemma-helios-zh-29BT,6,2000,4.194304,0.3406754772,0.3098384728,0.3054331865,0.3113069016
1p46G-gemma-helios-zh-29BT,6,2500,5.24288,0.3230543319,0.3083700441,0.3054331865,0.2834067548
1p46G-gemma-helios-zh-29BT,6,3000,6.291456,0.3318649046,0.3230543319,0.3010279001,0.295154185
1p46G-gemma-helios-zh-29BT,6,3500,7.340032,0.3318649046,0.3098384728,0.3083700441,0.3083700441
1p46G-gemma-helios-zh-29BT,6,4000,8.388608,0.33333333330000003,0.328928047,0.3113069016,0.2848751836
1p46G-gemma-helios-zh-29BT,6,4500,9.437184,0.3245227606,0.328928047,0.30396475770000003,0.2834067548
1p46G-gemma-helios-zh-29BT,6,500,1.048576,0.2804698972,0.2892804699,0.2966226138,0.2878120411
1p46G-gemma-helios-zh-29BT,6,5000,10.48576,0.3362701909,0.3406754772,0.328928047,0.2966226138
1p46G-gemma-helios-zh-29BT,6,5500,11.534336,0.3230543319,0.3259911894,0.33039647580000003,0.3186490455
1p46G-gemma-helios-zh-29BT,6,6000,12.582912,0.31718061670000003,0.3215859031,0.3024963289,0.2980910426
1p46G-gemma-helios-zh-29BT,6,6500,13.631488,0.32011747430000004,0.3215859031,0.31718061670000003,0.2892804699
1p46G-gemma-helios-zh-29BT,6,7000,14.680064,0.3274596182,0.328928047,0.3127753304,0.2980910426
1p46G-gemma-helios-zh-29BT,6,7500,15.72864,0.3259911894,0.3318649046,0.328928047,0.2892804699
1p46G-gemma-helios-zh-29BT,6,8000,16.777216,0.3450807636,0.3406754772,0.3392070485,0.2834067548
