runname,seed,steps,tokens,acc,acc_norm,acc_norm_token,acc_norm_pmi
1p46G-gemma-commoncrawl-sw-29BT,8,13000,27.262976,0.31,0.329,0.331,0.322
1p46G-gemma-commoncrawl-sw-29BT,8,13500,28.311552,0.307,0.337,0.335,0.33
1p46G-gemma-commoncrawl-sw-29BT,8,14000,29.360128,0.311,0.343,0.331,0.323
1p46G-gemma-commoncrawl-sw-29BT,8,1500,3.145728,0.281,0.307,0.293,0.28700000000000003
1p46G-gemma-commoncrawl-sw-29BT,8,2000,4.194304,0.274,0.315,0.295,0.276
1p46G-gemma-commoncrawl-sw-29BT,8,2500,5.24288,0.301,0.297,0.307,0.297
1p46G-gemma-commoncrawl-sw-29BT,8,3000,6.291456,0.278,0.307,0.294,0.28500000000000003
1p46G-gemma-commoncrawl-sw-29BT,8,3500,7.340032,0.297,0.312,0.311,0.307
1p46G-gemma-commoncrawl-sw-29BT,8,4000,8.388608,0.291,0.312,0.296,0.28300000000000003
1p46G-gemma-commoncrawl-sw-29BT,8,4500,9.437184,0.298,0.318,0.323,0.292
1p46G-gemma-commoncrawl-sw-29BT,8,500,1.048576,0.247,0.266,0.266,0.267
1p46G-gemma-commoncrawl-sw-29BT,8,5000,10.48576,0.291,0.309,0.304,0.301
1p46G-gemma-commoncrawl-sw-29BT,8,5500,11.534336,0.293,0.312,0.313,0.318
1p46G-gemma-commoncrawl-sw-29BT,8,6000,12.582912,0.312,0.319,0.316,0.319
1p46G-gemma-commoncrawl-sw-29BT,8,6500,13.631488,0.308,0.309,0.319,0.317
1p46G-gemma-commoncrawl-sw-29BT,8,7000,14.680064,0.312,0.327,0.31,0.291
1p46G-gemma-commoncrawl-sw-29BT,8,7500,15.72864,0.301,0.321,0.319,0.307
1p46G-gemma-commoncrawl-sw-29BT,8,8000,16.777216,0.299,0.326,0.324,0.314
1p46G-gemma-commoncrawl-sw-29BT,8,8500,17.825792,0.308,0.316,0.332,0.332
1p46G-gemma-commoncrawl-sw-29BT,8,9000,18.874368,0.312,0.324,0.326,0.318
1p46G-gemma-commoncrawl-sw-29BT,8,9500,19.922944,0.314,0.329,0.331,0.32
1p46G-gemma-commoncrawl-sw-29BT,7,0,0.0,0.26,0.255,0.259,0.261
1p46G-gemma-commoncrawl-sw-29BT,7,1000,2.097152,0.281,0.298,0.301,0.259
1p46G-gemma-commoncrawl-sw-29BT,7,10000,20.97152,0.315,0.341,0.311,0.297
1p46G-gemma-commoncrawl-sw-29BT,7,10500,22.020096,0.314,0.342,0.317,0.303
1p46G-gemma-commoncrawl-sw-29BT,7,11000,23.068672,0.313,0.322,0.315,0.306
1p46G-gemma-commoncrawl-sw-29BT,7,11500,24.117248,0.309,0.321,0.306,0.30000000000000004
1p46G-gemma-commoncrawl-sw-29BT,7,12000,25.165824,0.31,0.332,0.312,0.301
1p46G-gemma-commoncrawl-sw-29BT,7,12500,26.2144,0.315,0.331,0.308,0.304
1p46G-gemma-commoncrawl-sw-29BT,7,13000,27.262976,0.312,0.327,0.312,0.308
1p46G-gemma-commoncrawl-sw-29BT,7,13500,28.311552,0.30000000000000004,0.32,0.305,0.297
1p46G-gemma-commoncrawl-sw-29BT,7,14000,29.360128,0.30000000000000004,0.325,0.313,0.328
1p46G-gemma-commoncrawl-sw-29BT,7,1500,3.145728,0.276,0.28700000000000003,0.293,0.28400000000000003
1p46G-gemma-commoncrawl-sw-29BT,7,2000,4.194304,0.278,0.31,0.296,0.292
1p46G-gemma-commoncrawl-sw-29BT,7,2500,5.24288,0.28600000000000003,0.313,0.301,0.28300000000000003
1p46G-gemma-commoncrawl-sw-29BT,7,3000,6.291456,0.308,0.302,0.316,0.276
1p46G-gemma-commoncrawl-sw-29BT,7,3500,7.340032,0.314,0.306,0.318,0.314
1p46G-gemma-commoncrawl-sw-29BT,7,4000,8.388608,0.28,0.307,0.301,0.307
1p46G-gemma-commoncrawl-sw-29BT,7,4500,9.437184,0.306,0.322,0.307,0.303
1p46G-gemma-commoncrawl-sw-29BT,7,500,1.048576,0.259,0.265,0.277,0.277
1p46G-gemma-commoncrawl-sw-29BT,7,5000,10.48576,0.307,0.311,0.305,0.301
1p46G-gemma-commoncrawl-sw-29BT,7,5500,11.534336,0.309,0.327,0.318,0.304
1p46G-gemma-commoncrawl-sw-29BT,7,6000,12.582912,0.314,0.305,0.303,0.299
1p46G-gemma-commoncrawl-sw-29BT,7,6500,13.631488,0.298,0.314,0.314,0.297
1p46G-gemma-commoncrawl-sw-29BT,7,7000,14.680064,0.312,0.322,0.327,0.28500000000000003
1p46G-gemma-commoncrawl-sw-29BT,7,7500,15.72864,0.324,0.328,0.314,0.311
1p46G-gemma-commoncrawl-sw-29BT,7,8000,16.777216,0.325,0.331,0.324,0.30000000000000004
1p46G-gemma-commoncrawl-sw-29BT,7,8500,17.825792,0.323,0.338,0.324,0.301
1p46G-gemma-commoncrawl-sw-29BT,7,9000,18.874368,0.31,0.323,0.313,0.307
1p46G-gemma-commoncrawl-sw-29BT,7,9500,19.922944,0.325,0.326,0.323,0.28200000000000003
baseline-sw-,42,0,0.0,0.25016133560000003,0.25016133560000003,0.25016133560000003,0.25016133560000003
