runname,seed,steps,tokens,acc_norm,acc,acc_norm_token,acc_norm_pmi
1p46G-gemma-commoncrawl-sw-29BT,6,4500,9.437184,0.3091334895,0.3208430913,0.2974238876,0.25526932080000003
1p46G-gemma-commoncrawl-sw-29BT,6,500,1.048576,0.262295082,0.25526932080000003,0.2669789227,0.2599531616
1p46G-gemma-commoncrawl-sw-29BT,6,5000,10.48576,0.3044496487,0.3091334895,0.2974238876,0.2412177986
1p46G-gemma-commoncrawl-sw-29BT,6,5500,11.534336,0.2950819672,0.318501171,0.2763466042,0.26463700230000003
1p46G-gemma-commoncrawl-sw-29BT,6,6000,12.582912,0.3114754098,0.3325526932,0.2786885246,0.2318501171
1p46G-gemma-commoncrawl-sw-29BT,6,6500,13.631488,0.3161592506,0.3348946136,0.2950819672,0.281030445
1p46G-gemma-commoncrawl-sw-29BT,6,7000,14.680064,0.281030445,0.3067915691,0.2833723653,0.2412177986
1p46G-gemma-commoncrawl-sw-29BT,6,7500,15.72864,0.2950819672,0.3302107728,0.281030445,0.25058548010000004
1p46G-gemma-commoncrawl-sw-29BT,6,8000,16.777216,0.3021077283,0.318501171,0.27400468380000004,0.2716627635
1p46G-gemma-commoncrawl-sw-29BT,6,8500,17.825792,0.2950819672,0.32786885250000003,0.2974238876,0.2903981265
1p46G-gemma-commoncrawl-sw-29BT,6,9000,18.874368,0.2927400468,0.3161592506,0.281030445,0.2482435597
1p46G-gemma-commoncrawl-sw-29BT,6,9500,19.922944,0.2950819672,0.3255269321,0.2833723653,0.2576112412
1p46G-gemma-commoncrawl-sw-29BT,8,0,0.0,0.281030445,0.26463700230000003,0.2412177986,0.2365339578
1p46G-gemma-commoncrawl-sw-29BT,8,1000,2.097152,0.3067915691,0.299765808,0.2927400468,0.2857142857
1p46G-gemma-commoncrawl-sw-29BT,8,10000,20.97152,0.2716627635,0.2903981265,0.2786885246,0.2693208431
1p46G-gemma-commoncrawl-sw-29BT,8,10500,22.020096,0.262295082,0.2833723653,0.2786885246,0.26463700230000003
1p46G-gemma-commoncrawl-sw-29BT,8,11000,23.068672,0.2529274005,0.2974238876,0.2669789227,0.2365339578
1p46G-gemma-commoncrawl-sw-29BT,8,11500,24.117248,0.262295082,0.3021077283,0.2833723653,0.2459016393
1p46G-gemma-commoncrawl-sw-29BT,8,12000,25.165824,0.2599531616,0.2974238876,0.2927400468,0.2459016393
1p46G-gemma-commoncrawl-sw-29BT,8,12500,26.2144,0.2693208431,0.2950819672,0.2833723653,0.2529274005
1p46G-gemma-commoncrawl-sw-29BT,8,13000,27.262976,0.2576112412,0.2903981265,0.2857142857,0.2412177986
1p46G-gemma-commoncrawl-sw-29BT,8,13500,28.311552,0.2599531616,0.2950819672,0.2763466042,0.2599531616
1p46G-gemma-commoncrawl-sw-29BT,8,14000,29.360128,0.25058548010000004,0.299765808,0.26463700230000003,0.25058548010000004
1p46G-gemma-commoncrawl-sw-29BT,8,1500,3.145728,0.299765808,0.299765808,0.2927400468,0.2388758782
1p46G-gemma-commoncrawl-sw-29BT,8,2000,4.194304,0.3021077283,0.3067915691,0.2974238876,0.2459016393
1p46G-gemma-commoncrawl-sw-29BT,8,2500,5.24288,0.2974238876,0.2857142857,0.2833723653,0.25058548010000004
1p46G-gemma-commoncrawl-sw-29BT,8,3000,6.291456,0.2763466042,0.299765808,0.281030445,0.2599531616
1p46G-gemma-commoncrawl-sw-29BT,8,3500,7.340032,0.2880562061,0.299765808,0.27400468380000004,0.20843091330000002
1p46G-gemma-commoncrawl-sw-29BT,8,4000,8.388608,0.3021077283,0.3161592506,0.281030445,0.2669789227
1p46G-gemma-commoncrawl-sw-29BT,8,4500,9.437184,0.2833723653,0.3091334895,0.2857142857,0.243559719
1p46G-gemma-commoncrawl-sw-29BT,8,500,1.048576,0.2927400468,0.2950819672,0.2763466042,0.2833723653
1p46G-gemma-commoncrawl-sw-29BT,8,5000,10.48576,0.2857142857,0.3091334895,0.2669789227,0.2599531616
1p46G-gemma-commoncrawl-sw-29BT,8,5500,11.534336,0.25526932080000003,0.2927400468,0.2599531616,0.25526932080000003
1p46G-gemma-commoncrawl-sw-29BT,8,6000,12.582912,0.2763466042,0.2927400468,0.2786885246,0.2482435597
1p46G-gemma-commoncrawl-sw-29BT,8,6500,13.631488,0.2833723653,0.2880562061,0.2716627635,0.2693208431
1p46G-gemma-commoncrawl-sw-29BT,8,7000,14.680064,0.2927400468,0.3044496487,0.2786885246,0.25526932080000003
1p46G-gemma-commoncrawl-sw-29BT,8,7500,15.72864,0.2833723653,0.2833723653,0.27400468380000004,0.25526932080000003
1p46G-gemma-commoncrawl-sw-29BT,8,8000,16.777216,0.2693208431,0.2974238876,0.2833723653,0.25526932080000003
1p46G-gemma-commoncrawl-sw-29BT,8,8500,17.825792,0.2857142857,0.3138173302,0.281030445,0.2482435597
1p46G-gemma-commoncrawl-sw-29BT,8,9000,18.874368,0.26463700230000003,0.3067915691,0.2903981265,0.262295082
1p46G-gemma-commoncrawl-sw-29BT,8,9500,19.922944,0.27400468380000004,0.3044496487,0.2763466042,0.2482435597
1p46G-gemma-commoncrawl-sw-29BT,7,0,0.0,0.2786885246,0.2716627635,0.2669789227,0.2459016393
1p46G-gemma-commoncrawl-sw-29BT,7,1000,2.097152,0.27400468380000004,0.281030445,0.2880562061,0.3091334895
1p46G-gemma-commoncrawl-sw-29BT,7,10000,20.97152,0.3231850117,0.3395784543,0.299765808,0.2365339578
1p46G-gemma-commoncrawl-sw-29BT,7,10500,22.020096,0.32786885250000003,0.3302107728,0.2950819672,0.2201405152
1p46G-gemma-commoncrawl-sw-29BT,7,11000,23.068672,0.3208430913,0.32786885250000003,0.3114754098,0.2482435597
1p46G-gemma-commoncrawl-sw-29BT,7,11500,24.117248,0.318501171,0.3231850117,0.299765808,0.2365339578
1p46G-gemma-commoncrawl-sw-29BT,7,12000,25.165824,0.3138173302,0.33723653400000003,0.2950819672,0.2341920375
1p46G-gemma-commoncrawl-sw-29BT,7,12500,26.2144,0.3161592506,0.35128805620000003,0.3021077283,0.224824356
1p46G-gemma-commoncrawl-sw-29BT,7,13000,27.262976,0.3138173302,0.3395784543,0.3114754098,0.2295081967
1p46G-gemma-commoncrawl-sw-29BT,7,13500,28.311552,0.3114754098,0.33723653400000003,0.2974238876,0.2365339578
1p46G-gemma-commoncrawl-sw-29BT,7,14000,29.360128,0.3138173302,0.33723653400000003,0.2974238876,0.2318501171
1p46G-gemma-commoncrawl-sw-29BT,7,1500,3.145728,0.3021077283,0.3021077283,0.2763466042,0.2669789227
1p46G-gemma-commoncrawl-sw-29BT,7,2000,4.194304,0.3091334895,0.3021077283,0.281030445,0.2833723653
1p46G-gemma-commoncrawl-sw-29BT,7,2500,5.24288,0.3138173302,0.3044496487,0.27400468380000004,0.26463700230000003
1p46G-gemma-commoncrawl-sw-29BT,7,3000,6.291456,0.3044496487,0.3138173302,0.2669789227,0.26463700230000003
1p46G-gemma-commoncrawl-sw-29BT,7,3500,7.340032,0.3044496487,0.3091334895,0.2786885246,0.2880562061
1p46G-gemma-commoncrawl-sw-29BT,7,4000,8.388608,0.3161592506,0.318501171,0.2903981265,0.2576112412
1p46G-gemma-commoncrawl-sw-29BT,7,4500,9.437184,0.3091334895,0.3395784543,0.2927400468,0.25526932080000003
1p46G-gemma-commoncrawl-sw-29BT,7,500,1.048576,0.2786885246,0.2857142857,0.2576112412,0.3067915691
1p46G-gemma-commoncrawl-sw-29BT,7,5000,10.48576,0.3067915691,0.3138173302,0.2927400468,0.2716627635
1p46G-gemma-commoncrawl-sw-29BT,7,5500,11.534336,0.3208430913,0.33723653400000003,0.2974238876,0.2459016393
1p46G-gemma-commoncrawl-sw-29BT,7,6000,12.582912,0.3114754098,0.3067915691,0.299765808,0.2716627635
1p46G-gemma-commoncrawl-sw-29BT,7,6500,13.631488,0.3161592506,0.3255269321,0.2927400468,0.25526932080000003
1p46G-gemma-commoncrawl-sw-29BT,7,7000,14.680064,0.3161592506,0.3255269321,0.2974238876,0.2927400468
1p46G-gemma-commoncrawl-sw-29BT,7,7500,15.72864,0.3138173302,0.3161592506,0.299765808,0.2880562061
1p46G-gemma-commoncrawl-sw-29BT,7,8000,16.777216,0.3161592506,0.3489461358,0.3091334895,0.25526932080000003
1p46G-gemma-commoncrawl-sw-29BT,7,8500,17.825792,0.3114754098,0.3302107728,0.3044496487,0.26463700230000003
1p46G-gemma-commoncrawl-sw-29BT,7,9000,18.874368,0.3091334895,0.3231850117,0.3044496487,0.2669789227
1p46G-gemma-commoncrawl-sw-29BT,7,9500,19.922944,0.318501171,0.3114754098,0.2927400468,0.2318501171
baseline-sw-,42,0,0.0,0.25,0.25,0.25,0.25
