runname,seed,steps,tokens,acc,acc_norm,acc_norm_token,acc_norm_pmi,acc,acc_norm,acc_norm_token,acc_norm_pmi
1p46G-gemma-orion-ar-29BT,6,2500,5.24288,0.26032315980000004,0.2818671454,0.3034111311,0.315978456,0.2694143274,0.2781753,0.3064276373,0.3064249391
1p46G-gemma-orion-ar-29BT,6,3000,6.291456,0.2639138241,0.289048474,0.3052064632,0.2818671454,0.2587107797,0.2845249251,0.2986409114,0.2480122838
1p46G-gemma-orion-ar-29BT,6,3500,7.340032,0.2800718133,0.2746858169,0.31059245960000004,0.2980251346,0.2758296356,0.2728041068,0.31275460320000004,0.276824247
1p46G-gemma-orion-ar-29BT,6,4000,8.388608,0.26032315980000004,0.2836624776,0.3087971275,0.27827648110000003,0.2675703558,0.269219415,0.3070529463,0.26692703560000003
1p46G-gemma-orion-ar-29BT,6,4500,9.437184,0.2728904847,0.27648114900000004,0.3195691203,0.29443447040000004,0.2893897775,0.2774759375,0.33870113900000004,0.2680748059
1p46G-gemma-orion-ar-29BT,6,500,1.048576,0.2351885099,0.2567324955,0.2692998205,0.2818671454,0.2316183645,0.24629754150000002,0.2637015427,0.26095595
1p46G-gemma-orion-ar-29BT,6,5000,10.48576,0.2836624776,0.3016157989,0.3231597846,0.31059245960000004,0.2714798982,0.3018437451,0.31989611830000003,0.27390324
1p46G-gemma-orion-ar-29BT,6,5500,11.534336,0.2585278276,0.2746858169,0.3087971275,0.289048474,0.26963506,0.2786677558,0.3095966841,0.2682233757
1p46G-gemma-orion-ar-29BT,6,6000,12.582912,0.2675044883,0.2746858169,0.3231597846,0.2872531418,0.25796420810000004,0.2702400043,0.312064074,0.2619755151
1p46G-gemma-orion-ar-29BT,6,6500,13.631488,0.2657091562,0.27648114900000004,0.31059245960000004,0.3195691203,0.2589315123,0.2632206184,0.3016572032,0.2834149694
1p46G-gemma-orion-ar-29BT,6,7000,14.680064,0.2585278276,0.2746858169,0.32854578100000004,0.31238779170000003,0.2635622099,0.2674759375,0.33599540910000003,0.28656783680000003
1p46G-gemma-orion-ar-29BT,6,7500,15.72864,0.2692998205,0.2818671454,0.3177737882,0.3016157989,0.2636635706,0.2740953951,0.3138232682,0.2783987899
1p46G-gemma-orion-ar-29BT,6,8000,16.777216,0.27648114900000004,0.2980251346,0.3321364452,0.3141831239,0.2657352174,0.2779105193,0.3183780215,0.28733288230000004
1p46G-gemma-orion-ar-29BT,6,8500,17.825792,0.27648114900000004,0.3034111311,0.3357271095,0.3339317774,0.26712092390000003,0.2968664043,0.332565363,0.3058957815
1p46G-gemma-orion-ar-29BT,6,9000,18.874368,0.2692998205,0.29443447040000004,0.3195691203,0.3016157989,0.2705755198,0.2872871011,0.3225565298,0.2747012059
1p46G-gemma-orion-ar-29BT,6,9500,19.922944,0.24955116700000002,0.289048474,0.3195691203,0.3016157989,0.2435806839,0.2750941917,0.3191514374,0.2876633461
1p46G-gemma-commoncrawl-ar-29BT,3,0,0.0,0.23698384200000003,0.2262118492,0.2818671454,0.2728904847,0.2326064371,0.2188588867,0.3012975415,0.2850799029
1p46G-gemma-commoncrawl-ar-29BT,3,1000,2.097152,0.2657091562,0.2675044883,0.2836624776,0.2513464991,0.2631622816,0.2631188539,0.2899516978,0.2511716308
1p46G-gemma-commoncrawl-ar-29BT,3,10000,20.97152,0.3034111311,0.32675044880000004,0.33034111310000003,0.3339317774,0.29572368590000003,0.314311135,0.3278351955,0.3266054051
1p46G-gemma-commoncrawl-ar-29BT,3,10500,22.020096,0.315978456,0.3213644524,0.3195691203,0.3357271095,0.31925887410000003,0.3138589458,0.32170819370000003,0.3188375569
1p46G-gemma-commoncrawl-ar-29BT,3,11000,23.068672,0.3231597846,0.3052064632,0.3213644524,0.31059245960000004,0.31403436,0.2977864994,0.3263351098,0.3004991718
1p46G-gemma-commoncrawl-ar-29BT,3,11500,24.117248,0.3195691203,0.3195691203,0.3231597846,0.3213644524,0.3151298694,0.3212518193,0.32163643470000003,0.3061985343
1p46G-gemma-commoncrawl-ar-29BT,3,12000,25.165824,0.31238779170000003,0.31059245960000004,0.3249551167,0.315978456,0.2999771143,0.30983043520000003,0.3304169055,0.3193587479
1p46G-gemma-commoncrawl-ar-29BT,3,12500,26.2144,0.3087971275,0.31059245960000004,0.3357271095,0.3195691203,0.3101206324,0.3062725878,0.3396999356,0.31378529600000005
1p46G-gemma-commoncrawl-ar-29BT,3,13000,27.262976,0.32675044880000004,0.31059245960000004,0.3231597846,0.31238779170000003,0.316992315,0.3011217235,0.3304150147,0.2945526361
1p46G-gemma-commoncrawl-ar-29BT,3,13500,28.311552,0.3195691203,0.3141831239,0.33034111310000003,0.31059245960000004,0.30104767,0.3066211218,0.3351697322,0.2931331427
1p46G-gemma-commoncrawl-ar-29BT,3,14000,29.360128,0.3213644524,0.3195691203,0.3249551167,0.3177737882,0.30788975090000004,0.3178939361,0.328080478,0.3020940795
1p46G-gemma-commoncrawl-ar-29BT,3,1500,3.145728,0.26032315980000004,0.2746858169,0.2980251346,0.2746858169,0.2705815957,0.280937476,0.2994819012,0.2696604765
1p46G-gemma-commoncrawl-ar-29BT,3,2000,4.194304,0.2710951526,0.2675044883,0.29622980250000003,0.2836624776,0.2684696824,0.27632627660000003,0.3035414414,0.27454339910000003
1p46G-gemma-commoncrawl-ar-29BT,3,2500,5.24288,0.2872531418,0.2836624776,0.31059245960000004,0.31238779170000003,0.2871834459,0.29111478100000004,0.3093421646,0.3054162851
1p46G-gemma-commoncrawl-ar-29BT,3,3000,6.291456,0.2728904847,0.2836624776,0.29263913820000004,0.3087971275,0.28809848920000003,0.29071674340000003,0.2985168915,0.3114192669
1p46G-gemma-commoncrawl-ar-29BT,3,3500,7.340032,0.2872531418,0.2818671454,0.2854578097,0.289048474,0.2805148885,0.2743230702,0.27734395100000003,0.2929035768
1p46G-gemma-commoncrawl-ar-29BT,3,4000,8.388608,0.27648114900000004,0.2818671454,0.2980251346,0.2872531418,0.2708111616,0.2838973217,0.2971760996,0.2924532783
1p46G-gemma-commoncrawl-ar-29BT,3,4500,9.437184,0.29622980250000003,0.2854578097,0.3034111311,0.289048474,0.31196689850000003,0.29549830520000003,0.31232696390000003,0.2941990503
1p46G-gemma-commoncrawl-ar-29BT,3,500,1.048576,0.23698384200000003,0.2746858169,0.289048474,0.2459605027,0.2353969445,0.27342436400000003,0.2933679179,0.2382340406
1p46G-gemma-commoncrawl-ar-29BT,3,5000,10.48576,0.2854578097,0.289048474,0.31238779170000003,0.2998204668,0.279549475,0.283452075,0.30540893880000003,0.29651597960000003
1p46G-gemma-commoncrawl-ar-29BT,3,5500,11.534336,0.29443447040000004,0.289048474,0.3087971275,0.33034111310000003,0.2949720625,0.28439672,0.3144911382,0.3285131691
1p46G-gemma-commoncrawl-ar-29BT,3,6000,12.582912,0.2854578097,0.29622980250000003,0.3141831239,0.3034111311,0.3008172375,0.2977883901,0.3159125223,0.3004427257
1p46G-gemma-commoncrawl-ar-29BT,3,6500,13.631488,0.3141831239,0.29622980250000003,0.3087971275,0.31238779170000003,0.3183637327,0.2915669702,0.3046684432,0.3038264292
1p46G-gemma-commoncrawl-ar-29BT,3,7000,14.680064,0.3016157989,0.2872531418,0.315978456,0.3034111311,0.3003451464,0.27885011260000003,0.3218345081,0.2879896246
1p46G-gemma-commoncrawl-ar-29BT,3,7500,15.72864,0.3141831239,0.29443447040000004,0.33034111310000003,0.3195691203,0.2986363225,0.27890426420000003,0.3202692022,0.314772965
1p46G-gemma-commoncrawl-ar-29BT,3,8000,16.777216,0.29443447040000004,0.2998204668,0.3087971275,0.29443447040000004,0.3005451106,0.2970909184,0.3069534763,0.2847905724
1p46G-gemma-commoncrawl-ar-29BT,3,8500,17.825792,0.3195691203,0.3034111311,0.3141831239,0.3016157989,0.3206084992,0.2966909901,0.3141176505,0.29185843770000003
1p46G-gemma-commoncrawl-ar-29BT,3,9000,18.874368,0.31059245960000004,0.31238779170000003,0.3016157989,0.3087971275,0.30313692410000004,0.3014457076,0.3037145612,0.3084839712
1p46G-gemma-commoncrawl-ar-29BT,3,9500,19.922944,0.3016157989,0.3087971275,0.315978456,0.31238779170000003,0.2943759515,0.2976129759,0.3202641504,0.29390007900000004
1p46G-gemma-aquila-ar-29BT,6,0,0.0,0.2531418312,0.2298025135,0.24955116700000002,0.2441651706,0.2489019106,0.2320659056,0.2418997284,0.2360188758
1p46G-gemma-aquila-ar-29BT,6,1000,2.097152,0.2710951526,0.26211849190000003,0.29622980250000003,0.2836624776,0.2743444591,0.26302294870000004,0.2996573154,0.2554727312
1p46G-gemma-aquila-ar-29BT,6,10000,20.97152,0.29263913820000004,0.29263913820000004,0.31238779170000003,0.32854578100000004,0.29584265400000004,0.2849659866,0.3131956647,0.3242693814
1p46G-gemma-aquila-ar-29BT,6,10500,22.020096,0.2818671454,0.2908438061,0.3087971275,0.32675044880000004,0.2816817531,0.2810614959,0.3206602973,0.3191115746
1p46G-gemma-aquila-ar-29BT,6,11000,23.068672,0.2908438061,0.29622980250000003,0.3177737882,0.3070017953,0.2914406558,0.2947229985,0.3139648955,0.3005671494
1p46G-gemma-aquila-ar-29BT,6,11500,24.117248,0.2854578097,0.2908438061,0.3231597846,0.31059245960000004,0.28091441310000004,0.2933261643,0.3262518193,0.2999710384
1p46G-gemma-aquila-ar-29BT,6,12000,25.165824,0.2854578097,0.29622980250000003,0.3087971275,0.3213644524,0.2862633508,0.2916326533,0.3012971377,0.3133362679
1p46G-gemma-aquila-ar-29BT,6,12500,26.2144,0.2800718133,0.31059245960000004,0.32854578100000004,0.32675044880000004,0.2770797907,0.3028878601,0.3253409612,0.31845523600000003
1p46G-gemma-aquila-ar-29BT,6,13000,27.262976,0.27827648110000003,0.29443447040000004,0.3016157989,0.3213644524,0.27172896220000003,0.2825527484,0.3025454021,0.30903563040000004
1p46G-gemma-aquila-ar-29BT,6,13500,28.311552,0.2872531418,0.29443447040000004,0.315978456,0.3177737882,0.2913124506,0.29121425100000004,0.3123227787,0.3075670371
1p46G-gemma-aquila-ar-29BT,6,14000,29.360128,0.27648114900000004,0.3016157989,0.3052064632,0.31059245960000004,0.2781771907,0.2949997735,0.3079207805,0.2966584735
1p46G-gemma-aquila-ar-29BT,6,1500,3.145728,0.26032315980000004,0.27827648110000003,0.2836624776,0.3231597846,0.25508724920000003,0.2720061409,0.2873949415,0.3190796784
1p46G-gemma-aquila-ar-29BT,6,2000,4.194304,0.2639138241,0.2836624776,0.3087971275,0.3070017953,0.26913755240000004,0.2776828442,0.3160111258,0.2761076809
1p46G-gemma-aquila-ar-29BT,6,2500,5.24288,0.2657091562,0.2800718133,0.31238779170000003,0.2908438061,0.2742657575,0.27683302120000003,0.3205432199,0.3213147451
1p46G-gemma-aquila-ar-29BT,6,3000,6.291456,0.2998204668,0.2836624776,0.3321364452,0.3034111311,0.3169687892,0.27469844860000003,0.34347851560000003,0.3064419261
1p46G-gemma-aquila-ar-29BT,6,3500,7.340032,0.29263913820000004,0.29443447040000004,0.3177737882,0.2872531418,0.2893740608,0.27235278420000003,0.3253432557,0.2806143585
1p46G-gemma-aquila-ar-29BT,6,4000,8.388608,0.29443447040000004,0.29443447040000004,0.315978456,0.3213644524,0.30079355420000004,0.2881576926,0.3226282888,0.3313984984
1p46G-gemma-aquila-ar-29BT,6,4500,9.437184,0.29443447040000004,0.2836624776,0.3195691203,0.33034111310000003,0.2996665524,0.27013951010000004,0.33385200330000003,0.3291883854
1p46G-gemma-aquila-ar-29BT,6,500,1.048576,0.2567324955,0.2459605027,0.3052064632,0.2710951526,0.2443518053,0.2303172188,0.30052790690000003,0.2474245432
1p46G-gemma-aquila-ar-29BT,6,5000,10.48576,0.2980251346,0.2908438061,0.315978456,0.3195691203,0.2931123742,0.2796757894,0.32587138920000003,0.30637900030000004
1p46G-gemma-aquila-ar-29BT,6,5500,11.534336,0.29443447040000004,0.3016157989,0.34470377020000004,0.3016157989,0.3048058853,0.2846243951,0.3490608007,0.2938079552
1p46G-gemma-aquila-ar-29BT,6,6000,12.582912,0.29443447040000004,0.2980251346,0.315978456,0.3141831239,0.30248895600000003,0.289324961,0.3197966483,0.3074713486
1p46G-gemma-aquila-ar-29BT,6,6500,13.631488,0.3034111311,0.3034111311,0.32675044880000004,0.3339317774,0.31450415660000003,0.2976314499,0.33845585640000003,0.3314599963
1p46G-gemma-aquila-ar-29BT,6,7000,14.680064,0.2908438061,0.2998204668,0.3195691203,0.31059245960000004,0.29275649400000003,0.2763628208,0.32718115140000004,0.3023954043
1p46G-gemma-aquila-ar-29BT,6,7500,15.72864,0.2998204668,0.2800718133,0.32854578100000004,0.315978456,0.3009954091,0.2750626993,0.3323811156,0.3238121404
1p46G-gemma-aquila-ar-29BT,6,8000,16.777216,0.29622980250000003,0.2836624776,0.32854578100000004,0.3070017953,0.2965197611,0.2868594618,0.32902512300000003,0.3276171611
1p46G-gemma-aquila-ar-29BT,6,8500,17.825792,0.31059245960000004,0.3070017953,0.3411131059,0.3177737882,0.3070168649,0.30550106250000003,0.34087603720000004,0.31057093080000003
1p46G-gemma-aquila-ar-29BT,6,9000,18.874368,0.3070017953,0.2980251346,0.3177737882,0.3357271095,0.31450415660000003,0.2972829159,0.3131503463,0.32522515420000003
1p46G-gemma-aquila-ar-29BT,6,9500,19.922944,0.29622980250000003,0.3016157989,0.3249551167,0.3249551167,0.2988047942,0.2924356709,0.318719613,0.30879034780000003
1p46G-gemma-commoncrawl-ar-29BT,4,0,0.0,0.2423698384,0.21543985640000002,0.2675044883,0.2728904847,0.2420260428,0.214969709,0.2710453164,0.250002068
1p46G-gemma-commoncrawl-ar-29BT,4,1000,2.097152,0.2710951526,0.27648114900000004,0.3034111311,0.2692998205,0.2658810299,0.2748442611,0.2930674596,0.2514349836
1p46G-gemma-commoncrawl-ar-29BT,4,10000,20.97152,0.3016157989,0.3034111311,0.3321364452,0.2998204668,0.3262429861,0.2968890635,0.3361647474,0.3225139097
1p46G-gemma-commoncrawl-ar-29BT,4,10500,22.020096,0.3070017953,0.289048474,0.3177737882,0.3034111311,0.3145268158,0.2766890994,0.3229258323,0.3083146329
1p46G-gemma-commoncrawl-ar-29BT,4,11000,23.068672,0.2998204668,0.2854578097,0.3195691203,0.2908438061,0.31494751260000003,0.2758634225,0.3069751113,0.2816706254
1p46G-gemma-commoncrawl-ar-29BT,4,11500,24.117248,0.3087971275,0.2872531418,0.3177737882,0.2854578097,0.3142796426,0.2812614601,0.31536172970000004,0.2971691571
1p46G-gemma-commoncrawl-ar-29BT,4,12000,25.165824,0.3087971275,0.2998204668,0.315978456,0.29443447040000004,0.3191042283,0.2900696418,0.3188704773,0.29513405460000003
1p46G-gemma-commoncrawl-ar-29BT,4,12500,26.2144,0.3195691203,0.3070017953,0.32675044880000004,0.2908438061,0.3322732752,0.29363443170000003,0.3286006448,0.3084604454
