runname,seed,steps,tokens,prefix_match,acc,acc_norm,acc_norm_token,acc_norm_pmi
1p46G-gemma-commoncrawl-ar-29BT,6,14000,29.360128,0.0081932007,0.5795585576,0.6050111519,0.5795585576,0.5795585576
1p46G-gemma-commoncrawl-ar-29BT,6,1500,3.145728,0.0,0.4596203407,0.6047774381000001,0.4596203407,0.5970368387
1p46G-gemma-commoncrawl-ar-29BT,6,2000,4.194304,0.00020283980000000002,0.5753000172,0.6050387232000001,0.5753000172,0.5220182501
1p46G-gemma-commoncrawl-ar-29BT,6,2500,5.24288,0.0,0.4004925642,0.593810276,0.4004925642,0.5441730646
1p46G-gemma-commoncrawl-ar-29BT,6,3000,6.291456,0.0,0.4161925463,0.6071477124,0.4161925463,0.5258953869
1p46G-gemma-commoncrawl-ar-29BT,6,3500,7.340032,0.0,0.5006239894,0.6046870865,0.5006239894,0.5481193881
1p46G-gemma-commoncrawl-ar-29BT,6,4000,8.388608,5.84454e-05,0.47824439999999996,0.6091058026,0.47824439999999996,0.4926072193
1p46G-gemma-commoncrawl-ar-29BT,6,4500,9.437184,0.0,0.563616258,0.6052623671,0.563616258,0.6044421689
1p46G-gemma-commoncrawl-ar-29BT,6,500,1.048576,0.00046809170000000004,0.5934076963,0.6048618886,0.5934076963,0.6048618886
1p46G-gemma-commoncrawl-ar-29BT,6,5000,10.48576,0.0,0.4552434327,0.6057364058,0.4552434327,0.5642652355000001
1p46G-gemma-commoncrawl-ar-29BT,6,5500,11.534336,0.0009731074,0.4845415483,0.6094710865,0.4845415483,0.5715160417
1p46G-gemma-commoncrawl-ar-29BT,6,6000,12.582912,0.00023528,0.49424766880000004,0.6107413656,0.49424766880000004,0.5562457652
1p46G-gemma-commoncrawl-ar-29BT,6,6500,13.631488,0.0,0.41961092520000004,0.6104474232,0.41961092520000004,0.5378174452
1p46G-gemma-commoncrawl-ar-29BT,6,7000,14.680064,0.0003484599,0.5024576973,0.6101345641,0.5024576973,0.6026306956
1p46G-gemma-commoncrawl-ar-29BT,6,7500,15.72864,0.0008242293,0.5744184382,0.6070299963,0.5744184382,0.6029954232
1p46G-gemma-commoncrawl-ar-29BT,6,8000,16.777216,0.0006189213,0.4101683551,0.6158344942,0.4101683551,0.5860259144000001
1p46G-gemma-commoncrawl-ar-29BT,6,8500,17.825792,0.0,0.536459844,0.6065631198,0.536459844,0.6097343947
1p46G-gemma-commoncrawl-ar-29BT,6,9000,18.874368,0.0062912106,0.5771611437,0.6076360926000001,0.5771611437,0.6114202829000001
1p46G-gemma-commoncrawl-ar-29BT,6,9500,19.922944,0.0,0.5477366865000001,0.6074668075,0.5477366865000001,0.6067112767
1p46G-gemma-orion-ar-29BT,6,0,0.0,0.0,0.4896273156,0.6048618886,0.4896273156,0.5341901879000001
1p46G-gemma-orion-ar-29BT,6,1000,2.097152,0.0090576971,0.4836736734,0.6047686919,0.4836736734,0.601858793
1p46G-gemma-orion-ar-29BT,6,10000,20.97152,0.0018168185000000002,0.4910307233,0.6055992958,0.4910307233,0.5978839841
1p46G-gemma-orion-ar-29BT,6,10500,22.020096,0.0039813415,0.5228412585000001,0.6078062944,0.5228412585000001,0.6036904473
1p46G-gemma-orion-ar-29BT,6,11000,23.068672,0.0034739223,0.5062521446,0.6059456433,0.5062521446,0.5975298692000001
1p46G-gemma-orion-ar-29BT,6,11500,24.117248,0.0042657630000000005,0.5556771379000001,0.6053252012,0.5556771379000001,0.6042505417
1p46G-gemma-orion-ar-29BT,6,12000,25.165824,0.00678604,0.5541636555,0.6040949372000001,0.5541636555,0.6000303224
1p46G-gemma-orion-ar-29BT,6,12500,26.2144,0.0029983577,0.5138478259,0.6053541798000001,0.5138478259,0.5972498566000001
1p46G-gemma-orion-ar-29BT,6,13000,27.262976,0.0023597262,0.5227587929,0.6062050651,0.5227587929,0.6021505992
1p46G-gemma-orion-ar-29BT,6,13500,28.311552,0.0015575781,0.5002708554,0.6058414651,0.5002708554,0.5983212763
1p46G-gemma-orion-ar-29BT,6,14000,29.360128,0.0024481811000000003,0.5336553258,0.6075232528,0.5336553258,0.6064341807
1p46G-gemma-orion-ar-29BT,6,1500,3.145728,0.0146388573,0.4768400179,0.6040956051,0.4768400179,0.602563038
1p46G-gemma-orion-ar-29BT,6,2000,4.194304,0.0046866830000000005,0.542185122,0.6055853299,0.542185122,0.5872279085000001
1p46G-gemma-orion-ar-29BT,6,2500,5.24288,0.0,0.4507874837,0.6026554148000001,0.4507874837,0.5855357368
1p46G-gemma-orion-ar-29BT,6,3000,6.291456,0.0,0.4283370026,0.6074258477000001,0.4283370026,0.6016213034
1p46G-gemma-orion-ar-29BT,6,3500,7.340032,0.0031570188,0.46486128330000004,0.6103126642000001,0.46486128330000004,0.605178681
1p46G-gemma-orion-ar-29BT,6,4000,8.388608,0.044200512500000004,0.46983561960000003,0.5916392871,0.46983561960000003,0.6004081002
1p46G-gemma-orion-ar-29BT,6,4500,9.437184,0.0043491792,0.4575726486,0.6037521864000001,0.4575726486,0.595544293
1p46G-gemma-orion-ar-29BT,6,500,1.048576,0.037259017000000005,0.3961343422,0.5909328516,0.3961343422,0.5604642414000001
1p46G-gemma-orion-ar-29BT,6,5000,10.48576,0.0053587602,0.3973898494,0.5739166486,0.3973898494,0.5990291136
1p46G-gemma-orion-ar-29BT,6,5500,11.534336,0.0094784676,0.4625158318,0.6043997424,0.4625158318,0.6037292214000001
1p46G-gemma-orion-ar-29BT,6,6000,12.582912,0.014695330900000001,0.46967359550000004,0.6017902217000001,0.46967359550000004,0.6021928723000001
1p46G-gemma-orion-ar-29BT,6,6500,13.631488,0.0056426591,0.44559514980000003,0.6059925766,0.44559514980000003,0.5992109795
1p46G-gemma-orion-ar-29BT,6,7000,14.680064,0.017562653,0.50104017,0.6007127937,0.50104017,0.5958610591
1p46G-gemma-orion-ar-29BT,6,7500,15.72864,0.0016145077,0.49736000160000005,0.6066480281000001,0.49736000160000005,0.6050163788
1p46G-gemma-orion-ar-29BT,6,8000,16.777216,0.0014117416,0.4363666648,0.6286224661,0.4363666648,0.5983237397
1p46G-gemma-orion-ar-29BT,6,8500,17.825792,0.004527395,0.4649081808,0.6047046177000001,0.4649081808,0.5831279628
1p46G-gemma-orion-ar-29BT,6,9000,18.874368,0.0005980723,0.46574814680000004,0.6066109190000001,0.46574814680000004,0.5597259862
1p46G-gemma-orion-ar-29BT,6,9500,19.922944,0.004285373,0.5045351060000001,0.6074362816000001,0.5045351060000001,0.5930553303
1p46G-gemma-commoncrawl-ar-29BT,3,0,0.0,0.0,0.44696745060000004,0.6047506539,0.44696745060000004,0.3958334337
1p46G-gemma-commoncrawl-ar-29BT,3,1000,2.097152,0.0010916666,0.5703668948,0.6047686919,0.5703668948,0.6048618886
1p46G-gemma-commoncrawl-ar-29BT,3,10000,20.97152,0.0183925752,0.4108307846,0.6237084693,0.4108307846,0.4962210355
1p46G-gemma-commoncrawl-ar-29BT,3,10500,22.020096,0.0074437306,0.4076937034,0.6133064739,0.4076937034,0.5433852785000001
1p46G-gemma-commoncrawl-ar-29BT,3,11000,23.068672,0.0151860068,0.41321501380000003,0.6276791821000001,0.41321501380000003,0.5018407688000001
1p46G-gemma-commoncrawl-ar-29BT,3,11500,24.117248,0.0147277693,0.40661237100000003,0.6203276732,0.40661237100000003,0.5447655589
1p46G-gemma-commoncrawl-ar-29BT,3,12000,25.165824,0.0122223126,0.4096139427,0.6274947946,0.4096139427,0.5214455491000001
1p46G-gemma-commoncrawl-ar-29BT,3,12500,26.2144,0.019770627000000002,0.4154484768,0.6225841067,0.4154484768,0.5645283823
1p46G-gemma-commoncrawl-ar-29BT,3,13000,27.262976,0.0080105562,0.4197885364,0.6198192423000001,0.4197885364,0.5783079252000001
1p46G-gemma-commoncrawl-ar-29BT,3,13500,28.311552,0.0130738218,0.4125791509,0.6241738453,0.4125791509,0.5800919371000001
1p46G-gemma-commoncrawl-ar-29BT,3,14000,29.360128,0.0223062214,0.4257608888,0.6244208280000001,0.4257608888,0.5787092314
1p46G-gemma-commoncrawl-ar-29BT,3,1500,3.145728,0.0,0.42000217040000004,0.5727639286,0.42000217040000004,0.6006594569
1p46G-gemma-commoncrawl-ar-29BT,3,2000,4.194304,0.0054066668,0.5084694351,0.6072136969,0.5084694351,0.6040005606000001
1p46G-gemma-commoncrawl-ar-29BT,3,2500,5.24288,0.0,0.5871124716,0.6053766622,0.5871124716,0.6046625291000001
1p46G-gemma-commoncrawl-ar-29BT,3,3000,6.291456,0.0033572175,0.4129462701,0.599624613,0.4129462701,0.6002394754
1p46G-gemma-commoncrawl-ar-29BT,3,3500,7.340032,0.0057378641,0.4317811077,0.6082339139,0.4317811077,0.6185086741
1p46G-gemma-commoncrawl-ar-29BT,3,4000,8.388608,0.0036091871000000003,0.4402430858,0.6271019634,0.4402430858,0.6078467419
1p46G-gemma-commoncrawl-ar-29BT,3,4500,9.437184,0.0024131032000000003,0.43753560500000005,0.5913737738,0.43753560500000005,0.5791985539
1p46G-gemma-commoncrawl-ar-29BT,3,500,1.048576,0.0007093519,0.42044222600000003,0.60329319,0.42044222600000003,0.6048618886
1p46G-gemma-commoncrawl-ar-29BT,3,5000,10.48576,0.0003567182,0.4048060073,0.6160232067,0.4048060073,0.41843081800000004
1p46G-gemma-commoncrawl-ar-29BT,3,5500,11.534336,0.0136333557,0.40820527770000004,0.6065040768000001,0.40820527770000004,0.4645538165
1p46G-gemma-commoncrawl-ar-29BT,3,6000,12.582912,0.058074467500000004,0.4102729292,0.581951726,0.4102729292,0.6019779709
1p46G-gemma-commoncrawl-ar-29BT,3,6500,13.631488,0.0087526398,0.400197126,0.5885341003,0.400197126,0.4128630634
1p46G-gemma-commoncrawl-ar-29BT,3,7000,14.680064,0.0035584881000000003,0.4170517868,0.6155804421000001,0.4170517868,0.44274451410000004
1p46G-gemma-commoncrawl-ar-29BT,3,7500,15.72864,0.0035742118,0.4065561827,0.6010396266,0.4065561827,0.44327612180000003
1p46G-gemma-commoncrawl-ar-29BT,3,8000,16.777216,0.0427949382,0.3951381114,0.5629918261,0.3951381114,0.4088923538
1p46G-gemma-commoncrawl-ar-29BT,3,8500,17.825792,0.0298653462,0.4101757194,0.609393269,0.4101757194,0.5794279449
1p46G-gemma-commoncrawl-ar-29BT,3,9000,18.874368,0.0075184205,0.3994399019,0.5833175603,0.3994399019,0.5212601277
1p46G-gemma-commoncrawl-ar-29BT,3,9500,19.922944,0.0220169659,0.3972922673,0.5680345336,0.3972922673,0.4221064973
1p46G-gemma-aquila-ar-29BT,6,0,0.0,0.0,0.4898041502,0.6048618886,0.4898041502,0.5341901879000001
1p46G-gemma-aquila-ar-29BT,6,1000,2.097152,0.15581634630000002,0.5577983615000001,0.6049598645,0.5577983615000001,0.5844459531
1p46G-gemma-aquila-ar-29BT,6,10000,20.97152,0.0214340127,0.4558490368,0.5859083559,0.4558490368,0.6048618886
1p46G-gemma-aquila-ar-29BT,6,10500,22.020096,0.021137964500000002,0.5085832690000001,0.602729968,0.5085832690000001,0.6048618886
1p46G-gemma-aquila-ar-29BT,6,11000,23.068672,0.0189273808,0.49567291090000004,0.6015704932,0.49567291090000004,0.6048618886
1p46G-gemma-aquila-ar-29BT,6,11500,24.117248,0.027358387100000003,0.49849476210000004,0.5982358574000001,0.49849476210000004,0.6048618886
1p46G-gemma-aquila-ar-29BT,6,12000,25.165824,0.0520411043,0.5488946427,0.6039542398000001,0.5488946427,0.6051415149
1p46G-gemma-aquila-ar-29BT,6,12500,26.2144,0.040312553200000004,0.5033223863,0.598262521,0.5033223863,0.6047734712
1p46G-gemma-aquila-ar-29BT,6,13000,27.262976,0.0612267115,0.5162648985,0.6014512145,0.5162648985,0.6048618886
1p46G-gemma-aquila-ar-29BT,6,13500,28.311552,0.060573469500000005,0.5195952101,0.6014333865,0.5195952101,0.6048618886
1p46G-gemma-aquila-ar-29BT,6,14000,29.360128,0.032150534,0.5193648664,0.5996923857,0.5193648664,0.6048618886
1p46G-gemma-aquila-ar-29BT,6,1500,3.145728,0.006456654300000001,0.43758032560000004,0.5939488795,0.43758032560000004,0.4207499512
1p46G-gemma-aquila-ar-29BT,6,2000,4.194304,0.008659645300000001,0.4415118301,0.5993340776,0.4415118301,0.46254058810000004
1p46G-gemma-aquila-ar-29BT,6,2500,5.24288,0.0056118328,0.46370660880000003,0.5995165276000001,0.46370660880000003,0.4889064395
1p46G-gemma-aquila-ar-29BT,6,3000,6.291456,0.0203829342,0.41056898540000003,0.5887147723,0.41056898540000003,0.5233190037000001
1p46G-gemma-aquila-ar-29BT,6,3500,7.340032,0.0215881518,0.43503992610000003,0.6008193481,0.43503992610000003,0.5474074326
1p46G-gemma-aquila-ar-29BT,6,4000,8.388608,0.023759958,0.43558518350000003,0.597867343,0.43558518350000003,0.5510500534
1p46G-gemma-aquila-ar-29BT,6,4500,9.437184,0.027978228,0.4946795859,0.6082375017,0.4946795859,0.5943833207
1p46G-gemma-aquila-ar-29BT,6,500,1.048576,0.009780719700000001,0.4117328125,0.6046802746000001,0.4117328125,0.6047734712
1p46G-gemma-aquila-ar-29BT,6,5000,10.48576,0.0900435725,0.5784189343,0.6047994322,0.5784189343,0.5028744861000001
1p46G-gemma-aquila-ar-29BT,6,5500,11.534336,0.0263248121,0.5242936422,0.5979319689,0.5242936422,0.5842393967
1p46G-gemma-aquila-ar-29BT,6,6000,12.582912,0.0388990633,0.5228250547000001,0.6033991566,0.5228250547000001,0.5587023563
1p46G-gemma-aquila-ar-29BT,6,6500,13.631488,0.0454121013,0.4503092882,0.5915614833,0.4503092882,0.5428169989
1p46G-gemma-aquila-ar-29BT,6,7000,14.680064,0.0075258612,0.4598086333,0.5974028563,0.4598086333,0.5972640789
1p46G-gemma-aquila-ar-29BT,6,7500,15.72864,0.0260611718,0.4877713771,0.5958474708,0.4877713771,0.6047449979
1p46G-gemma-aquila-ar-29BT,6,8000,16.777216,0.0202190727,0.5068869502,0.6027439343000001,0.5068869502,0.6046229327
1p46G-gemma-aquila-ar-29BT,6,8500,17.825792,0.0432092216,0.5298037760000001,0.6032059981,0.5298037760000001,0.6048618886
1p46G-gemma-aquila-ar-29BT,6,9000,18.874368,0.0490627212,0.5144938846,0.5994002523,0.5144938846,0.6035811148
1p46G-gemma-aquila-ar-29BT,6,9500,19.922944,0.055745160200000005,0.5031026594,0.5973407647,0.5031026594,0.6050387232000001
1p46G-gemma-commoncrawl-ar-29BT,4,0,0.0,8.84173e-05,0.47288556410000004,0.6047429825,0.47288556410000004,0.4333394139
1p46G-gemma-commoncrawl-ar-29BT,4,1000,2.097152,0.0,0.4118194946,0.6013996343,0.4118194946,0.6017538005
1p46G-gemma-commoncrawl-ar-29BT,4,10000,20.97152,0.0084543058,0.3973292586,0.5753332992,0.3973292586,0.4167871376
1p46G-gemma-commoncrawl-ar-29BT,4,10500,22.020096,0.0051700533000000005,0.4019366639,0.5913242107000001,0.4019366639,0.4745572369
1p46G-gemma-commoncrawl-ar-29BT,4,11000,23.068672,0.0053416479000000005,0.4043102751,0.5852849868000001,0.4043102751,0.5515222184
1p46G-gemma-commoncrawl-ar-29BT,4,11500,24.117248,0.005772393000000001,0.3993263946,0.574115593,0.3993263946,0.3983951097
1p46G-gemma-commoncrawl-ar-29BT,4,12000,25.165824,0.0080576983,0.4033327689,0.5777806489,0.4033327689,0.48558401830000003
1p46G-gemma-commoncrawl-ar-29BT,4,12500,26.2144,0.0042928792,0.4149271836,0.5832780255000001,0.4149271836,0.4716794597
1p46G-gemma-commoncrawl-ar-29BT,4,13000,27.262976,0.0055150174,0.4431228949,0.5890178424,0.4431228949,0.4704111005
1p46G-gemma-commoncrawl-ar-29BT,4,13500,28.311552,0.0078660845,0.4163282716,0.5883258581,0.4163282716,0.5072853672000001
1p46G-gemma-commoncrawl-ar-29BT,4,14000,29.360128,0.005260694000000001,0.4242259031,0.5869860570000001,0.4242259031,0.4500036436
1p46G-gemma-commoncrawl-ar-29BT,4,1500,3.145728,0.0,0.4158177051,0.5970000014,0.4158177051,0.6048618886
1p46G-gemma-commoncrawl-ar-29BT,4,2000,4.194304,0.0,0.5403970331,0.6044391523,0.5403970331,0.603138085
1p46G-gemma-commoncrawl-ar-29BT,4,2500,5.24288,0.0,0.4334667675,0.6082337873,0.4334667675,0.6044096971
1p46G-gemma-commoncrawl-ar-29BT,4,3000,6.291456,0.0006773667,0.47047527520000004,0.6067638579,0.47047527520000004,0.6021604033
1p46G-gemma-commoncrawl-ar-29BT,4,3500,7.340032,0.035488611600000004,0.5555846835,0.6083316637,0.5555846835,0.6012712378
1p46G-gemma-commoncrawl-ar-29BT,4,4000,8.388608,0.0164831483,0.4246842256,0.5934080979,0.4246842256,0.5305135478
1p46G-gemma-commoncrawl-ar-29BT,4,4500,9.437184,0.0003284607,0.5000210561,0.614760749,0.5000210561,0.6028524158
1p46G-gemma-commoncrawl-ar-29BT,4,500,1.048576,0.0377306291,0.41964302200000003,0.6072265502,0.41964302200000003,0.6076501743
1p46G-gemma-commoncrawl-ar-29BT,4,5000,10.48576,0.0002479111,0.42048774170000003,0.6119441424000001,0.42048774170000003,0.5400847878
1p46G-gemma-commoncrawl-ar-29BT,4,5500,11.534336,0.0077028696,0.4082961069,0.6144896366,0.4082961069,0.4755070368
1p46G-gemma-commoncrawl-ar-29BT,4,6000,12.582912,0.0030777480000000004,0.4156843445,0.6082247834,0.4156843445,0.5488805846
1p46G-gemma-commoncrawl-ar-29BT,4,6500,13.631488,0.0148830857,0.4181176366,0.6093101326,0.4181176366,0.5230896103
1p46G-gemma-commoncrawl-ar-29BT,4,7000,14.680064,0.010794761600000001,0.39596608520000004,0.5927775838,0.39596608520000004,0.5366710107
1p46G-gemma-commoncrawl-ar-29BT,4,7500,15.72864,0.013708348300000001,0.41276326960000004,0.6019420085,0.41276326960000004,0.5799757456
1p46G-gemma-commoncrawl-ar-29BT,4,8000,16.777216,0.006829621100000001,0.42904696280000004,0.5979672496,0.42904696280000004,0.4645947017
1p46G-gemma-commoncrawl-ar-29BT,4,8500,17.825792,0.0069399851000000005,0.3944285267,0.5752007535,0.3944285267,0.47865789070000003
1p46G-gemma-commoncrawl-ar-29BT,4,9000,18.874368,0.003096034,0.4139639023,0.5949897882,0.4139639023,0.5595926427
1p46G-gemma-commoncrawl-ar-29BT,4,9500,19.922944,0.0126888659,0.4109620973,0.5907459411,0.4109620973,0.5185783364000001
1p46G-gemma-commoncrawl-ar-29BT,5,0,0.0,0.0,0.5568349671,0.6048618886,0.5568349671,0.5559864635
1p46G-gemma-commoncrawl-ar-29BT,5,1000,2.097152,0.0,0.43522836330000003,0.6059307247,0.43522836330000003,0.5203529767
1p46G-gemma-commoncrawl-ar-29BT,5,10000,20.97152,0.011232088900000001,0.4664628831,0.6245482637,0.4664628831,0.6208816696
1p46G-gemma-commoncrawl-ar-29BT,5,10500,22.020096,0.0327549959,0.5796747082,0.6079256523000001,0.5796747082,0.6095442064000001
1p46G-gemma-commoncrawl-ar-29BT,5,11000,23.068672,0.0619320396,0.5559239708,0.6111689282,0.5559239708,0.605231108
1p46G-gemma-commoncrawl-ar-29BT,5,11500,24.117248,0.0253799715,0.5115718651,0.6120936128000001,0.5115718651,0.6108225984
1p46G-gemma-commoncrawl-ar-29BT,5,12000,25.165824,0.0450312064,0.5724712362000001,0.6093185263,0.5724712362000001,0.6153079067
1p46G-gemma-commoncrawl-ar-29BT,5,12500,26.2144,0.0181079975,0.5695671119,0.6104464138,0.5695671119,0.6082905888
1p46G-gemma-commoncrawl-ar-29BT,5,13000,27.262976,0.037801836000000005,0.5508070994,0.6109784998000001,0.5508070994,0.6177901709
1p46G-gemma-commoncrawl-ar-29BT,5,13500,28.311552,0.01933261,0.5237897518,0.6130176190000001,0.5237897518,0.6113398914
1p46G-gemma-commoncrawl-ar-29BT,5,14000,29.360128,0.0203139372,0.5307933288,0.6146983922,0.5307933288,0.6214478726
1p46G-gemma-commoncrawl-ar-29BT,5,1500,3.145728,0.0,0.410740306,0.6007175102,0.410740306,0.553058935
1p46G-gemma-commoncrawl-ar-29BT,5,2000,4.194304,0.0,0.4565440489,0.6090284649000001,0.4565440489,0.5026157069
1p46G-gemma-commoncrawl-ar-29BT,5,2500,5.24288,0.0,0.4065587315,0.6052543015,0.4065587315,0.5195156659
1p46G-gemma-commoncrawl-ar-29BT,5,3000,6.291456,0.0001768347,0.43278938,0.6069662013,0.43278938,0.6042429673
1p46G-gemma-commoncrawl-ar-29BT,5,3500,7.340032,0.006807899,0.3963260471,0.5820225484,0.3963260471,0.6047779549
1p46G-gemma-commoncrawl-ar-29BT,5,4000,8.388608,0.0011532055,0.4560693792,0.6161981476,0.4560693792,0.6107525734
1p46G-gemma-commoncrawl-ar-29BT,5,4500,9.437184,0.00180783,0.39650340240000004,0.5467807689,0.39650340240000004,0.6073706042
1p46G-gemma-commoncrawl-ar-29BT,5,500,1.048576,0.0,0.39498557510000004,0.5526751414000001,0.39498557510000004,0.5700280878
1p46G-gemma-commoncrawl-ar-29BT,5,5000,10.48576,0.0008393148,0.4452279257,0.6140883967,0.4452279257,0.6109663075
1p46G-gemma-commoncrawl-ar-29BT,5,5500,11.534336,0.0031996901000000003,0.46014057820000004,0.6251431231,0.46014057820000004,0.6122867479
1p46G-gemma-commoncrawl-ar-29BT,5,6000,12.582912,0.019712533600000002,0.4817256364,0.6142327240000001,0.4817256364,0.6071471635
1p46G-gemma-commoncrawl-ar-29BT,5,6500,13.631488,0.0049627234,0.46837782050000004,0.6155672127,0.46837782050000004,0.6095877659
1p46G-gemma-commoncrawl-ar-29BT,5,7000,14.680064,0.014610343900000001,0.5060570706,0.6073095617000001,0.5060570706,0.6140280788
1p46G-gemma-commoncrawl-ar-29BT,5,7500,15.72864,0.0053284081,0.4938582528,0.6083575264000001,0.4938582528,0.6047633664000001
1p46G-gemma-commoncrawl-ar-29BT,5,8000,16.777216,0.0221698032,0.5396969974,0.6104520084,0.5396969974,0.60480396
1p46G-gemma-commoncrawl-ar-29BT,5,8500,17.825792,0.0005020478,0.44051265170000004,0.6277024072,0.44051265170000004,0.6052965708
1p46G-gemma-commoncrawl-ar-29BT,5,9000,18.874368,0.0021104375,0.4721872087,0.6199205058,0.4721872087,0.6067308986000001
1p46G-gemma-commoncrawl-ar-29BT,5,9500,19.922944,0.0558728859,0.5296020946000001,0.6130224441000001,0.5296020946000001,0.6061646183
