runname,seed,steps,tokens,acc,acc_norm,acc_norm_token,acc_norm_pmi,acc,acc_norm,acc_norm_token,acc_norm_pmi,acc,acc_norm,acc_norm_token,acc_norm_pmi
1p46G-gemma-helios-ar-29BT,6,14000,29.360128,0.2537463448,0.2609558752,0.26092387370000003,0.2789377764,0.3536075288,0.3464609268,0.3399090249,0.36178945100000004,0.2452991991,0.2501659027,0.25498796,0.2827599011
1p46G-gemma-helios-ar-29BT,6,1500,3.145728,0.24278042260000002,0.2515468703,0.2519653103,0.2634800372,0.3164900369,0.32562024980000004,0.32394599090000004,0.32367063630000004,0.23753843230000002,0.2503027728,0.24505524,0.2686275221
1p46G-gemma-helios-ar-29BT,6,2000,4.194304,0.2432780551,0.2541224769,0.2518127144,0.26092840970000003,0.32318201420000003,0.33604049820000004,0.3257527519,0.32669894920000003,0.23485455560000001,0.2527265413,0.24889530910000002,0.267046642
1p46G-gemma-helios-ar-29BT,6,2500,5.24288,0.24524182290000002,0.2571318829,0.2582976476,0.27320993,0.3277268236,0.3279116532,0.3220664012,0.33944483410000004,0.2342347742,0.2523399323,0.2475645823,0.2698208328
1p46G-gemma-helios-ar-29BT,6,3000,6.291456,0.2415677819,0.2532523123,0.2529685684,0.2680311054,0.3238157713,0.3257023832,0.32777366950000003,0.3367773529,0.2356448471,0.247839471,0.2458569585,0.264285796
1p46G-gemma-helios-ar-29BT,6,3500,7.340032,0.2425774894,0.2549171146,0.2533923865,0.26966321460000003,0.3310897109,0.33114287530000003,0.3296368906,0.3431739407,0.24052820360000002,0.2537126101,0.24850619440000002,0.2745834293
1p46G-gemma-helios-ar-29BT,6,4000,8.388608,0.242685537,0.2537528285,0.2553613876,0.2675140659,0.3345127594,0.3360104988,0.33110259070000003,0.34535645530000003,0.2393565712,0.2528356024,0.2481156485,0.2643335565
1p46G-gemma-helios-ar-29BT,6,4500,9.437184,0.2482125796,0.25769762890000003,0.2558297966,0.2721235958,0.3331839686,0.3356463713,0.3354100805,0.3487497242,0.2449422782,0.2551681166,0.2531145899,0.2740478423
1p46G-gemma-helios-ar-29BT,6,500,1.048576,0.2377390674,0.2549991581,0.2536877716,0.2557743971,0.2962774449,0.30918154470000003,0.301349184,0.3144527173,0.2338049982,0.2506496199,0.2537261249,0.2579843285
1p46G-gemma-helios-ar-29BT,6,5000,10.48576,0.2459589017,0.2555840527,0.2560191499,0.2696902625,0.3386099531,0.3366726084,0.3379137223,0.3437068122,0.2408196504,0.255023596,0.2513216777,0.2737057587
1p46G-gemma-helios-ar-29BT,6,5500,11.534336,0.24516242300000002,0.2552149392,0.2556230024,0.2764238355,0.342678138,0.3333649596,0.33639396450000003,0.3433570192,0.2387106122,0.25256756410000003,0.24672174770000002,0.277972007
1p46G-gemma-helios-ar-29BT,6,6000,12.582912,0.2488824407,0.25782930860000003,0.2575360345,0.2784234323,0.33587717100000003,0.3391156766,0.3347705528,0.35539305790000003,0.24006968350000002,0.2519229248,0.2526893612,0.27486095850000003
1p46G-gemma-helios-ar-29BT,6,6500,13.631488,0.2512738345,0.2617276162,0.25525589730000003,0.27983967660000003,0.3458136724,0.3414498251,0.3414054562,0.34911249510000003,0.2416295292,0.2520132838,0.2498851486,0.28055740030000004
1p46G-gemma-helios-ar-29BT,6,7000,14.680064,0.24929296450000002,0.2607163454,0.257637563,0.2739373409,0.3452486543,0.3427780238,0.33798172,0.3576429612,0.2433291253,0.25135355200000004,0.2525028285,0.27570691540000003
1p46G-gemma-helios-ar-29BT,6,7500,15.72864,0.2522562203,0.2607853572,0.2604947735,0.2785572568,0.342472272,0.34313656540000004,0.3372762749,0.3529535072,0.2410002785,0.2504554817,0.25110795010000003,0.2754957008
1p46G-gemma-helios-ar-29BT,6,8000,16.777216,0.2531306439,0.2584600624,0.2568255215,0.2786277977,0.34526951640000003,0.3468638247,0.3423765333,0.3626567151,0.2424739499,0.2527046563,0.2546557855,0.2774405057
1p46G-gemma-helios-ar-29BT,6,8500,17.825792,0.2503454197,0.2609218189,0.2621399232,0.2761106849,0.347204463,0.3466264328,0.3427908375,0.3675407161,0.243383448,0.2495386107,0.255265933,0.2788848078
1p46G-gemma-helios-ar-29BT,6,9000,18.874368,0.2503592353,0.2599664848,0.2616415748,0.2744265776,0.3467583892,0.348340264,0.3442414379,0.353391736,0.2422405478,0.24856444500000002,0.2518168498,0.2731399033
1p46G-gemma-helios-ar-29BT,6,9500,19.922944,0.2533344342,0.2597495822,0.26159071910000004,0.2755390056,0.3501461563,0.347463315,0.341255431,0.35474491220000004,0.2459052534,0.2521699615,0.25419791950000004,0.2752726269
baseline-ar-,42,0,0.0,0.25,0.25,0.25,0.25,0.2796329138,0.2796329138,0.2796329138,0.2796329138,0.25,0.25,0.25,0.25
1p46G-gemma-commoncrawl-ar-29BT,6,0,0.0,0.23531486240000002,0.2488206695,0.24609874380000002,0.24463137070000002,0.2816613482,0.2879303929,0.2784789519,0.2858619283,0.2272598321,0.2530728626,0.2450323408,0.2489270275
1p46G-gemma-commoncrawl-ar-29BT,6,1000,2.097152,0.2387228042,0.2503694205,0.25083854580000003,0.2552242362,0.29760697810000003,0.3092899197,0.3069739989,0.2992864355,0.2315384361,0.24608594900000003,0.2487848739,0.26371808280000003
1p46G-gemma-commoncrawl-ar-29BT,6,10000,20.97152,0.2430965839,0.2569061166,0.2543979638,0.2706404965,0.34105667170000004,0.3443599053,0.3384029666,0.35401986080000003,0.23910360220000001,0.2504853419,0.25054057620000003,0.2691829407
1p46G-gemma-commoncrawl-ar-29BT,6,10500,22.020096,0.245234676,0.25817229,0.2537988498,0.2689084121,0.3377177329,0.3403719207,0.3406667822,0.3497134651,0.23745017870000001,0.24782501280000002,0.2530065621,0.26446854870000003
1p46G-gemma-commoncrawl-ar-29BT,6,11000,23.068672,0.24419793450000002,0.2565151699,0.2519082716,0.26731129200000003,0.3371648513,0.34544745250000003,0.33730605890000004,0.35601355090000003,0.2377226282,0.25107699370000003,0.24883951040000002,0.2678164375
1p46G-gemma-commoncrawl-ar-29BT,6,11500,24.117248,0.2421370475,0.2558151697,0.2559478427,0.2729869069,0.3371979278,0.3409020259,0.3408392398,0.3507238878,0.23701479500000003,0.2486332836,0.2489697018,0.2648748386
1p46G-gemma-commoncrawl-ar-29BT,6,12000,25.165824,0.24280068570000002,0.2573278375,0.2549593692,0.2716744653,0.34392062160000003,0.3431825348,0.34101963830000004,0.3565294384,0.2402173759,0.25161174940000003,0.2484170114,0.26072534880000003
1p46G-gemma-commoncrawl-ar-29BT,6,12500,26.2144,0.2439031606,0.257327519,0.2539812885,0.27093969500000004,0.33975883,0.347226144,0.3402010875,0.3574071279,0.2369037775,0.253197132,0.2504156365,0.26718056030000004
1p46G-gemma-commoncrawl-ar-29BT,6,13000,27.262976,0.24064104190000002,0.25694979700000004,0.25452452070000003,0.2719913639,0.3454459535,0.3431271891,0.34038983110000004,0.3613694334,0.2387222208,0.2495774019,0.2486986126,0.2658107664
1p46G-gemma-commoncrawl-ar-29BT,6,13500,28.311552,0.2423236251,0.2587019547,0.2546950041,0.27553009300000003,0.342001408,0.34719244380000003,0.3419133481,0.3578382312,0.23620428200000002,0.24888319220000002,0.2492694285,0.26326270100000004
1p46G-gemma-commoncrawl-ar-29BT,6,14000,29.360128,0.2434417735,0.258658228,0.2545532399,0.2731317909,0.3458876456,0.3435187021,0.3454666657,0.35832586320000004,0.2386724849,0.2485466345,0.24755347460000002,0.2649438564
1p46G-gemma-commoncrawl-ar-29BT,6,1500,3.145728,0.23538457780000002,0.2544509049,0.2553857791,0.258179484,0.305688085,0.3187457065,0.3131697493,0.3049262313,0.2350613805,0.24697831,0.2507729153,0.265536779
1p46G-gemma-commoncrawl-ar-29BT,6,2000,4.194304,0.2402873847,0.257118626,0.2586542973,0.2618964402,0.3158127226,0.3148027836,0.31768539630000003,0.3094179984,0.233575512,0.251014841,0.2503833209,0.2653420496
1p46G-gemma-commoncrawl-ar-29BT,6,2500,5.24288,0.2408032666,0.2526084626,0.2610621621,0.2578407334,0.3228222053,0.3345275531,0.3313647227,0.3051060218,0.2339196541,0.24672883610000002,0.2510459946,0.2642598964
1p46G-gemma-commoncrawl-ar-29BT,6,3000,6.291456,0.24056024080000002,0.2527203241,0.2525116613,0.2559956386,0.31844291150000004,0.3258563387,0.3214741109,0.31884044040000004,0.238222645,0.24705623070000002,0.24564202770000002,0.262256769
1p46G-gemma-commoncrawl-ar-29BT,6,3500,7.340032,0.2412108731,0.25315688410000003,0.2540933257,0.2664833192,0.3261299285,0.3249671572,0.32882001650000003,0.3246328793,0.2309860738,0.2472043605,0.2478434022,0.26276422590000004
1p46G-gemma-commoncrawl-ar-29BT,6,4000,8.388608,0.2422819901,0.2545560566,0.2566283115,0.26753357310000003,0.3240161767,0.333539376,0.3290595864,0.3272957378,0.2370130672,0.2516851539,0.2501099153,0.2645067963
1p46G-gemma-commoncrawl-ar-29BT,6,4500,9.437184,0.24414313440000002,0.2543820429,0.2574142463,0.26704053380000004,0.3302483298,0.3301609092,0.3318939675,0.3265242778,0.2412690362,0.2528275949,0.2487075604,0.2693542264
1p46G-gemma-commoncrawl-ar-29BT,6,500,1.048576,0.2398074786,0.2552062255,0.2578007118,0.2569516491,0.2887304741,0.3041252384,0.2950117909,0.2774640707,0.23312614820000002,0.2538369033,0.2543912835,0.257118485
1p46G-gemma-commoncrawl-ar-29BT,6,5000,10.48576,0.2440434686,0.2504040745,0.2544952186,0.2658426855,0.32481016620000003,0.3321224041,0.3321572639,0.3374475098,0.2370479702,0.24716235020000002,0.248960529,0.26614868610000003
1p46G-gemma-commoncrawl-ar-29BT,6,5500,11.534336,0.2450661214,0.25565880220000003,0.254812974,0.2590436108,0.3271265238,0.3377264666,0.3295698517,0.3425419784,0.2365811518,0.25136780810000003,0.24711288620000002,0.2719444532
1p46G-gemma-commoncrawl-ar-29BT,6,6000,12.582912,0.24169016470000002,0.2541696673,0.2512994957,0.2603298506,0.3310540746,0.3340164236,0.3324628033,0.3404142674,0.2397295693,0.2491460923,0.24979853910000002,0.2624193977
1p46G-gemma-commoncrawl-ar-29BT,6,6500,13.631488,0.2460964465,0.2556194088,0.2533656066,0.2718130901,0.3418520625,0.3330231099,0.33173040740000004,0.3414664277,0.23820382550000002,0.250997503,0.2535542038,0.2639950453
1p46G-gemma-commoncrawl-ar-29BT,6,7000,14.680064,0.2416232265,0.2549101917,0.252726428,0.2639716013,0.33078623090000003,0.334965063,0.3332254697,0.3502994602,0.2315279657,0.2461106493,0.2474950494,0.26253391870000004
1p46G-gemma-commoncrawl-ar-29BT,6,7500,15.72864,0.2413021927,0.2542753064,0.2547143813,0.2725912366,0.3350953957,0.3421272289,0.3319552296,0.3489750219,0.2418765052,0.2516340309,0.2507290498,0.2708476299
1p46G-gemma-commoncrawl-ar-29BT,6,8000,16.777216,0.2402214224,0.25483622780000004,0.2563129216,0.2691561475,0.3360925621,0.34163234200000003,0.3343796463,0.3373890641,0.2346235643,0.2456367379,0.2531649219,0.2670072867
1p46G-gemma-commoncrawl-ar-29BT,6,8500,17.825792,0.2424448196,0.2547241653,0.25603543100000004,0.2645010579,0.3317394751,0.33842807,0.3302501067,0.3504681565,0.2376090183,0.2496842521,0.25112538100000004,0.2603419526
1p46G-gemma-commoncrawl-ar-29BT,6,9000,18.874368,0.2436822741,0.2580273691,0.2543667129,0.2666007246,0.3413989169,0.3405224952,0.33836724490000003,0.35272631050000003,0.2356422997,0.24865039930000002,0.2466089093,0.2676643597
1p46G-gemma-commoncrawl-ar-29BT,6,9500,19.922944,0.2445406753,0.2537535951,0.25502691380000003,0.26795450530000003,0.3399592025,0.3447088265,0.33703538050000004,0.35812854310000003,0.23984355610000002,0.2513527567,0.25082196230000003,0.2607770396
1p46G-gemma-orion-ar-29BT,6,0,0.0,0.23531486240000002,0.24869883720000002,0.24609996520000002,0.2444559321,0.2816613482,0.2879303929,0.2784789519,0.2859619283,0.2273381529,0.25305531870000003,0.2451751979,0.24875158890000001
1p46G-gemma-orion-ar-29BT,6,1000,2.097152,0.23884578620000002,0.2567333448,0.25267895160000003,0.2551154004,0.3071044875,0.3221994523,0.3161542162,0.3279782942,0.2347356166,0.2474037796,0.2522465417,0.26010012800000004
1p46G-gemma-orion-ar-29BT,6,10000,20.97152,0.24868643950000002,0.2579103612,0.25269459920000004,0.26481408570000003,0.3432477172,0.3465509082,0.3397253928,0.3490296916,0.242614349,0.2504334793,0.2514269849,0.2704540212
1p46G-gemma-orion-ar-29BT,6,10500,22.020096,0.2496791887,0.2598267416,0.25303366990000004,0.2623198168,0.3471189355,0.3456668021,0.3395789877,0.35589812930000003,0.2405408622,0.2538482381,0.2503148706,0.26813109020000003
1p46G-gemma-orion-ar-29BT,6,11000,23.068672,0.2489549031,0.2603746084,0.2528852909,0.267222245,0.3459540618,0.3461849923,0.3389056488,0.3541830305,0.2401575371,0.2532398171,0.2501565338,0.2669883202
1p46G-gemma-orion-ar-29BT,6,11500,24.117248,0.24941283220000002,0.2598877812,0.2565458697,0.2679524653,0.3432186406,0.3465803814,0.3394775191,0.3533809728,0.24414681700000002,0.2538249477,0.2512381146,0.2719250472
1p46G-gemma-orion-ar-29BT,6,12000,25.165824,0.2499843442,0.25926211520000003,0.2555420379,0.2662839039,0.342970078,0.3476614823,0.3406409447,0.35648593710000004,0.2411789352,0.25192320700000004,0.2520102609,0.2700172032
1p46G-gemma-orion-ar-29BT,6,12500,26.2144,0.2485400992,0.2578503558,0.2542086901,0.2674786215,0.3457475834,0.34479099360000004,0.3355297833,0.351885131,0.2453322141,0.2533221096,0.251145779,0.27342147710000003
1p46G-gemma-orion-ar-29BT,6,13000,27.262976,0.2496024987,0.2601718355,0.2529624401,0.2673947512,0.3410165976,0.3480342791,0.3393952886,0.3495336338,0.24272099400000002,0.2524179824,0.2529906669,0.27052921700000004
1p46G-gemma-orion-ar-29BT,6,13500,28.311552,0.2514369433,0.2589617296,0.2534363612,0.26739361040000004,0.341615471,0.3421666725,0.33693771180000004,0.3510513209,0.2425116827,0.2548432432,0.2533072911,0.2679851481
1p46G-gemma-orion-ar-29BT,6,14000,29.360128,0.2493690392,0.2598797143,0.2537328962,0.2683106912,0.343471715,0.3410379595,0.3350350503,0.3564862023,0.24366068840000002,0.253109802,0.2514576713,0.2691033306
1p46G-gemma-orion-ar-29BT,6,1500,3.145728,0.24212829500000002,0.2506251332,0.2521812542,0.2530801339,0.3121697503,0.3157172528,0.311054818,0.3180390435,0.23086479040000002,0.24711716290000002,0.24716772480000002,0.2611540854
1p46G-gemma-orion-ar-29BT,6,2000,4.194304,0.2462634944,0.2554344629,0.2566122545,0.2659855142,0.3236736805,0.3201366814,0.3187788654,0.3223368881,0.23670757480000001,0.2520107669,0.2512625964,0.26848228020000003
1p46G-gemma-orion-ar-29BT,6,2500,5.24288,0.2463941551,0.2537709509,0.2563446379,0.2576958984,0.318961535,0.3240358488,0.3177166303,0.3287161476,0.23834539840000002,0.25064302050000004,0.2477982334,0.26727614
1p46G-gemma-orion-ar-29BT,6,3000,6.291456,0.2452971477,0.2545261486,0.2554121065,0.2649586533,0.3287087118,0.33455572440000003,0.3262215828,0.3174837562,0.2358092708,0.24869825550000002,0.2454522458,0.2641461181
1p46G-gemma-orion-ar-29BT,6,3500,7.340032,0.243004558,0.2521124506,0.2566450124,0.256829792,0.3211023919,0.3301658173,0.3258682086,0.3175410624,0.23876842,0.24941865370000002,0.2491796809,0.25808334980000003
1p46G-gemma-orion-ar-29BT,6,4000,8.388608,0.24587719560000001,0.2539273943,0.2501234442,0.2724806428,0.32431539940000004,0.3318418688,0.3270202336,0.33758746840000003,0.2375117291,0.24936513910000002,0.2500394819,0.2600903368
1p46G-gemma-orion-ar-29BT,6,4500,9.437184,0.2448753505,0.2556402463,0.2562008354,0.2684180657,0.32687422990000004,0.3381051477,0.329090307,0.3505838369,0.2353110982,0.2505993221,0.2466815954,0.2701872803
1p46G-gemma-orion-ar-29BT,6,500,1.048576,0.23683272200000002,0.24917957240000002,0.2483620876,0.2533921817,0.28941930930000004,0.297239711,0.2918632801,0.3040038621,0.22917779300000002,0.2520373655,0.2474743252,0.25960566960000003
1p46G-gemma-orion-ar-29BT,6,5000,10.48576,0.2435085314,0.256132774,0.25520256750000003,0.26592634460000003,0.33488871070000004,0.3402597136,0.3305190156,0.3479402612,0.2362795375,0.25114919480000003,0.2512013796,0.2635719789
1p46G-gemma-orion-ar-29BT,6,5500,11.534336,0.24846389370000002,0.2576522564,0.25542018980000003,0.2676935326,0.334553843,0.34101099020000003,0.32961488310000003,0.3416459217,0.2405216953,0.2523579642,0.2496514428,0.2658283558
1p46G-gemma-orion-ar-29BT,6,6000,12.582912,0.2451028965,0.256162541,0.25494548040000004,0.26533391770000003,0.3363175021,0.3390164566,0.3340197907,0.3414028222,0.24015741070000002,0.25046552980000003,0.2508523511,0.268636531
1p46G-gemma-orion-ar-29BT,6,6500,13.631488,0.24746158540000002,0.2559354203,0.2531456897,0.2690310703,0.33681505570000003,0.33961015510000003,0.3355542891,0.3478276212,0.242449028,0.25194033120000003,0.2488155047,0.2686055879
1p46G-gemma-orion-ar-29BT,6,7000,14.680064,0.2469520604,0.254601964,0.25107335880000003,0.266468866,0.3351514942,0.3396105092,0.33142039230000003,0.3444093901,0.2411189326,0.2529152616,0.2495616017,0.2633854125
1p46G-gemma-orion-ar-29BT,6,7500,15.72864,0.2484086418,0.2605227257,0.2534373036,0.2635585091,0.3367303533,0.3438443344,0.3358467169,0.34537017400000003,0.2403609719,0.25423010960000003,0.2521026315,0.26787329200000004
1p46G-gemma-orion-ar-29BT,6,8000,16.777216,0.24788632900000002,0.2581897709,0.2557267016,0.2632136317,0.3445836527,0.3442948156,0.3390323485,0.34047365360000004,0.24118925060000002,0.25071543500000004,0.2494185684,0.265346348
1p46G-gemma-orion-ar-29BT,6,8500,17.825792,0.24766828540000002,0.2597592382,0.2577078492,0.264139044,0.3438337806,0.34646925630000003,0.339326224,0.3437729972,0.24142206670000002,0.2531497269,0.2507592346,0.2639413282
1p46G-gemma-orion-ar-29BT,6,9000,18.874368,0.2483952221,0.25977578,0.25285200550000003,0.264368108,0.3407368844,0.3439830484,0.3352151578,0.3510286643,0.2373232482,0.2534938058,0.2490360942,0.2641953385
1p46G-gemma-orion-ar-29BT,6,9500,19.922944,0.2473954578,0.2582568355,0.2523103713,0.2663761826,0.3379383597,0.3473321997,0.335908535,0.3538825156,0.2414332996,0.2520732126,0.24937628220000002,0.2667125205
1p46G-gemma-commoncrawl-ar-29BT,3,0,0.0,0.23419513490000002,0.2465530874,0.2436323042,0.2473698649,0.28296595220000004,0.28518716380000003,0.2777764578,0.2845470416,0.224176645,0.2473750234,0.2420780174,0.2431215085
1p46G-gemma-commoncrawl-ar-29BT,3,1000,2.097152,0.2438011112,0.2532837072,0.25857305810000003,0.25353639780000004,0.29479480150000004,0.3081352842,0.3085212814,0.2954002848,0.2306722879,0.25014214700000004,0.2535642652,0.2639508625
1p46G-gemma-commoncrawl-ar-29BT,3,10000,20.97152,0.2491123999,0.2574867597,0.2580795764,0.2699732831,0.3435462985,0.3484730172,0.33996140010000003,0.3482278516,0.23733818210000002,0.2507224458,0.2500663272,0.2660547791
1p46G-gemma-commoncrawl-ar-29BT,3,10500,22.020096,0.24937812520000002,0.257415499,0.2628384783,0.2657437899,0.3426938174,0.3438417727,0.3367239066,0.35446599430000003,0.2403537225,0.2518853131,0.2522790023,0.2662956396
1p46G-gemma-commoncrawl-ar-29BT,3,11000,23.068672,0.2477343672,0.2614573298,0.257882018,0.2641890449,0.3480875795,0.3455375017,0.3411034338,0.3563551494,0.24139000200000002,0.25425362300000004,0.2540658135,0.2634191363
1p46G-gemma-commoncrawl-ar-29BT,3,11500,24.117248,0.2505904853,0.2575421626,0.2634082821,0.26473296150000003,0.3440482314,0.34335486190000003,0.3353904821,0.3477904824,0.2413855301,0.2534879618,0.25768229130000003,0.2646936636
1p46G-gemma-commoncrawl-ar-29BT,3,12000,25.165824,0.25061369980000003,0.26019123510000003,0.26011794320000003,0.271014507,0.34499005460000004,0.34708591450000004,0.3398253093,0.3485939686,0.2417168738,0.2545696414,0.2539925476,0.26713175440000003
1p46G-gemma-commoncrawl-ar-29BT,3,12500,26.2144,0.25066459220000004,0.2608751516,0.26247084330000003,0.267079407,0.3487638195,0.3458581015,0.3383110506,0.3582761036,0.2414425608,0.2545701602,0.25503198800000004,0.264113198
1p46G-gemma-commoncrawl-ar-29BT,3,13000,27.262976,0.2504505863,0.2617279032,0.2611416897,0.2665925977,0.3493326143,0.3454246718,0.33701192220000004,0.3540377418,0.24045490830000002,0.2544164948,0.2550724779,0.2652837354
1p46G-gemma-commoncrawl-ar-29BT,3,13500,28.311552,0.2505770288,0.2607343629,0.2620824996,0.2665729423,0.3477427625,0.3450382088,0.33905325470000003,0.3508591149,0.2405123186,0.2536171837,0.2541993871,0.2594058139
1p46G-gemma-commoncrawl-ar-29BT,3,14000,29.360128,0.2497516573,0.2615806424,0.2637570226,0.26661440210000004,0.3510162532,0.3435177505,0.3393454826,0.35615500050000004,0.2420463169,0.2554034857,0.2561673136,0.2611296455
1p46G-gemma-commoncrawl-ar-29BT,3,1500,3.145728,0.2387527909,0.2514282749,0.25040181910000003,0.2638127033,0.3086231527,0.31464130830000003,0.310005515,0.3004258253,0.2313725787,0.2468322151,0.2495605297,0.2643679473
1p46G-gemma-commoncrawl-ar-29BT,3,2000,4.194304,0.2404739294,0.2489928777,0.2518715053,0.26613915390000004,0.31250082,0.3151541806,0.3154554704,0.3170859,0.2349081291,0.2480554352,0.2509732306,0.2700391434
1p46G-gemma-commoncrawl-ar-29BT,3,2500,5.24288,0.2439312798,0.2537722767,0.2535247529,0.2645744244,0.3148154079,0.31864160280000003,0.3132834732,0.3211557855,0.237521592,0.2498894508,0.251062047,0.269417946
1p46G-gemma-commoncrawl-ar-29BT,3,3000,6.291456,0.24119720690000002,0.253688228,0.2553267624,0.27063045280000003,0.3241829645,0.3277060583,0.31880140960000003,0.3248190114,0.23273338810000002,0.2463444794,0.24867525580000002,0.26783245840000003
1p46G-gemma-commoncrawl-ar-29BT,3,3500,7.340032,0.2407873928,0.25237674120000003,0.2558653346,0.2622267467,0.3259595079,0.3214651368,0.3190756638,0.3220863863,0.23514513210000001,0.2490360953,0.2512105817,0.2656065311
1p46G-gemma-commoncrawl-ar-29BT,3,4000,8.388608,0.2412513934,0.25427726230000003,0.2540242823,0.2592630724,0.3285607394,0.3293672593,0.3328070828,0.3331126732,0.2355159427,0.24741288150000001,0.24833624740000002,0.2590179081
1p46G-gemma-commoncrawl-ar-29BT,3,4500,9.437184,0.2425398403,0.255774969,0.258419762,0.2682805824,0.3323557223,0.3311070031,0.3235855789,0.3305614394,0.23908765070000002,0.2511013243,0.2503621621,0.2640779582
1p46G-gemma-commoncrawl-ar-29BT,3,500,1.048576,0.2397078525,0.2556161077,0.2525669466,0.25908607110000004,0.2931846605,0.3074090733,0.3025185691,0.2892541031,0.23216466400000002,0.2564702184,0.2582628716,0.2655624207
1p46G-gemma-commoncrawl-ar-29BT,3,5000,10.48576,0.2443026851,0.2536515151,0.25764949,0.2613316,0.3359971192,0.33962865470000003,0.3275192105,0.3385768208,0.23615502230000002,0.24969419280000002,0.25202350970000004,0.2635730723
1p46G-gemma-commoncrawl-ar-29BT,3,5500,11.534336,0.2443688498,0.254741425,0.2550740875,0.26616509,0.3363834714,0.33428483270000003,0.3298180389,0.3375432092,0.2344371676,0.24695802830000002,0.2507311319,0.26610330260000004
1p46G-gemma-commoncrawl-ar-29BT,3,6000,12.582912,0.2408645898,0.25077544090000004,0.2572192071,0.2662123789,0.3291875301,0.33353785410000003,0.32460047540000003,0.3318147772,0.2348477019,0.2477508213,0.2512651844,0.2617486578
1p46G-gemma-commoncrawl-ar-29BT,3,6500,13.631488,0.24511425010000001,0.25335170300000004,0.2639251085,0.26387696310000003,0.3332274501,0.33394781020000003,0.3360978761,0.3378323058,0.2390486741,0.2495007378,0.2534680369,0.2670919111
1p46G-gemma-commoncrawl-ar-29BT,3,7000,14.680064,0.2464232795,0.2540095577,0.2609085285,0.2667257397,0.3335897317,0.3322282226,0.3295453177,0.34461611680000004,0.23907344700000002,0.25103365910000003,0.2524610047,0.2599016395
1p46G-gemma-commoncrawl-ar-29BT,3,7500,15.72864,0.2459563471,0.2573612966,0.2625664599,0.26460238810000003,0.3387119041,0.34018228840000003,0.3353388471,0.34829718800000004,0.2372979477,0.2488932022,0.2507016694,0.2636378616
1p46G-gemma-commoncrawl-ar-29BT,3,8000,16.777216,0.2501264097,0.2569927698,0.2579659468,0.2628547401,0.3397870558,0.3383348491,0.33250453750000003,0.3439500775,0.2401972468,0.2499427063,0.2497137146,0.2644828818
1p46G-gemma-commoncrawl-ar-29BT,3,8500,17.825792,0.2448128262,0.2574770491,0.2595747169,0.2647659359,0.3449065335,0.3401690727,0.3373414198,0.34831025250000003,0.2393283139,0.2497986701,0.2499129908,0.2641085644
1p46G-gemma-commoncrawl-ar-29BT,3,9000,18.874368,0.24862416980000002,0.2567509423,0.2566302744,0.2680687291,0.34013306460000003,0.3424540944,0.3323609729,0.3515326279,0.2391713671,0.2477562042,0.2502131805,0.2668453162
