runname,seed,steps,tokens,acc,acc_norm,acc_norm_token,acc_norm_pmi,prefix_match
1p46G-gemma-commoncrawl-hi-29BT,6,5500,11.534336,0.41200000000000003,0.386,0.611,0.384,0.023
1p46G-gemma-commoncrawl-hi-29BT,6,6000,12.582912,0.47900000000000004,0.427,0.61,0.45,0.013000000000000001
1p46G-gemma-commoncrawl-hi-29BT,6,6500,13.631488,0.492,0.424,0.608,0.47200000000000003,0.037
1p46G-gemma-commoncrawl-hi-29BT,6,7000,14.680064,0.436,0.387,0.612,0.47500000000000003,0.016
1p46G-gemma-commoncrawl-hi-29BT,6,7500,15.72864,0.45,0.4,0.611,0.482,0.05
1p46G-gemma-commoncrawl-hi-29BT,6,8000,16.777216,0.5670000000000001,0.438,0.615,0.609,0.067
1p46G-gemma-commoncrawl-hi-29BT,6,8500,17.825792,0.501,0.427,0.612,0.5700000000000001,0.187
1p46G-gemma-commoncrawl-hi-29BT,6,9000,18.874368,0.484,0.399,0.614,0.555,0.032
1p46G-gemma-commoncrawl-hi-29BT,6,9500,19.922944,0.529,0.424,0.614,0.5630000000000001,0.116
1p46G-gemma-commoncrawl-hi-29BT,5,0,0.0,0.385,0.385,0.493,0.534,0.0
1p46G-gemma-commoncrawl-hi-29BT,5,1000,2.097152,0.41500000000000004,0.38,0.614,0.603,0.004
1p46G-gemma-commoncrawl-hi-29BT,5,10000,20.97152,0.604,0.536,0.615,0.426,0.123
1p46G-gemma-commoncrawl-hi-29BT,5,10500,22.020096,0.591,0.518,0.615,0.433,0.07
1p46G-gemma-commoncrawl-hi-29BT,5,11000,23.068672,0.601,0.5700000000000001,0.615,0.499,0.198
1p46G-gemma-commoncrawl-hi-29BT,5,11500,24.117248,0.598,0.541,0.615,0.491,0.273
1p46G-gemma-commoncrawl-hi-29BT,5,12000,25.165824,0.5710000000000001,0.491,0.615,0.442,0.11800000000000001
1p46G-gemma-commoncrawl-hi-29BT,5,12500,26.2144,0.587,0.498,0.615,0.492,0.114
1p46G-gemma-commoncrawl-hi-29BT,5,13000,27.262976,0.582,0.504,0.615,0.394,0.2
1p46G-gemma-commoncrawl-hi-29BT,5,13500,28.311552,0.5660000000000001,0.46,0.615,0.41400000000000003,0.062
1p46G-gemma-commoncrawl-hi-29BT,5,14000,29.360128,0.577,0.488,0.615,0.418,0.096
1p46G-gemma-commoncrawl-hi-29BT,5,1500,3.145728,0.387,0.384,0.609,0.47600000000000003,0.007
1p46G-gemma-commoncrawl-hi-29BT,5,2000,4.194304,0.51,0.41100000000000003,0.615,0.501,0.048
1p46G-gemma-commoncrawl-hi-29BT,5,2500,5.24288,0.453,0.395,0.612,0.538,0.076
1p46G-gemma-commoncrawl-hi-29BT,5,3000,6.291456,0.608,0.548,0.615,0.617,0.007
1p46G-gemma-commoncrawl-hi-29BT,5,3500,7.340032,0.601,0.40700000000000003,0.615,0.401,0.0
1p46G-gemma-commoncrawl-hi-29BT,5,4000,8.388608,0.533,0.406,0.615,0.513,0.001
1p46G-gemma-commoncrawl-hi-29BT,5,4500,9.437184,0.59,0.449,0.615,0.615,0.023
1p46G-gemma-commoncrawl-hi-29BT,5,500,1.048576,0.48,0.391,0.617,0.609,0.0
1p46G-gemma-commoncrawl-hi-29BT,5,5000,10.48576,0.598,0.47100000000000003,0.615,0.605,0.0
1p46G-gemma-commoncrawl-hi-29BT,5,5500,11.534336,0.614,0.595,0.615,0.618,0.388
1p46G-gemma-commoncrawl-hi-29BT,5,6000,12.582912,0.603,0.555,0.615,0.606,0.019
1p46G-gemma-commoncrawl-hi-29BT,5,6500,13.631488,0.616,0.578,0.615,0.549,0.013000000000000001
1p46G-gemma-commoncrawl-hi-29BT,5,7000,14.680064,0.611,0.597,0.615,0.598,0.152
1p46G-gemma-commoncrawl-hi-29BT,5,7500,15.72864,0.515,0.40900000000000003,0.615,0.533,0.0
1p46G-gemma-commoncrawl-hi-29BT,5,8000,16.777216,0.581,0.44,0.615,0.422,0.048
1p46G-gemma-commoncrawl-hi-29BT,5,8500,17.825792,0.56,0.491,0.615,0.41500000000000004,0.054
1p46G-gemma-commoncrawl-hi-29BT,5,9000,18.874368,0.5720000000000001,0.43,0.615,0.588,0.013000000000000001
1p46G-gemma-commoncrawl-hi-29BT,5,9500,19.922944,0.58,0.456,0.615,0.387,0.068
1p46G-gemma-helios-hi-29BT,6,0,0.0,0.385,0.385,0.467,0.47800000000000004,0.0
1p46G-gemma-helios-hi-29BT,6,1000,2.097152,0.606,0.5700000000000001,0.615,0.615,0.263
1p46G-gemma-helios-hi-29BT,6,10000,20.97152,0.458,0.401,0.615,0.596,0.077
1p46G-gemma-helios-hi-29BT,6,10500,22.020096,0.526,0.40800000000000003,0.615,0.608,0.084
1p46G-gemma-helios-hi-29BT,6,11000,23.068672,0.499,0.421,0.615,0.601,0.114
1p46G-gemma-helios-hi-29BT,6,11500,24.117248,0.491,0.396,0.615,0.581,0.084
1p46G-gemma-helios-hi-29BT,6,12000,25.165824,0.507,0.41000000000000003,0.615,0.595,0.16
1p46G-gemma-helios-hi-29BT,6,12500,26.2144,0.512,0.427,0.615,0.5650000000000001,0.094
1p46G-gemma-helios-hi-29BT,6,13000,27.262976,0.508,0.418,0.614,0.5670000000000001,0.134
1p46G-gemma-helios-hi-29BT,6,13500,28.311552,0.487,0.41500000000000004,0.614,0.596,0.13
1p46G-gemma-helios-hi-29BT,6,14000,29.360128,0.489,0.4,0.614,0.603,0.149
1p46G-gemma-helios-hi-29BT,6,1500,3.145728,0.618,0.586,0.615,0.532,0.008
1p46G-gemma-helios-hi-29BT,6,2000,4.194304,0.514,0.431,0.612,0.399,0.234
1p46G-gemma-helios-hi-29BT,6,2500,5.24288,0.601,0.538,0.615,0.47300000000000003,0.216
1p46G-gemma-helios-hi-29BT,6,3000,6.291456,0.434,0.384,0.605,0.386,0.075
1p46G-gemma-helios-hi-29BT,6,3500,7.340032,0.40700000000000003,0.385,0.596,0.538,0.10300000000000001
1p46G-gemma-helios-hi-29BT,6,4000,8.388608,0.424,0.384,0.61,0.456,0.019
1p46G-gemma-helios-hi-29BT,6,4500,9.437184,0.53,0.41400000000000003,0.615,0.528,0.054
1p46G-gemma-helios-hi-29BT,6,500,1.048576,0.45,0.384,0.615,0.617,0.0
1p46G-gemma-helios-hi-29BT,6,5000,10.48576,0.456,0.383,0.615,0.523,0.035
1p46G-gemma-helios-hi-29BT,6,5500,11.534336,0.48,0.386,0.614,0.49,0.029
1p46G-gemma-helios-hi-29BT,6,6000,12.582912,0.534,0.422,0.615,0.454,0.073
1p46G-gemma-helios-hi-29BT,6,6500,13.631488,0.428,0.383,0.615,0.439,0.044
1p46G-gemma-helios-hi-29BT,6,7000,14.680064,0.41300000000000003,0.392,0.607,0.5640000000000001,0.127
1p46G-gemma-helios-hi-29BT,6,7500,15.72864,0.463,0.391,0.615,0.608,0.10300000000000001
1p46G-gemma-helios-hi-29BT,6,8000,16.777216,0.508,0.41100000000000003,0.615,0.609,0.10400000000000001
1p46G-gemma-helios-hi-29BT,6,8500,17.825792,0.5660000000000001,0.425,0.615,0.611,0.11900000000000001
1p46G-gemma-helios-hi-29BT,6,9000,18.874368,0.49,0.399,0.615,0.609,0.059000000000000004
1p46G-gemma-helios-hi-29BT,6,9500,19.922944,0.5720000000000001,0.458,0.615,0.611,0.17200000000000001
1p46G-gemma-commoncrawl-hi-29BT,4,0,0.0,0.385,0.385,0.501,0.387,0.0
1p46G-gemma-commoncrawl-hi-29BT,4,1000,2.097152,0.417,0.383,0.613,0.46,0.0
1p46G-gemma-commoncrawl-hi-29BT,4,10000,20.97152,0.406,0.385,0.586,0.386,0.134
1p46G-gemma-commoncrawl-hi-29BT,4,10500,22.020096,0.427,0.384,0.598,0.388,0.076
1p46G-gemma-commoncrawl-hi-29BT,4,11000,23.068672,0.404,0.382,0.593,0.385,0.078
1p46G-gemma-commoncrawl-hi-29BT,4,11500,24.117248,0.396,0.384,0.597,0.386,0.135
1p46G-gemma-commoncrawl-hi-29BT,4,12000,25.165824,0.41400000000000003,0.386,0.597,0.387,0.109
1p46G-gemma-commoncrawl-hi-29BT,4,12500,26.2144,0.41400000000000003,0.387,0.587,0.385,0.127
1p46G-gemma-commoncrawl-hi-29BT,4,13000,27.262976,0.41200000000000003,0.388,0.582,0.387,0.138
1p46G-gemma-commoncrawl-hi-29BT,4,13500,28.311552,0.436,0.392,0.604,0.385,0.10200000000000001
1p46G-gemma-commoncrawl-hi-29BT,4,14000,29.360128,0.394,0.386,0.603,0.386,0.095
1p46G-gemma-commoncrawl-hi-29BT,4,1500,3.145728,0.404,0.387,0.607,0.384,0.013000000000000001
1p46G-gemma-commoncrawl-hi-29BT,4,2000,4.194304,0.401,0.381,0.598,0.424,0.021
1p46G-gemma-commoncrawl-hi-29BT,4,2500,5.24288,0.533,0.426,0.615,0.392,0.035
1p46G-gemma-commoncrawl-hi-29BT,4,3000,6.291456,0.548,0.461,0.616,0.41400000000000003,0.121
1p46G-gemma-commoncrawl-hi-29BT,4,3500,7.340032,0.47700000000000004,0.41000000000000003,0.612,0.422,0.113
1p46G-gemma-commoncrawl-hi-29BT,4,4000,8.388608,0.546,0.419,0.614,0.461,0.028
1p46G-gemma-commoncrawl-hi-29BT,4,4500,9.437184,0.437,0.387,0.609,0.396,0.06
1p46G-gemma-commoncrawl-hi-29BT,4,500,1.048576,0.53,0.393,0.615,0.614,0.001
1p46G-gemma-commoncrawl-hi-29BT,4,5000,10.48576,0.547,0.438,0.615,0.47200000000000003,0.009000000000000001
1p46G-gemma-commoncrawl-hi-29BT,4,5500,11.534336,0.403,0.384,0.601,0.388,0.083
1p46G-gemma-commoncrawl-hi-29BT,4,6000,12.582912,0.41100000000000003,0.388,0.602,0.61,0.062
1p46G-gemma-commoncrawl-hi-29BT,4,6500,13.631488,0.427,0.384,0.603,0.387,0.167
1p46G-gemma-commoncrawl-hi-29BT,4,7000,14.680064,0.452,0.401,0.609,0.395,0.099
1p46G-gemma-commoncrawl-hi-29BT,4,7500,15.72864,0.399,0.38,0.607,0.384,0.017
1p46G-gemma-commoncrawl-hi-29BT,4,8000,16.777216,0.45,0.395,0.613,0.399,0.013000000000000001
1p46G-gemma-commoncrawl-hi-29BT,4,8500,17.825792,0.406,0.38,0.602,0.382,0.164
1p46G-gemma-commoncrawl-hi-29BT,4,9000,18.874368,0.4,0.385,0.5740000000000001,0.384,0.112
1p46G-gemma-commoncrawl-hi-29BT,4,9500,19.922944,0.395,0.387,0.582,0.384,0.089
baseline-hi-,42,0,0.0,0.5,0.5,0.5,0.5,0.0
1p46G-gemma-lynx-hi-29BT,6,0,0.0,0.385,0.385,0.46900000000000003,0.47900000000000004,0.0
1p46G-gemma-lynx-hi-29BT,6,1000,2.097152,0.489,0.388,0.614,0.606,0.0
1p46G-gemma-lynx-hi-29BT,6,10000,20.97152,0.56,0.457,0.616,0.615,0.34400000000000003
1p46G-gemma-lynx-hi-29BT,6,10500,22.020096,0.467,0.394,0.612,0.616,0.32
1p46G-gemma-lynx-hi-29BT,6,11000,23.068672,0.47700000000000004,0.41400000000000003,0.604,0.615,0.352
1p46G-gemma-lynx-hi-29BT,6,11500,24.117248,0.47100000000000003,0.41300000000000003,0.606,0.615,0.336
1p46G-gemma-lynx-hi-29BT,6,12000,25.165824,0.53,0.449,0.61,0.615,0.377
1p46G-gemma-lynx-hi-29BT,6,12500,26.2144,0.538,0.462,0.616,0.615,0.34400000000000003
1p46G-gemma-lynx-hi-29BT,6,13000,27.262976,0.47100000000000003,0.406,0.61,0.614,0.32
1p46G-gemma-lynx-hi-29BT,6,13500,28.311552,0.401,0.385,0.59,0.615,0.26
1p46G-gemma-lynx-hi-29BT,6,14000,29.360128,0.468,0.404,0.607,0.615,0.328
1p46G-gemma-lynx-hi-29BT,6,1500,3.145728,0.393,0.385,0.614,0.609,0.0
1p46G-gemma-lynx-hi-29BT,6,2000,4.194304,0.397,0.383,0.612,0.5690000000000001,0.003
1p46G-gemma-lynx-hi-29BT,6,2500,5.24288,0.557,0.433,0.615,0.615,0.062
1p46G-gemma-lynx-hi-29BT,6,3000,6.291456,0.392,0.385,0.608,0.481,0.041
1p46G-gemma-lynx-hi-29BT,6,3500,7.340032,0.42,0.389,0.611,0.612,0.128
1p46G-gemma-lynx-hi-29BT,6,4000,8.388608,0.382,0.385,0.588,0.516,0.154
1p46G-gemma-lynx-hi-29BT,6,4500,9.437184,0.512,0.433,0.615,0.615,0.254
1p46G-gemma-lynx-hi-29BT,6,500,1.048576,0.597,0.41400000000000003,0.615,0.615,0.0
1p46G-gemma-lynx-hi-29BT,6,5000,10.48576,0.5690000000000001,0.48,0.616,0.607,0.242
1p46G-gemma-lynx-hi-29BT,6,5500,11.534336,0.534,0.43,0.616,0.614,0.151
1p46G-gemma-lynx-hi-29BT,6,6000,12.582912,0.522,0.431,0.616,0.616,0.059000000000000004
1p46G-gemma-lynx-hi-29BT,6,6500,13.631488,0.551,0.491,0.616,0.615,0.334
1p46G-gemma-lynx-hi-29BT,6,7000,14.680064,0.517,0.417,0.616,0.615,0.23900000000000002
1p46G-gemma-lynx-hi-29BT,6,7500,15.72864,0.577,0.509,0.615,0.61,0.428
1p46G-gemma-lynx-hi-29BT,6,8000,16.777216,0.455,0.403,0.602,0.615,0.302
1p46G-gemma-lynx-hi-29BT,6,8500,17.825792,0.47900000000000004,0.41300000000000003,0.614,0.615,0.249
1p46G-gemma-lynx-hi-29BT,6,9000,18.874368,0.47300000000000003,0.397,0.594,0.614,0.31
1p46G-gemma-lynx-hi-29BT,6,9500,19.922944,0.612,0.599,0.615,0.615,0.493
