runname,seed,steps,tokens,acc,acc_norm,acc_norm_token,acc_norm_pmi
1p46G-gemma-lynx-hi-29BT,6,11000,23.068672,0.517,0.5640000000000001,0.531,0.582
1p46G-gemma-lynx-hi-29BT,6,11500,24.117248,0.518,0.5650000000000001,0.528,0.5760000000000001
1p46G-gemma-lynx-hi-29BT,6,12000,25.165824,0.527,0.556,0.531,0.5670000000000001
1p46G-gemma-lynx-hi-29BT,6,12500,26.2144,0.523,0.5660000000000001,0.534,0.5690000000000001
1p46G-gemma-lynx-hi-29BT,6,13000,27.262976,0.525,0.5630000000000001,0.534,0.5740000000000001
1p46G-gemma-lynx-hi-29BT,6,13500,28.311552,0.522,0.558,0.532,0.5700000000000001
1p46G-gemma-lynx-hi-29BT,6,14000,29.360128,0.528,0.5670000000000001,0.537,0.5700000000000001
1p46G-gemma-lynx-hi-29BT,6,1500,3.145728,0.496,0.541,0.525,0.531
1p46G-gemma-lynx-hi-29BT,6,2000,4.194304,0.505,0.552,0.507,0.538
1p46G-gemma-lynx-hi-29BT,6,2500,5.24288,0.518,0.545,0.514,0.553
1p46G-gemma-lynx-hi-29BT,6,3000,6.291456,0.506,0.556,0.52,0.549
1p46G-gemma-lynx-hi-29BT,6,3500,7.340032,0.511,0.56,0.534,0.55
1p46G-gemma-lynx-hi-29BT,6,4000,8.388608,0.512,0.551,0.517,0.5750000000000001
1p46G-gemma-lynx-hi-29BT,6,4500,9.437184,0.517,0.55,0.52,0.5710000000000001
1p46G-gemma-lynx-hi-29BT,6,500,1.048576,0.495,0.535,0.539,0.535
1p46G-gemma-lynx-hi-29BT,6,5000,10.48576,0.52,0.553,0.527,0.5660000000000001
1p46G-gemma-lynx-hi-29BT,6,5500,11.534336,0.527,0.561,0.531,0.5710000000000001
1p46G-gemma-lynx-hi-29BT,6,6000,12.582912,0.523,0.559,0.529,0.58
1p46G-gemma-lynx-hi-29BT,6,6500,13.631488,0.521,0.556,0.537,0.586
1p46G-gemma-lynx-hi-29BT,6,7000,14.680064,0.52,0.557,0.534,0.578
1p46G-gemma-lynx-hi-29BT,6,7500,15.72864,0.518,0.549,0.534,0.5750000000000001
1p46G-gemma-lynx-hi-29BT,6,8000,16.777216,0.514,0.557,0.523,0.583
1p46G-gemma-lynx-hi-29BT,6,8500,17.825792,0.521,0.55,0.541,0.578
1p46G-gemma-lynx-hi-29BT,6,9000,18.874368,0.521,0.555,0.527,0.587
1p46G-gemma-lynx-hi-29BT,6,9500,19.922944,0.525,0.56,0.521,0.5690000000000001
